Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,57.019969,[112  12] ; [ 4 17],[99.2 24.8] ; [16.8  4.2],1
n5,1,0.0,31.181376,[109  15] ; [ 8 14],[99.36986301 24.63013699] ; [17.63013699  4.36986301],1
a3,1,1.5e-05,18.700085,[96 28] ; [ 7 15],[87.47945205 36.52054795] ; [15.52054795  6.47945205],1
p11,1,0.000102,15.108134,[103  21] ; [10 12],[95.97260274 28.02739726] ; [17.02739726  4.97260274],1
n4,1,0.000207,13.76295,[105  19] ; [11 11],[98.52054795 25.47945205] ; [17.47945205  4.52054795],1
p2,1,0.000284,13.175408,[106  16] ; [12 10],[99.97222222 22.02777778] ; [18.02777778  3.97222222],1
n6,1,0.000682,11.538606,[106  18] ; [12 10],[100.21917808  23.78082192] ; [17.78082192  4.21917808],1
d4,1,0.001415,10.186034,[100  23] ; [11 11],[94.15862069 28.84137931] ; [16.84137931  5.15862069],0
s7,1,0.003096,8.75,[78 42] ; [ 6 14],[72. 48.] ; [12.  8.],0
a4,1,0.005685,7.647493,[64 60] ; [ 4 17],[58.15172414 65.84827586] ; [ 9.84827586 11.15172414],0
v1,1,0.007249,7.210321,[70 50] ; [ 6 16],[64.22535211 55.77464789] ; [11.77464789 10.22535211],0
d1,1,0.011579,6.37416,[70 54] ; [ 6 16],[64.54794521 59.45205479] ; [11.45205479 10.54794521],0
s1,1,0.012043,6.304499,[  3 120] ; [ 3 18],[  5.125 117.875] ; [ 0.875 20.125],0
s8,1,0.018794,5.520613,[73 51] ; [ 7 15],[67.94520548 56.05479452] ; [12.05479452  9.94520548],0
b3,1,0.026151,4.945977,[39 46] ; [ 2 12],[35.2020202 49.7979798] ; [5.7979798 8.2020202],0
b2,1,0.026151,4.945977,[39 46] ; [ 2 12],[35.2020202 49.7979798] ; [5.7979798 8.2020202],0
r2,1,0.03564,4.414261,[108  13] ; [16  6],[104.92307692  16.07692308] ; [19.07692308  2.92307692],0
d2,1,0.04649,3.963767,[68 56] ; [ 7 15],[63.69863014 60.30136986] ; [11.30136986 10.69863014],0
a5,1,0.052389,3.763288,[88 36] ; [11 11],[84.08219178 39.91780822] ; [14.91780822  7.08219178],0
d5,1,0.079195,3.081353,[99 24] ; [14  8],[95.85517241 27.14482759] ; [17.14482759  4.85517241],0
p3,1,0.1077,2.587649,[84 40] ; [11 11],[80.68493151 43.31506849] ; [14.31506849  7.68493151],0
b5,1,0.117731,2.447243,[56 68] ; [ 6 16],[52.65753425 71.34246575] ; [ 9.34246575 12.65753425],0
p8,1,0.178951,1.806317,[80 43] ; [11 11],[77.19310345 45.80689655] ; [13.80689655  8.19310345],0
p5,1,0.187351,1.738327,[26 97] ; [ 2 20],[23.75172414 99.24827586] ; [ 4.24827586 17.75172414],0
b1,1,0.238044,1.392139,[62 62] ; [14  8],[64.54794521 59.45205479] ; [11.45205479 10.54794521],0
s5,1,0.258126,1.278779,[52 64] ; [ 7 15],[49.5942029 66.4057971] ; [ 9.4057971 12.5942029],0
u2,1,0.273047,1.201373,[17 11] ; [6 8],[15.33333333 12.66666667] ; [7.66666667 6.33333333],0
s6,1,0.309025,1.034838,[89 31] ; [14  8],[87.04225352 32.95774648] ; [15.95774648  6.04225352],0
p6,1,0.316645,1.002755,[58 63] ; [ 8 14],[55.84615385 65.15384615] ; [10.15384615 11.84615385],0
v2,1,0.334782,0.930311,[62 57] ; [ 9 13],[59.92198582 59.07801418] ; [11.07801418 10.92198582],0
r1,1,0.489786,0.476997,[88 36] ; [14  8],[86.63013699 37.36986301] ; [15.36986301  6.63013699],0
v4,1,0.492414,0.471247,[112  11] ; [19  3],[111.12413793  11.87586207] ; [19.87586207  2.12413793],0
v3,1,0.542933,0.370131,[52 68] ; [ 8 14],[50.70422535 69.29577465] ; [ 9.29577465 12.70422535],0
a8,1,0.620612,0.245009,[ 16 103] ; [ 2 19],[ 15.3 103.7] ; [ 2.7 18.3],0
r4,1,0.646366,0.210513,[101  23] ; [17  5],[100.21917808  23.78082192] ; [17.78082192  4.21917808],0
s4,1,0.646366,0.210513,[ 23 101] ; [ 5 17],[ 23.78082192 100.21917808] ; [ 4.21917808 17.78082192],0
n3,1,0.65564,0.198864,[21  9] ; [3 2],[20.57142857  9.42857143] ; [3.42857143 1.57142857],0
p7,1,0.672037,0.179228,[89 33] ; [17  5],[89.80555556 32.19444444] ; [16.19444444  5.80555556],0
s2,1,0.674678,0.176179,[68 56] ; [11 11],[67.09589041 56.90410959] ; [11.90410959 10.09589041],0
b4,1,0.726776,0.122093,[67 57] ; [11 11],[66.24657534 57.75342466] ; [11.75342466 10.24657534],0
d3,1,0.746418,0.104566,[63 61] ; [12 10],[63.69863014 60.30136986] ; [11.30136986 10.69863014],0
u3,1,0.83491,0.043434,[14 14] ; [7 8],[13.6744186 14.3255814] ; [7.3255814 7.6744186],0
r3,1,0.871671,0.026094,[114  10] ; [20  2],[113.80821918  10.19178082] ; [20.19178082  1.80821918],0
p1,1,0.922492,0.009466,[ 12 111] ; [ 2 20],[ 11.87586207 111.12413793] ; [ 2.12413793 19.87586207],0
n1,1,0.951564,0.00369,[16 15] ; [2 2],[15.94285714 15.05714286] ; [2.05714286 1.94285714],0
a1,1,0.952688,0.00352,[  6 118] ; [ 1 21],[  5.94520548 118.05479452] ; [ 1.05479452 20.94520548],0
s3,1,0.981851,0.000517,[73 50] ; [13  9],[72.95172414 50.04827586] ; [13.04827586  8.95172414],0
a6,1,0.994742,4.3e-05,[45 79] ; [ 8 14],[45.01369863 78.98630137] ; [ 7.98630137 14.01369863],0
