Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,148.470266,[201  18] ; [30 82],[152.83685801  66.16314199] ; [78.16314199 33.83685801],1
p2,1,0.0,50.936888,[184  33] ; [55 60],[156.21385542  60.78614458] ; [82.78614458 32.21385542],1
p8,1,0.0,46.775668,[136  81] ; [26 87],[106.52727273 110.47272727] ; [55.47272727 57.52727273],1
p7,1,0.0,44.695968,[158  56] ; [41 73],[129.83536585  84.16463415] ; [69.16463415 44.83536585],1
r4,1,0.0,41.727015,[197  22] ; [69 46],[174.41317365  44.58682635] ; [91.58682635 23.41317365],1
r3,1,0.0,39.184486,[207   9] ; [82 32],[189.16363636  26.83636364] ; [99.83636364 14.16363636],1
n5,1,0.0,38.459116,[188  31] ; [62 51],[164.90963855  54.09036145] ; [85.09036145 27.90963855],1
s8,1,0.0,38.305906,[111 107] ; [18 95],[ 84.96072508 133.03927492] ; [44.03927492 68.96072508],1
n6,1,0.0,33.478438,[183  36] ; [61 52],[160.95180723  58.04819277] ; [83.04819277 29.95180723],1
p4,1,0.0,31.473518,[149  70] ; [41 73],[124.95495495  94.04504505] ; [65.04504505 48.95495495],1
n4,1,0.0,26.28852,[184  35] ; [66 47],[164.90963855  54.09036145] ; [85.09036145 27.90963855],1
v4,1,0.0,25.710454,[203  13] ; [84 29],[188.42553191  27.57446809] ; [98.57446809 14.42553191],1
p6,1,1e-06,24.107741,[ 91 124] ; [17 94],[ 71.22699387 143.77300613] ; [36.77300613 74.22699387],1
p3,1,2e-06,23.054552,[135  83] ; [39 75],[114.25301205 103.74698795] ; [59.74698795 54.25301205],1
r1,1,2.5e-05,17.766608,[174  43] ; [66 47],[157.81818182  59.18181818] ; [82.18181818 30.81818182],1
s7,1,2.6e-05,17.72261,[110  99] ; [29 76],[ 92.51910828 116.48089172] ; [46.48089172 58.51910828],1
a5,1,3.2e-05,17.272491,[176  43] ; [68 47],[159.98802395  59.01197605] ; [84.01197605 30.98802395],1
s2,1,3.4e-05,17.161144,[116 100] ; [34 80],[ 98.18181818 117.81818182] ; [51.81818182 62.18181818],1
v1,1,5.2e-05,16.364216,[117  92] ; [37 77],[ 99.64705882 109.35294118] ; [54.35294118 59.64705882],1
a3,1,8.4e-05,15.46155,[173  45] ; [66 46],[157.88484848  60.11515152] ; [81.11515152 30.88484848],1
s6,1,9.1e-05,15.314837,[139  72] ; [49 64],[122.43209877  88.56790123] ; [65.56790123 47.43209877],1
v2,1,0.000305,13.042071,[113  92] ; [38 74],[ 97.64984227 107.35015773] ; [53.35015773 58.64984227],1
s5,1,0.000552,11.932357,[ 70 140] ; [17 94],[ 56.91588785 153.08411215] ; [30.08411215 80.91588785],1
s3,1,0.00117,10.536555,[132  82] ; [48 64],[118.1595092  95.8404908] ; [61.8404908 50.1595092],0
d4,1,0.001624,9.932743,[183  35] ; [78 35],[171.89728097  46.10271903] ; [89.10271903 23.89728097],0
p5,1,0.001815,9.727788,[ 38 179] ; [  6 108],[ 28.84592145 188.15407855] ; [15.15407855 98.84592145],0
d1,1,0.002078,9.47893,[132  87] ; [49 66],[118.67964072 100.32035928] ; [62.32035928 52.67964072],0
u2,1,0.002358,9.247352,[33 13] ; [19 28],[25.72043011 20.27956989] ; [26.27956989 20.72043011],0
r2,1,0.003691,8.429922,[198  17] ; [91 21],[190.01529052  24.98470948] ; [98.98470948 13.01529052],0
p12,1,0.004059,8.257453,[ 19 198] ; [  1 114],[ 13.07228916 203.92771084] ; [  6.92771084 108.07228916],0
s1,1,0.0139,6.050824,[  7 211] ; [ 11 103],[ 11.81927711 206.18072289] ; [  6.18072289 107.81927711],0
d5,1,0.016018,5.80089,[175  43] ; [78 36],[166.12650602  51.87349398] ; [86.87349398 27.12650602],0
v3,1,0.023384,5.139778,[ 84 126] ; [29 78],[ 74.85804416 135.14195584] ; [38.14195584 68.85804416],0
a6,1,0.027621,4.851559,[149  69] ; [64 50],[139.86144578  78.13855422] ; [73.13855422 40.86144578],0
u3,1,0.028943,4.770983,[30 16] ; [21 28],[24.69473684 21.30526316] ; [26.30526316 22.69473684],0
b5,1,0.054875,3.68588,[115 104] ; [73 42],[123.26946108  95.73053892] ; [64.73053892 50.26946108],0
n3,1,0.055745,3.659658,[24  8] ; [27 23],[19.90243902 12.09756098] ; [31.09756098 18.90243902],0
a4,1,0.059821,3.542337,[113 106] ; [46 67],[104.88253012 114.11746988] ; [54.11746988 58.88253012],0
n2,1,0.06647,3.368099,[24  9] ; [28 25],[19.95348837 13.04651163] ; [32.04651163 20.95348837],0
u1,1,0.156785,2.004965,[ 42 177] ; [ 15 100],[ 37.3742515 181.6257485] ; [19.6257485 95.3742515],0
a7,1,0.180591,1.792757,[148  70] ; [69 45],[142.48795181  75.51204819] ; [74.51204819 39.48795181],0
d3,1,0.189153,1.724201,[141  78] ; [65 49],[135.47747748  83.52252252] ; [70.52252252 43.47747748],0
d2,1,0.202631,1.623308,[115 104] ; [51 62],[109.5 109.5] ; [56.5 56.5],0
a2,1,0.259321,1.272377,[ 60 159] ; [25 90],[ 55.73353293 163.26646707] ; [29.26646707 85.73353293],0
n1,1,0.284527,1.145338,[18 14] ; [23 29],[15.61904762 16.38095238] ; [25.38095238 26.61904762],0
a8,1,0.345815,0.888756,[ 29 174] ; [11 94],[ 26.36363636 176.63636364] ; [13.63636364 91.36363636],0
