Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000521,12.039279,[ 3 41] ; [5 5],[ 6.51851852 37.48148148] ; [1.48148148 8.51851852],1
p1,1,0.03524,4.433523,[ 3 41] ; [3 7],[ 4.88888889 39.11111111] ; [1.11111111 8.88888889],0
a2,1,0.03524,4.433523,[ 3 41] ; [3 7],[ 4.88888889 39.11111111] ; [1.11111111 8.88888889],0
a6,1,0.036967,4.351937,[15 29] ; [7 3],[17.92592593 26.07407407] ; [4.07407407 5.92592593],0
b4,1,0.064666,3.413479,[26 18] ; [9 1],[28.51851852 15.48148148] ; [6.48148148 3.51851852],0
a7,1,0.064671,3.413342,[21 23] ; [8 2],[23.62962963 20.37037037] ; [5.37037037 4.62962963],0
p8,1,0.154058,2.031602,[ 5 37] ; [3 7],[ 6.46153846 35.53846154] ; [1.53846154 8.46153846],0
d3,1,0.169706,1.885537,[16 28] ; [6 4],[17.92592593 26.07407407] ; [4.07407407 5.92592593],0
n5,1,0.174658,1.842503,[25 19] ; [8 2],[26.88888889 17.11111111] ; [6.11111111 3.88888889],0
v1,1,0.206785,1.593792,[ 9 34] ; [4 6],[10.54716981 32.45283019] ; [2.45283019 7.54716981],0
v2,1,0.234471,1.413529,[13 30] ; [5 5],[14.60377358 28.39622642] ; [3.39622642 6.60377358],0
p12,1,0.242818,1.364161,[ 1 43] ; [1 9],[ 1.62962963 42.37037037] ; [0.37037037 9.62962963],0
s7,1,0.248203,1.333389,[ 8 34] ; [3 5],[ 9.24 32.76] ; [1.76 6.24],0
r4,1,0.260548,1.265844,[10 34] ; [4 6],[11.40740741 32.59259259] ; [2.59259259 7.40740741],0
s6,1,0.260548,1.265844,[10 34] ; [4 6],[11.40740741 32.59259259] ; [2.59259259 7.40740741],0
u3,1,0.263128,1.252222,[ 2 18] ; [1 2],[ 2.60869565 17.39130435] ; [0.39130435 2.60869565],0
p4,1,0.300451,1.07219,[ 7 37] ; [3 7],[ 8.14814815 35.85185185] ; [1.85185185 8.14814815],0
n4,1,0.32175,0.981818,[28 16] ; [8 2],[29.33333333 14.66666667] ; [6.66666667 3.33333333],0
n6,1,0.366884,0.814193,[19 24] ; [6 4],[20.28301887 22.71698113] ; [4.71698113 5.28301887],0
p7,1,0.367033,0.813684,[10 34] ; [1 9],[ 8.96296296 35.03703704] ; [2.03703704 7.96296296],0
r1,1,0.372316,0.79592,[20 24] ; [3 7],[18.74074074 25.25925926] ; [4.25925926 5.74074074],0
p9,1,0.407159,0.68708,[17 25] ; [5 4],[18.11764706 23.88235294] ; [3.88235294 5.11764706],0
a3,1,0.412187,0.672485,[24 19] ; [7 3],[25.1509434 17.8490566] ; [5.8490566 4.1509434],0
d5,1,0.443799,0.586441,[25 19] ; [7 3],[26.07407407 17.92592593] ; [5.92592593 4.07407407],0
a1,1,0.46299,0.538657,[ 5 39] ; [2 8],[ 5.7037037 38.2962963] ; [1.2962963 8.7037037],0
b1,1,0.483522,0.490909,[21 23] ; [6 4],[22. 22.] ; [5. 5.],0
r2,1,0.52455,0.404938,[20 21] ; [6 4],[20.90196078 20.09803922] ; [5.09803922 4.90196078],0
a8,1,0.531834,0.390886,[ 6 37] ; [2 7],[ 6.61538462 36.38461538] ; [1.38461538 7.61538462],0
a5,1,0.567802,0.326374,[22 22] ; [4 6],[21.18518519 22.81481481] ; [4.81481481 5.18518519],0
p10,1,0.588064,0.293379,[15 28] ; [4 5],[15.71153846 27.28846154] ; [3.28846154 5.71153846],0
u2,1,0.601598,0.272593,[ 4 16] ; [1 2],[ 4.34782609 15.65217391] ; [0.65217391 2.34782609],0
s3,1,0.629558,0.232661,[13 30] ; [2 7],[12.40384615 30.59615385] ; [2.59615385 6.40384615],0
p2,1,0.668504,0.183357,[16 27] ; [3 7],[15.41509434 27.58490566] ; [3.58490566 6.41509434],0
a4,1,0.668504,0.183357,[16 27] ; [3 7],[15.41509434 27.58490566] ; [3.58490566 6.41509434],0
s2,1,0.714106,0.13421,[ 7 37] ; [1 8],[ 6.64150943 37.35849057] ; [1.35849057 7.64150943],0
b3,1,0.759766,0.093506,[12 18] ; [2 4],[11.66666667 18.33333333] ; [2.33333333 3.66666667],0
b2,1,0.759766,0.093506,[12 18] ; [2 4],[11.66666667 18.33333333] ; [2.33333333 3.66666667],0
p11,1,0.794698,0.067712,[20 24] ; [5 5],[20.37037037 23.62962963] ; [4.62962963 5.37037037],0
d4,1,0.804353,0.061364,[29 15] ; [7 3],[29.33333333 14.66666667] ; [6.66666667 3.33333333],0
n1,1,0.818726,0.052525,[10 14] ; [1 1],[10.15384615 13.84615385] ; [0.84615385 1.15384615],0
d1,1,0.829807,0.046203,[16 28] ; [4 6],[16.2962963 27.7037037] ; [3.7037037 6.2962963],0
b5,1,0.896694,0.016858,[21 23] ; [5 5],[21.18518519 22.81481481] ; [4.81481481 5.18518519],0
s1,1,0.928664,0.008015,[ 4 40] ; [1 9],[ 4.07407407 39.92592593] ; [0.92592593 9.07407407],0
d2,1,0.947176,0.004389,[21 22] ; [5 5],[21.09433962 21.90566038] ; [4.90566038 5.09433962],0
p6,1,0.963385,0.002107,[ 4 38] ; [1 9],[ 4.03846154 37.96153846] ; [0.96153846 9.03846154],0
r3,1,0.978391,0.000734,[26 17] ; [6 4],[25.96226415 17.03773585] ; [6.03773585 3.96226415],0
