Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3.2e-05,17.277043,[39 57] ; [105  51],[54.85714286 41.14285714] ; [89.14285714 66.85714286],1
b2,1,0.133861,2.247151,[20 35] ; [47 49],[24.40397351 30.59602649] ; [42.59602649 53.40397351],0
n1,1,0.139584,2.18254,[10 15] ; [18 12],[12.72727273 12.27272727] ; [15.27272727 14.72727273],0
n3,1,0.141726,2.159117,[21  4] ; [20 10],[18.63636364  6.36363636] ; [22.36363636  7.63636364],0
v4,1,0.151415,2.057939,[91  5] ; [152   3],[92.94023904  3.05976096] ; [150.05976096   4.94023904],0
u1,1,0.165796,1.920553,[18 79] ; [ 41 116],[22.53149606 74.46850394] ; [ 36.46850394 120.53149606],0
a5,1,0.167005,1.909625,[72 25] ; [128  29],[76.37795276 20.62204724] ; [123.62204724  33.37795276],0
p5,1,0.171851,1.866721,[17 80] ; [ 39 118],[21.38582677 75.61417323] ; [ 34.61417323 122.38582677],0
p7,1,0.199962,1.642653,[69 25] ; [123  30],[73.06882591 20.93117409] ; [118.93117409  34.06882591],0
s4,1,0.200059,1.641944,[27 68] ; [ 33 122],[22.8 72.2] ; [ 37.2 117.8],0
d3,1,0.217375,1.521616,[66 31] ; [118  39],[70.26771654 26.73228346] ; [113.73228346  43.26771654],0
s6,1,0.228875,1.447841,[85  9] ; [132  23],[81.91967871 12.08032129] ; [135.08032129  19.91967871],0
p3,1,0.266862,1.232806,[55 42] ; [100  57],[59.19291339 37.80708661] ; [95.80708661 61.19291339],0
s3,1,0.284451,1.145703,[64 32] ; [111  41],[67.74193548 28.25806452] ; [107.25806452  44.74193548],0
d2,1,0.292696,1.10718,[47 49] ; [87 69],[51.04761905 44.95238095] ; [82.95238095 73.04761905],0
a4,1,0.316009,1.005393,[45 52] ; [83 74],[48.88188976 48.11811024] ; [79.11811024 77.88188976],0
s1,1,0.316871,1.001819,[ 4 93] ; [  3 149],[ 2.72690763 94.27309237] ; [  4.27309237 147.72690763],0
r4,1,0.435828,0.607243,[89  8] ; [148   9],[90.50787402  6.49212598] ; [146.49212598  10.50787402],0
b1,1,0.438304,0.600717,[33 64] ; [61 96],[35.8976378 61.1023622] ; [58.1023622 98.8976378],0
p9,1,0.476275,0.50738,[85  9] ; [145  11],[86.48  7.52] ; [143.52  12.48],0
n2,1,0.505758,0.442834,[20  5] ; [26  4],[20.90909091  4.09090909] ; [25.09090909  4.90909091],0
b4,1,0.533364,0.387978,[58 39] ; [100  57],[60.33858268 36.66141732] ; [97.66141732 59.33858268],0
a8,1,0.538319,0.378664,[10 76] ; [ 21 124],[11.54112554 74.45887446] ; [ 19.45887446 125.54112554],0
p1,1,0.567169,0.327443,[10 86] ; [ 20 136],[11.42857143 84.57142857] ; [ 18.57142857 137.42857143],0
r1,1,0.64827,0.208088,[81 15] ; [134  21],[82.2310757 13.7689243] ; [132.7689243  22.2310757],0
a6,1,0.656938,0.197265,[63 34] ; [97 59],[61.34387352 35.65612648] ; [98.65612648 57.34387352],0
a1,1,0.689869,0.159227,[ 5 92] ; [ 10 147],[ 5.72834646 91.27165354] ; [  9.27165354 147.72834646],0
s7,1,0.714331,0.13399,[60 31] ; [103  48],[61.29338843 29.70661157] ; [101.70661157  49.29338843],0
u3,1,0.784289,0.07493,[20 11] ; [17  8],[20.48214286 10.51785714] ; [16.51785714  8.48214286],0
n6,1,0.794803,0.067641,[87  9] ; [138  16],[86.4  9.6] ; [138.6  15.4],0
u2,1,0.802938,0.062274,[17 13] ; [15 10],[17.45454545 12.54545455] ; [14.54545455 10.45454545],0
a7,1,0.812797,0.056083,[68 28] ; [109  48],[67.16205534 28.83794466] ; [109.83794466  47.16205534],0
p11,1,0.825257,0.048747,[78 19] ; [128  29],[78.66929134 18.33070866] ; [127.33070866  29.66929134],0
r2,1,0.903745,0.014624,[92  4] ; [149   7],[91.80952381  4.19047619] ; [149.19047619   6.80952381],0
