Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000284,13.172242,[20 89] ; [18 19],[28.36986301 80.63013699] ; [ 9.63013699 27.36986301],1
n4,1,0.108636,2.573956,[72 44] ; [29  9],[76.07792208 39.92207792] ; [24.92207792 13.07792208],0
n2,1,0.109873,2.556042,[25 20] ; [9 2],[27.32142857 17.67857143] ; [6.67857143 4.32142857],0
r1,1,0.132518,2.262754,[80 36] ; [31  7],[83.61038961 32.38961039] ; [27.38961039 10.61038961],0
b1,1,0.141215,2.164672,[61 56] ; [25 13],[64.91612903 52.08387097] ; [21.08387097 16.91612903],0
r2,1,0.175888,1.83203,[96 20] ; [34  3],[98.5620915 17.4379085] ; [31.4379085  5.5620915],0
b4,1,0.18277,1.774956,[69 48] ; [27 11],[72.46451613 44.53548387] ; [23.53548387 14.46451613],0
p6,1,0.196484,1.668319,[23 91] ; [ 4 33],[20.38410596 93.61589404] ; [ 6.61589404 30.38410596],0
b5,1,0.210004,1.571399,[66 51] ; [17 21],[62.6516129 54.3483871] ; [20.3483871 17.6516129],0
n3,1,0.249528,1.325946,[23 20] ; [8 3],[24.68518519 18.31481481] ; [6.31481481 4.68518519],0
s6,1,0.255873,1.29095,[40 76] ; [17 21],[42.93506494 73.06493506] ; [14.06493506 23.93506494],0
d4,1,0.264649,1.244276,[80 35] ; [30  8],[82.67973856 32.32026144] ; [27.32026144 10.67973856],0
v2,1,0.299318,1.077229,[47 66] ; [19 18],[49.72 63.28] ; [16.28 20.72],0
r4,1,0.305504,1.050012,[79 38] ; [29  9],[81.52258065 35.47741935] ; [26.47741935 11.52258065],0
a4,1,0.315822,1.006171,[44 72] ; [11 27],[41.42857143 74.57142857] ; [13.57142857 24.42857143],0
n1,1,0.32167,0.982143,[15 30] ; [5 5],[16.36363636 28.63636364] ; [3.63636364 6.36363636],0
v3,1,0.339368,0.912817,[32 80] ; [14 24],[34.34666667 77.65333333] ; [11.65333333 26.34666667],0
a6,1,0.343269,0.898185,[70 47] ; [26 12],[72.46451613 44.53548387] ; [23.53548387 14.46451613],0
r3,1,0.344314,0.894302,[92 23] ; [33  5],[93.95424837 21.04575163] ; [31.04575163  6.95424837],0
u1,1,0.345174,0.89112,[ 16 101] ; [ 3 35],[ 14.34193548 102.65806452] ; [ 4.65806452 33.34193548],0
v1,1,0.432632,0.615748,[42 75] ; [11 27],[40.00645161 76.99354839] ; [12.99354839 25.00645161],0
d1,1,0.433682,0.612943,[50 67] ; [19 19],[52.08387097 64.91612903] ; [16.91612903 21.08387097],0
p4,1,0.482111,0.494084,[40 77] ; [15 22],[41.78571429 75.21428571] ; [13.21428571 23.78571429],0
a2,1,0.49226,0.471583,[21 96] ; [ 5 33],[19.62580645 97.37419355] ; [ 6.37419355 31.62580645],0
p5,1,0.642535,0.215442,[  5 111] ; [ 1 37],[  4.51948052 111.48051948] ; [ 1.48051948 36.51948052],0
a1,1,0.676833,0.173713,[  7 110] ; [ 3 35],[  7.5483871 109.4516129] ; [ 2.4516129 35.5483871],0
p3,1,0.721306,0.127244,[31 85] ; [11 26],[31.84313725 84.15686275] ; [10.15686275 26.84313725],0
b2,1,0.735268,0.11433,[24 49] ; [ 7 17],[23.32989691 49.67010309] ; [ 7.67010309 16.32989691],0
b3,1,0.735268,0.11433,[24 49] ; [ 7 17],[23.32989691 49.67010309] ; [ 7.67010309 16.32989691],0
d2,1,0.740816,0.109411,[55 60] ; [17 21],[54.11764706 60.88235294] ; [17.88235294 20.11764706],0
u2,1,0.827788,0.047323,[26 27] ; [5 6],[25.671875 27.328125] ; [5.328125 5.671875],0
p1,1,0.835728,0.042999,[  8 108] ; [ 3 35],[  8.28571429 107.71428571] ; [ 2.71428571 35.28571429],0
u3,1,0.912172,0.012166,[26 29] ; [5 6],[25.83333333 29.16666667] ; [5.16666667 5.83333333],0
d3,1,0.974863,0.000993,[65 52] ; [21 17],[64.91612903 52.08387097] ; [21.08387097 16.91612903],0
a5,1,0.980524,0.000596,[68 49] ; [22 16],[67.93548387 49.06451613] ; [22.06451613 15.93548387],0
s1,1,0.989112,0.000186,[  9 106] ; [ 3 35],[  9.01960784 105.98039216] ; [ 2.98039216 35.01960784],0
