Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,152.413425,[ 10 107] ; [240  82],[66.62870159 50.37129841] ; [183.37129841 138.62870159],1
d5,1,0.0,76.900744,[83 34] ; [317   6],[106.36363636  10.63636364] ; [293.63636364  29.36363636],1
d3,1,0.0,58.797861,[61 56] ; [280  43],[90.675 26.325] ; [250.325  72.675],1
a2,1,0.0,40.619583,[  6 111] ; [116 207],[32.44090909 84.55909091] ; [ 89.55909091 233.44090909],1
a4,1,0.0,30.626166,[33 84] ; [187 135],[58.6332574 58.3667426] ; [161.3667426 160.6332574],1
a5,1,0.0,26.972428,[74 43] ; [277  46],[93.33409091 23.66590909] ; [257.66590909  65.33409091],1
u1,1,1e-06,23.409137,[  8 109] ; [ 93 230],[26.85681818 90.14318182] ; [ 74.14318182 248.85681818],1
a3,1,0.000173,14.100448,[78 39] ; [268  54],[92.21412301 24.78587699] ; [253.78587699  68.21412301],1
a6,1,0.000629,11.687335,[67 50] ; [239  83],[81.55353075 35.44646925] ; [224.44646925  97.55353075],1
p4,1,0.00073,11.410209,[56 59] ; [211 106],[71.07638889 43.92361111] ; [195.92361111 121.07638889],1
a7,1,0.017399,5.655685,[78 38] ; [253  70],[87.46241458 28.53758542] ; [243.53758542  79.46241458],0
n4,1,0.036361,4.380085,[84 32] ; [262  59],[91.84439359 24.15560641] ; [254.15560641  66.84439359],0
v3,1,0.036711,4.363747,[55 61] ; [182 128],[64.53521127 51.46478873] ; [172.46478873 137.53521127],0
p12,1,0.058062,3.591909,[  6 109] ; [ 36 282],[ 11.15473441 103.84526559] ; [ 30.84526559 287.15473441],0
s2,1,0.05937,3.554884,[54 62] ; [181 138],[62.66666667 53.33333333] ; [172.33333333 146.66666667],0
p9,1,0.06997,3.28373,[92 22] ; [276  39],[97.79020979 16.20979021] ; [270.20979021  44.79020979],0
s8,1,0.075463,3.160004,[48 69] ; [161 157],[56.2137931 60.7862069] ; [152.7862069 165.2137931],0
p1,1,0.140932,2.16775,[  5 112] ; [ 27 294],[  8.54794521 108.45205479] ; [ 23.45205479 297.54794521],0
p3,1,0.144113,2.133479,[55 61] ; [177 143],[61.72477064 54.27522936] ; [170.27522936 149.72477064],0
u4,1,0.14666,2.106655,[  1 116] ; [ 11 312],[  3.19090909 113.80909091] ; [  8.80909091 314.19090909],0
r2,1,0.154186,2.030337,[105   9] ; [304  14],[107.93055556   6.06944444] ; [301.06944444  16.93055556],0
s7,1,0.193465,1.691029,[54 58] ; [170 137],[59.87589499 52.12410501] ; [164.12410501 142.87589499],0
p8,1,0.195895,1.672719,[57 58] ; [176 135],[62.89906103 52.10093897] ; [170.10093897 140.89906103],0
b5,1,0.252073,1.311776,[65 52] ; [199 124],[70.2 46.8] ; [193.8 129.2],0
n2,1,0.261238,1.262183,[22  5] ; [42 18],[19.86206897  7.13793103] ; [44.13793103 15.86206897],0
p2,1,0.261859,1.258904,[93 23] ; [271  49],[96.8440367 19.1559633] ; [267.1559633  52.8440367],0
p10,1,0.265397,1.240386,[90 23] ; [267  50],[93.81627907 19.18372093] ; [263.18372093  53.81627907],0
n6,1,0.290818,1.115832,[94 20] ; [276  43],[97.41339492 16.58660508] ; [272.58660508  46.41339492],0
a1,1,0.319604,0.990566,[ 10 107] ; [ 19 304],[  7.71136364 109.28863636] ; [ 21.28863636 301.71136364],0
r1,1,0.330582,0.946616,[95 22] ; [273  48],[98.30136986 18.69863014] ; [269.69863014  51.30136986],0
v4,1,0.347215,0.883611,[107   8] ; [306  15],[108.93348624   6.06651376] ; [304.06651376  16.93348624],0
v1,1,0.364561,0.822119,[71 43] ; [211 104],[74.93706294 39.06293706] ; [207.06293706 107.93706294],0
n1,1,0.401954,0.702472,[ 7 20] ; [21 39],[ 8.68965517 18.31034483] ; [19.31034483 40.68965517],0
r3,1,0.43894,0.599051,[113   2] ; [311  10],[111.83486239   3.16513761] ; [312.16513761   8.83486239],0
u3,1,0.439572,0.5974,[21 18] ; [34 21],[22.81914894 16.18085106] ; [32.18085106 22.81914894],0
n5,1,0.446165,0.580375,[82 32] ; [241  78],[85.03926097 28.96073903] ; [237.96073903  81.03926097],0
s1,1,0.450159,0.570252,[  4 110] ; [  7 310],[  2.90951276 111.09048724] ; [  8.09048724 308.90951276],0
