Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.72012,[116 199] ; [44 18],[133.68700265 181.31299735] ; [26.31299735 35.68700265],1
s3,1,0.000838,11.155814,[150 164] ; [44 18],[162.0106383 151.9893617] ; [31.9893617 30.0106383],1
s5,1,0.000885,11.05318,[ 70 237] ; [25 32],[ 80.12362637 226.87637363] ; [14.87637363 42.12362637],1
s6,1,0.000909,11.004733,[158 154] ; [45 16],[169.80160858 142.19839142] ; [33.19839142 27.80160858],1
s7,1,0.001073,10.696548,[102 202] ; [34 27],[113.27123288 190.72876712] ; [22.72876712 38.27123288],0
n4,1,0.001869,9.673563,[224  92] ; [32 31],[213.44591029 102.55408971] ; [42.55408971 20.44591029],0
a2,1,0.007767,7.086404,[ 65 252] ; [ 4 59],[ 57.56052632 259.43947368] ; [11.43947368 51.56052632],0
n5,1,0.014354,5.994074,[211 104] ; [32 31],[202.5 112.5] ; [40.5 22.5],0
r1,1,0.027392,4.865934,[246  69] ; [41 22],[239.16666667  75.83333333] ; [47.83333333 15.16666667],0
p10,1,0.049997,3.841569,[212 101] ; [49 12],[218.43048128  94.56951872] ; [42.56951872 18.43048128],0
p9,1,0.057794,3.599582,[227  82] ; [51  9],[232.79674797  76.20325203] ; [45.20325203 14.79674797],0
u3,1,0.088458,2.902206,[50 52] ; [17  8],[53.81102362 48.18897638] ; [13.18897638 11.81102362],0
b2,1,0.091699,2.844295,[ 67 110] ; [ 6 22],[ 63.02926829 113.97073171] ; [ 9.97073171 18.02926829],0
b3,1,0.091699,2.844295,[ 67 110] ; [ 6 22],[ 63.02926829 113.97073171] ; [ 9.97073171 18.02926829],0
a4,1,0.099461,2.714164,[130 185] ; [19 44],[124.16666667 190.83333333] ; [24.83333333 38.16666667],0
d1,1,0.128623,2.30905,[159 158] ; [25 38],[153.49473684 163.50526316] ; [30.50526316 32.49473684],0
a6,1,0.13402,2.245313,[211 104] ; [36 27],[205.83333333 109.16666667] ; [41.16666667 21.83333333],0
d2,1,0.137366,2.207217,[136 177] ; [21 42],[130.69414894 182.30585106] ; [26.30585106 36.69414894],0
d3,1,0.144161,2.132973,[182 133] ; [42 20],[187.16180371 127.83819629] ; [36.83819629 25.16180371],0
b4,1,0.165458,1.923621,[186 131] ; [31 32],[181.02368421 135.97631579] ; [35.97631579 27.02368421],0
a1,1,0.173588,1.851685,[ 18 299] ; [ 1 62],[ 15.85 301.15] ; [ 3.15 59.85],0
b1,1,0.195289,1.677259,[123 194] ; [19 44],[118.45789474 198.54210526] ; [23.54210526 39.45789474],0
a8,1,0.195586,1.675035,[ 39 258] ; [ 4 53],[ 36.07627119 260.92372881] ; [ 6.92372881 50.07627119],0
a3,1,0.208687,1.580512,[215  99] ; [38 25],[210.72148541 103.27851459] ; [42.27851459 20.72148541],0
n3,1,0.219809,1.505619,[61 33] ; [18  5],[63.47008547 30.52991453] ; [15.52991453  7.47008547],0
s8,1,0.241567,1.371429,[101 214] ; [25 38],[105. 210.] ; [21. 42.],0
p2,1,0.250183,1.322281,[223  92] ; [40 23],[219.16666667  95.83333333] ; [43.83333333 19.16666667],0
p8,1,0.283097,1.15216,[105 206] ; [16 44],[101.43126685 209.56873315] ; [19.56873315 40.43126685],0
p1,1,0.287647,1.130602,[ 21 293] ; [ 2 61],[ 19.15649867 294.84350133] ; [ 3.84350133 59.15649867],0
d5,1,0.299099,1.078209,[239  77] ; [43 19],[235.74603175  80.25396825] ; [46.25396825 15.74603175],0
p11,1,0.305564,1.049752,[222  95] ; [40 23],[218.56315789  98.43684211] ; [43.43684211 19.56315789],0
a5,1,0.37067,0.801417,[205 112] ; [37 26],[201.87894737 115.12105263] ; [40.12105263 22.87894737],0
d4,1,0.387151,0.747872,[245  69] ; [46 17],[242.37135279  71.62864721] ; [48.62864721 14.37135279],0
r3,1,0.404189,0.695829,[285  31] ; [58  4],[286.74074074  29.25925926] ; [56.25925926  5.74074074],0
v3,1,0.423076,0.641754,[109 194] ; [19 43],[106.25753425 196.74246575] ; [21.74246575 40.25753425],0
v4,1,0.437705,0.602292,[291  24] ; [59  3],[292.4403183  22.5596817] ; [57.5596817  4.4403183],0
a7,1,0.46092,0.543659,[214 102] ; [39 23],[211.5026455 104.4973545] ; [41.4973545 20.5026455],0
p3,1,0.492115,0.471898,[ 78 238] ; [13 50],[ 75.87335092 240.12664908] ; [15.12664908 47.87335092],0
p6,1,0.540785,0.374086,[ 56 255] ; [ 9 52],[ 54.34139785 256.65860215] ; [10.65860215 50.34139785],0
n2,1,0.552259,0.353286,[70 27] ; [18  5],[71.13333333 25.86666667] ; [16.86666667  6.13333333],0
p7,1,0.571645,0.319937,[141 163] ; [25 34],[139.01928375 164.98071625] ; [26.98071625 32.01928375],0
u1,1,0.576733,0.311546,[ 38 279] ; [ 6 57],[ 36.70526316 280.29473684] ; [ 7.29473684 55.70526316],0
v1,1,0.639894,0.218881,[137 171] ; [26 37],[135.32075472 172.67924528] ; [27.67924528 35.32075472],0
