Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.00025,13.411262,[42 16] ; [10 21],[33.88764045 24.11235955] ; [18.11235955 12.88764045],1
p1,1,0.001047,10.742067,[ 1 57] ; [ 7 24],[ 5.21348315 52.78651685] ; [ 2.78651685 28.21348315],0
v4,1,0.009818,6.667615,[57  1] ; [26  5],[54.08988764  3.91011236] ; [28.91011236  2.08988764],0
d3,1,0.033609,4.514473,[46 12] ; [18 13],[41.70786517 16.29213483] ; [22.29213483  8.70786517],0
d2,1,0.035171,4.43684,[22 36] ; [19 12],[26.71910112 31.28089888] ; [14.28089888 16.71910112],0
p9,1,0.035215,4.434715,[48  9] ; [20 11],[44.04545455 12.95454545] ; [23.95454545  7.04545455],0
a6,1,0.037953,4.307121,[41 17] ; [15 16],[36.49438202 21.50561798] ; [19.50561798 11.49438202],0
d4,1,0.053468,3.729235,[48 10] ; [20 11],[44.31460674 13.68539326] ; [23.68539326  7.31460674],0
u1,1,0.055612,3.663651,[10 48] ; [ 1 30],[ 7.16853933 50.83146067] ; [ 3.83146067 27.16853933],0
s2,1,0.055813,3.657635,[41 17] ; [15 15],[36.90909091 21.09090909] ; [19.09090909 10.90909091],0
n3,1,0.056468,3.638194,[15  1] ; [10  5],[12.90322581  3.09677419] ; [12.09677419  2.90322581],0
v2,1,0.064328,3.422122,[25 31] ; [ 7 22],[21.08235294 34.91764706] ; [10.91764706 18.08235294],0
a2,1,0.078798,3.08952,[12 46] ; [ 2 29],[ 9.12359551 48.87640449] ; [ 4.87640449 26.12359551],0
s1,1,0.081183,3.041062,[ 2 56] ; [ 4 26],[ 3.95454545 54.04545455] ; [ 2.04545455 27.95454545],0
p12,1,0.090102,2.872558,[ 2 56] ; [ 4 27],[ 3.91011236 54.08988764] ; [ 2.08988764 28.91011236],0
p3,1,0.090447,2.866396,[21 37] ; [17 14],[24.76404494 33.23595506] ; [13.23595506 17.76404494],0
p7,1,0.110068,2.553238,[28 28] ; [21 10],[31.54022989 24.45977011] ; [17.45977011 13.54022989],0
s3,1,0.122119,2.389938,[44 14] ; [18 12],[40.86363636 17.13636364] ; [21.13636364  8.86363636],0
u3,1,0.140547,2.17196,[15  6] ; [6 7],[12.97058824  8.02941176] ; [8.02941176 4.97058824],0
r2,1,0.160117,1.973122,[53  4] ; [25  5],[51.10344828  5.89655172] ; [26.89655172  3.10344828],0
p10,1,0.185586,1.752312,[45 13] ; [20 11],[42.35955056 15.64044944] ; [22.64044944  8.35955056],0
d5,1,0.209069,1.577861,[43 15] ; [19 12],[40.40449438 17.59550562] ; [21.59550562  9.40449438],0
u2,1,0.217444,1.521162,[10 11] ; [9 4],[11.73529412  9.26470588] ; [7.26470588 5.73529412],0
p8,1,0.238982,1.38659,[22 35] ; [16 15],[24.61363636 32.38636364] ; [13.38636364 17.61363636],0
p5,1,0.239052,1.386176,[ 1 57] ; [ 2 29],[ 1.95505618 56.04494382] ; [ 1.04494382 29.95505618],0
p6,1,0.248448,1.332012,[19 39] ; [14 17],[21.50561798 36.49438202] ; [11.49438202 19.50561798],0
r3,1,0.248997,1.328925,[51  6] ; [25  6],[49.22727273  7.77272727] ; [26.77272727  4.22727273],0
n6,1,0.278354,1.17511,[47 11] ; [22  9],[44.96629213 13.03370787] ; [24.03370787  6.96629213],0
s8,1,0.318309,0.995882,[25 33] ; [10 21],[22.80898876 35.19101124] ; [12.19101124 18.80898876],0
n5,1,0.318309,0.995882,[33 25] ; [21 10],[35.19101124 22.80898876] ; [18.80898876 12.19101124],0
r1,1,0.367382,0.812502,[41 17] ; [19 12],[39.1011236 18.8988764] ; [20.8988764 10.1011236],0
n4,1,0.394141,0.726129,[32 26] ; [20 11],[33.88764045 24.11235955] ; [18.11235955 12.88764045],0
s6,1,0.396379,0.719285,[46 12] ; [26  4],[47.45454545 10.54545455] ; [24.54545455  5.45454545],0
a5,1,0.398799,0.711945,[34 24] ; [21 10],[35.84269663 22.15730337] ; [19.15730337 11.84269663],0
s5,1,0.464552,0.534906,[22 31] ; [14 14],[23.55555556 29.44444444] ; [12.44444444 15.55555556],0
p2,1,0.490445,0.475551,[45 13] ; [22  9],[43.66292135 14.33707865] ; [23.33707865  7.66292135],0
b1,1,0.57451,0.315194,[19 39] ; [12 19],[20.20224719 37.79775281] ; [10.79775281 20.20224719],0
a3,1,0.596162,0.280823,[37 21] ; [18 13],[35.84269663 22.15730337] ; [19.15730337 11.84269663],0
b4,1,0.596162,0.280823,[37 21] ; [18 13],[35.84269663 22.15730337] ; [19.15730337 11.84269663],0
n2,1,0.609473,0.260943,[12  4] ; [10  5],[11.35483871  4.64516129] ; [10.64516129  4.35483871],0
a1,1,0.648824,0.207386,[ 1 57] ; [ 1 30],[ 1.30337079 56.69662921] ; [ 0.69662921 30.30337079],0
r4,1,0.719489,0.128983,[45 13] ; [23  8],[44.31460674 13.68539326] ; [23.68539326  7.31460674],0
b2,1,0.750984,0.100706,[ 5 22] ; [ 3 17],[ 4.59574468 22.40425532] ; [ 3.40425532 16.59574468],0
b3,1,0.750984,0.100706,[ 5 22] ; [ 3 17],[ 4.59574468 22.40425532] ; [ 3.40425532 16.59574468],0
n1,1,0.778746,0.078935,[ 5 11] ; [ 4 11],[ 4.64516129 11.35483871] ; [ 4.35483871 10.64516129],0
d1,1,0.779153,0.078637,[30 28] ; [17 14],[30.62921348 27.37078652] ; [16.37078652 14.62921348],0
s7,1,0.809508,0.05811,[33 24] ; [16 13],[32.47674419 24.52325581] ; [16.52325581 12.47674419],0
p11,1,0.924756,0.00892,[38 20] ; [20 11],[37.79775281 20.20224719] ; [20.20224719 10.79775281],0
a4,1,0.946007,0.004586,[21 37] ; [11 20],[20.85393258 37.14606742] ; [11.14606742 19.85393258],0
p4,1,0.992017,0.0001,[30 28] ; [16 15],[29.97752809 28.02247191] ; [16.02247191 14.97752809],0
v3,1,1.0,0.0,[14 44] ; [ 7 22],[14. 44.] ; [ 7. 22.],0
