Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,7.7e-05,15.638051,[10 58] ; [7 3],[14.82051282 53.17948718] ; [2.17948718 7.82051282],1
s6,1,0.014846,5.93467,[25 48] ; [8 3],[28.67857143 44.32142857] ; [4.32142857 6.67857143],0
v3,1,0.033139,4.538608,[19 52] ; [6 4],[21.91358025 49.08641975] ; [3.08641975 6.91358025],0
s5,1,0.060059,3.535741,[10 63] ; [4 7],[12.16666667 60.83333333] ; [1.83333333 9.16666667],0
r3,1,0.063441,3.445063,[45 27] ; [10  1],[47.71084337 24.28915663] ; [7.28915663 3.71084337],0
p10,1,0.06374,3.437287,[10 62] ; [4 7],[12.14457831 59.85542169] ; [1.85542169 9.14457831],0
b3,1,0.077673,3.112941,[19 26] ; [1 8],[16.66666667 28.33333333] ; [3.33333333 5.66666667],0
b2,1,0.077673,3.112941,[19 26] ; [1 8],[16.66666667 28.33333333] ; [3.33333333 5.66666667],0
s2,1,0.092841,2.824408,[16 57] ; [5 6],[18.25 54.75] ; [2.75 8.25],0
r1,1,0.136095,2.221563,[42 30] ; [9 2],[44.24096386 27.75903614] ; [6.75903614 4.24096386],0
d5,1,0.144595,2.128365,[43 30] ; [9 2],[45.19047619 27.80952381] ; [6.80952381 4.19047619],0
v4,1,0.210709,1.566549,[45 27] ; [9 2],[46.84337349 25.15662651] ; [7.15662651 3.84337349],0
u1,1,0.294017,1.101134,[ 6 67] ; [2 9],[ 6.95238095 66.04761905] ; [1.04761905 9.95238095],0
n6,1,0.304575,1.054053,[40 31] ; [8 3],[41.56097561 29.43902439] ; [6.43902439 4.56097561],0
n4,1,0.32149,0.982874,[41 31] ; [8 3],[42.5060241 29.4939759] ; [6.4939759 4.5060241],0
a3,1,0.32149,0.982874,[41 31] ; [8 3],[42.5060241 29.4939759] ; [6.4939759 4.5060241],0
p11,1,0.41339,0.66903,[24 49] ; [5 6],[25.20238095 47.79761905] ; [3.79761905 7.20238095],0
p5,1,0.477563,0.504423,[ 3 69] ; [ 1 10],[ 3.46987952 68.53012048] ; [ 0.53012048 10.46987952],0
v2,1,0.511625,0.430743,[25 46] ; [5 6],[25.97560976 45.02439024] ; [4.02439024 6.97560976],0
d3,1,0.525856,0.402393,[34 39] ; [4 7],[33.02380952 39.97619048] ; [4.97619048 6.02380952],0
a5,1,0.581861,0.303236,[40 33] ; [7 4],[40.8452381 32.1547619] ; [6.1547619 4.8452381],0
s1,1,0.586826,0.295329,[11 61] ; [ 1 10],[10.40963855 61.59036145] ; [1.59036145 9.40963855],0
n5,1,0.614485,0.253695,[40 32] ; [7 4],[40.77108434 31.22891566] ; [6.22891566 4.77108434],0
b4,1,0.64062,0.217933,[41 32] ; [7 4],[41.71428571 31.28571429] ; [6.28571429 4.71428571],0
a7,1,0.650742,0.204965,[38 34] ; [5 6],[37.30120482 34.69879518] ; [5.69879518 5.30120482],0
p4,1,0.673426,0.177621,[17 54] ; [2 9],[16.45121951 54.54878049] ; [2.54878049 8.45121951],0
a2,1,0.692016,0.156912,[10 63] ; [2 9],[10.42857143 62.57142857] ; [1.57142857 9.42857143],0
a6,1,0.746369,0.104608,[36 37] ; [6 5],[36.5 36.5] ; [5.5 5.5],0
d2,1,0.778831,0.078872,[36 36] ; [6 5],[36.43373494 35.56626506] ; [5.56626506 5.43373494],0
d1,1,0.784585,0.07472,[30 43] ; [5 6],[30.41666667 42.58333333] ; [4.58333333 6.41666667],0
p3,1,0.791412,0.069948,[17 55] ; [3 8],[17.34939759 54.65060241] ; [2.65060241 8.34939759],0
a8,1,0.829218,0.046529,[ 5 64] ; [ 1 10],[ 5.175 63.825] ; [ 0.825 10.175],0
s3,1,0.843059,0.039197,[24 48] ; [4 7],[24.28915663 47.71084337] ; [3.71084337 7.28915663],0
a1,1,0.85187,0.034869,[ 8 65] ; [ 1 10],[ 7.82142857 65.17857143] ; [1.17857143 9.82142857],0
v1,1,0.85187,0.034869,[18 55] ; [3 8],[18.25 54.75] ; [2.75 8.25],0
b5,1,0.87746,0.023774,[35 38] ; [5 6],[34.76190476 38.23809524] ; [5.23809524 5.76190476],0
p8,1,0.900533,0.015622,[12 60] ; [2 9],[12.14457831 59.85542169] ; [1.85542169 9.14457831],0
p7,1,0.91269,0.012022,[18 52] ; [3 8],[18.14814815 51.85185185] ; [2.85185185 8.14814815],0
d4,1,0.918536,0.010461,[52 21] ; [8 3],[52.14285714 20.85714286] ; [7.85714286 3.14285714],0
a4,1,0.942151,0.005266,[27 45] ; [4 7],[26.89156627 45.10843373] ; [4.10843373 6.89156627],0
p6,1,0.94363,0.005,[ 6 65] ; [ 1 10],[ 6.06097561 64.93902439] ; [ 0.93902439 10.06097561],0
