Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,8e-06,19.85104,[ 2 12] ; [54 17],[9.22352941 4.77647059] ; [46.77647059 24.22352941],1
r4,1,4.3e-05,16.746938,[9 5] ; [69  2],[12.84705882  1.15294118] ; [65.15294118  5.84705882],1
s2,1,4.9e-05,16.496764,[ 2 12] ; [51 20],[8.72941176 5.27058824] ; [44.27058824 26.72941176],1
s7,1,0.000369,12.681362,[5 9] ; [54 12],[10.325  3.675] ; [48.675 17.325],1
n4,1,0.002341,9.261066,[9 5] ; [66  5],[12.35294118  1.64705882] ; [62.64705882  8.35294118],0
r3,1,0.006832,7.316713,[11  3] ; [69  2],[13.17647059  0.82352941] ; [66.82352941  4.17647059],0
s8,1,0.013004,6.168603,[5 9] ; [50 21],[9.05882353 4.94117647] ; [45.94117647 25.05882353],0
p6,1,0.028502,4.797431,[5 8] ; [49 21],[8.45783133 4.54216867] ; [45.54216867 24.45783133],0
n5,1,0.049437,3.860461,[11  3] ; [67  4],[12.84705882  1.15294118] ; [65.15294118  5.84705882],0
r1,1,0.10776,2.586771,[9 5] ; [59 12],[11.2  2.8] ; [56.8 14.2],0
v4,1,0.143705,2.137827,[12  2] ; [68  3],[13.17647059  0.82352941] ; [66.82352941  4.17647059],0
u1,1,0.188202,1.73164,[ 1 13] ; [16 55],[ 2.8 11.2] ; [14.2 56.8],0
s5,1,0.208517,1.581691,[7 7] ; [46 22],[9.04878049 4.95121951] ; [43.95121951 24.04878049],0
n6,1,0.209463,1.575131,[11  2] ; [67  4],[12.07142857  0.92857143] ; [65.92857143  5.07142857],0
n1,1,0.256839,1.285714,[1 3] ; [8 6],[2. 2.] ; [7. 7.],0
v2,1,0.285556,1.140454,[10  3] ; [43 27],[8.30120482 4.69879518] ; [44.69879518 25.30120482],0
a6,1,0.294386,1.099454,[10  4] ; [40 31],[8.23529412 5.76470588] ; [41.76470588 29.23529412],0
b2,1,0.318608,0.994652,[7 4] ; [24 27],[5.5 5.5] ; [25.5 25.5],0
b3,1,0.318608,0.994652,[7 4] ; [24 27],[5.5 5.5] ; [25.5 25.5],0
b4,1,0.35489,0.855893,[6 8] ; [40 31],[7.57647059 6.42352941] ; [38.42352941 32.57647059],0
p8,1,0.380335,0.769618,[10  4] ; [58 13],[11.2  2.8] ; [56.8 14.2],0
v1,1,0.455026,0.558102,[11  3] ; [48 22],[9.83333333 4.16666667] ; [49.16666667 20.83333333],0
v3,1,0.470794,0.520111,[9 4] ; [41 29],[7.8313253 5.1686747] ; [42.1686747 27.8313253],0
p12,1,0.473196,0.514504,[ 3 11] ; [22 49],[4.11764706 9.88235294] ; [20.88235294 50.11764706],0
d4,1,0.485332,0.486858,[11  3] ; [61 10],[11.85882353  2.14117647] ; [60.14117647 10.85882353],0
p3,1,0.485332,0.486858,[11  3] ; [61 10],[11.85882353  2.14117647] ; [60.14117647 10.85882353],0
a8,1,0.488287,0.480298,[ 1 12] ; [10 57],[ 1.7875 11.2125] ; [ 9.2125 57.7875],0
r2,1,0.494375,0.46699,[12  2] ; [65  6],[12.68235294  1.31764706] ; [64.31764706  6.68235294],0
b5,1,0.518717,0.416443,[5 9] ; [32 39],[6.09411765 7.90588235] ; [30.90588235 40.09411765],0
b1,1,0.526348,0.401436,[7 7] ; [29 42],[5.92941176 8.07058824] ; [30.07058824 40.92941176],0
a5,1,0.535879,0.383232,[11  3] ; [50 21],[10.04705882  3.95294118] ; [50.95294118 20.04705882],0
d5,1,0.558647,0.342052,[12  2] ; [56 15],[11.2  2.8] ; [56.8 14.2],0
d1,1,0.564667,0.331687,[10  4] ; [45 26],[9.05882353 4.94117647] ; [45.94117647 25.05882353],0
d3,1,0.648791,0.207428,[9 5] ; [50 21],[9.71764706 4.28235294] ; [49.28235294 21.71764706],0
a7,1,0.648791,0.207428,[9 5] ; [50 21],[9.71764706 4.28235294] ; [49.28235294 21.71764706],0
d2,1,0.659478,0.194158,[8 6] ; [36 35],[7.24705882 6.75294118] ; [36.75294118 34.24705882],0
a2,1,0.684668,0.164918,[ 3 11] ; [12 59],[ 2.47058824 11.52941176] ; [12.52941176 58.47058824],0
p10,1,0.750395,0.1012,[13  1] ; [64  7],[12.68235294  1.31764706] ; [64.31764706  6.68235294],0
p7,1,0.793428,0.068571,[12  2] ; [58 12],[11.66666667  2.33333333] ; [58.33333333 11.66666667],0
p9,1,0.826401,0.048101,[13  1] ; [67  4],[13.17647059  0.82352941] ; [66.82352941  4.17647059],0
n2,1,0.888153,0.01978,[3 1] ; [10  4],[2.88888889 1.11111111] ; [10.11111111  3.88888889],0
p2,1,0.927526,0.008273,[12  1] ; [65  6],[11.91666667  1.08333333] ; [65.08333333  5.91666667],0
a3,1,0.927623,0.008251,[11  3] ; [55 16],[10.87058824  3.12941176] ; [55.12941176 15.87058824],0
p1,1,0.939814,0.005701,[ 4 10] ; [21 50],[4.11764706 9.88235294] ; [20.88235294 50.11764706],0
a4,1,0.966678,0.001745,[6 8] ; [30 41],[5.92941176 8.07058824] ; [30.07058824 40.92941176],0
s1,1,0.989283,0.00018,[ 1 13] ; [ 5 66],[ 0.98823529 13.01176471] ; [ 5.01176471 65.98823529],0
n3,1,1.0,0.0,[2 2] ; [7 7],[2. 2.] ; [7. 7.],0
