Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,9e-06,19.811999,[73 25] ; [17 30],[60.82758621 37.17241379] ; [29.17241379 17.82758621],1
d5,1,0.001268,10.389189,[75 24] ; [23 24],[66.45205479 32.54794521] ; [31.54794521 15.45205479],0
a6,1,0.005788,7.615155,[62 37] ; [18 29],[54.24657534 44.75342466] ; [25.75342466 21.24657534],0
n5,1,0.00737,7.180622,[27 72] ; [23 23],[34.13793103 64.86206897] ; [15.86206897 30.13793103],0
p10,1,0.009117,6.799826,[66 32] ; [21 26],[58.8 39.2] ; [28.2 18.8],0
d1,1,0.015736,5.832128,[46 53] ; [12 35],[39.32876712 59.67123288] ; [18.67123288 28.32876712],0
v2,1,0.018344,5.562951,[48 48] ; [13 32],[41.53191489 54.46808511] ; [19.46808511 25.53191489],0
r3,1,0.04108,4.172707,[87 12] ; [35 12],[82.7260274 16.2739726] ; [39.2739726  7.7260274],0
p8,1,0.049676,3.852371,[46 52] ; [14 33],[40.55172414 57.44827586] ; [19.44827586 27.55172414],0
b1,1,0.05373,3.721074,[34 65] ; [24 23],[39.32876712 59.67123288] ; [18.67123288 28.32876712],0
p9,1,0.057361,3.612084,[71 27] ; [26 20],[66.01388889 31.98611111] ; [30.98611111 15.01388889],0
r1,1,0.067155,3.351233,[70 29] ; [26 21],[65.09589041 33.90410959] ; [30.90410959 16.09589041],0
a2,1,0.073996,3.192068,[14 85] ; [ 2 45],[10.84931507 88.15068493] ; [ 5.15068493 41.84931507],0
p2,1,0.090501,2.865441,[72 26] ; [28 19],[67.5862069 30.4137931] ; [32.4137931 14.5862069],0
v3,1,0.097332,2.748733,[27 68] ; [ 7 38],[23.07142857 71.92857143] ; [10.92857143 34.07142857],0
p3,1,0.100003,2.705496,[34 64] ; [10 37],[29.73793103 68.26206897] ; [14.26206897 32.73793103],0
s6,1,0.108757,2.572186,[39 59] ; [12 34],[34.70833333 63.29166667] ; [16.29166667 29.70833333],0
d4,1,0.109452,2.562121,[77 22] ; [30 16],[73.05517241 25.94482759] ; [33.94482759 12.05517241],0
n2,1,0.110571,2.546039,[18 17] ; [16  6],[20.87719298 14.12280702] ; [13.12280702  8.87719298],0
v4,1,0.121709,2.395189,[88 10] ; [37  9],[85.06944444 12.93055556] ; [39.93055556  6.06944444],0
r4,1,0.13404,2.245084,[75 24] ; [30 17],[71.19863014 27.80136986] ; [33.80136986 13.19863014],0
u1,1,0.162306,1.952613,[ 8 91] ; [ 1 46],[ 6.10273973 92.89726027] ; [ 2.89726027 44.10273973],0
b2,1,0.165187,1.92609,[12 39] ; [ 8 12],[14.36619718 36.63380282] ; [ 5.63380282 14.36619718],0
b3,1,0.165187,1.92609,[12 39] ; [ 8 12],[14.36619718 36.63380282] ; [ 5.63380282 14.36619718],0
s7,1,0.202528,1.624053,[22 74] ; [ 6 38],[19.2 76.8] ; [ 8.8 35.2],0
s3,1,0.212705,1.55292,[18 79] ; [13 34],[20.88194444 76.11805556] ; [10.11805556 36.88194444],0
a5,1,0.219122,1.510112,[55 44] ; [21 26],[51.53424658 47.46575342] ; [24.46575342 22.53424658],0
a3,1,0.338454,0.91628,[60 39] ; [24 22],[57.35172414 41.64827586] ; [26.64827586 19.35172414],0
p1,1,0.347215,0.883611,[ 3 95] ; [ 3 44],[ 4.05517241 93.94482759] ; [ 1.94482759 45.05517241],0
p4,1,0.367932,0.810637,[40 59] ; [15 31],[37.55172414 61.44827586] ; [17.44827586 28.55172414],0
s5,1,0.37374,0.791193,[14 85] ; [ 9 36],[15.8125 83.1875] ; [ 7.1875 37.8125],0
r2,1,0.467059,0.528924,[82 16] ; [37 10],[80.42758621 17.57241379] ; [38.57241379  8.42758621],0
p7,1,0.474667,0.511091,[47 51] ; [25 21],[49. 49.] ; [23. 23.],0
