Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,34.451772,[92 15] ; [ 6 16],[81.28682171 25.71317829] ; [16.71317829  5.28682171],1
a5,1,1.4e-05,18.807684,[81 27] ; [ 6 16],[72.27692308 35.72307692] ; [14.72307692  7.27692308],1
a6,1,0.002362,9.244481,[76 32] ; [ 8 14],[69.78461538 38.21538462] ; [14.21538462  7.78461538],0
n4,1,0.002426,9.195897,[87 21] ; [11 11],[81.41538462 26.58461538] ; [16.58461538  5.41538462],0
n6,1,0.00277,8.953168,[96 12] ; [14  8],[91.38461538 16.61538462] ; [18.61538462  3.38461538],0
p4,1,0.005234,7.796784,[85 23] ; [11 11],[79.75384615 28.24615385] ; [16.24615385  5.75384615],0
a3,1,0.008026,7.027684,[80 28] ; [10 12],[74.76923077 33.23076923] ; [15.23076923  6.76923077],0
r2,1,0.011636,6.365477,[101   4] ; [18  4],[98.38582677  6.61417323] ; [20.61417323  1.38582677],0
n5,1,0.015205,5.892566,[81 26] ; [11 11],[76.31007752 30.68992248] ; [15.68992248  6.31007752],0
p2,1,0.019072,5.494898,[98 10] ; [16  6],[94.70769231 13.29230769] ; [19.29230769  2.70769231],0
p3,1,0.02307,5.163197,[72 36] ; [ 9 13],[67.29230769 40.70769231] ; [13.70769231  8.29230769],0
s5,1,0.024615,5.050757,[42 59] ; [ 3 17],[37.56198347 63.43801653] ; [ 7.43801653 12.56198347],0
s6,1,0.033407,4.524791,[76 28] ; [11 11],[71.80952381 32.19047619] ; [15.19047619  6.80952381],0
d5,1,0.033817,4.503955,[82 25] ; [12 10],[77.96899225 29.03100775] ; [16.03100775  5.96899225],0
a2,1,0.039581,4.235765,[26 82] ; [ 1 21],[22.43076923 85.56923077] ; [ 4.56923077 17.43076923],0
a4,1,0.051292,3.798701,[54 54] ; [ 6 16],[49.84615385 58.15384615] ; [10.15384615 11.84615385],0
p11,1,0.08403,2.985188,[83 25] ; [13  9],[79.75384615 28.24615385] ; [16.24615385  5.75384615],0
s8,1,0.093566,2.811922,[50 57] ; [ 6 16],[46.4496124 60.5503876] ; [ 9.5503876 12.4496124],0
s7,1,0.105169,2.625348,[62 42] ; [ 8 12],[58.70967742 45.29032258] ; [11.29032258  8.70967742],0
b1,1,0.113875,2.49961,[44 64] ; [13  9],[47.35384615 60.64615385] ; [ 9.64615385 12.35384615],0
p5,1,0.122114,2.389998,[19 89] ; [ 1 21],[16.61538462 91.38461538] ; [ 3.38461538 18.61538462],0
