Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.005862,7.592165,[165  70] ; [79 14],[174.81707317  60.18292683] ; [69.18292683 23.81707317],0
a5,1,0.007861,7.064948,[138  98] ; [69 24],[148.48632219  87.51367781] ; [58.51367781 34.48632219],0
r1,1,0.012492,6.239685,[148  88] ; [71 21],[157.57317073  78.42682927] ; [61.42682927 30.57317073],0
r3,1,0.021504,5.285445,[197  38] ; [86  6],[203.37920489  31.62079511] ; [79.62079511 12.37920489],0
n3,1,0.03761,4.322565,[50 34] ; [22  5],[54.48648649 29.51351351] ; [17.51351351  9.48648649],0
n2,1,0.047344,3.933105,[48 37] ; [21  6],[52.36607143 32.63392857] ; [16.63392857 10.36607143],0
d4,1,0.059077,3.563111,[172  64] ; [77 16],[178.61398176  57.38601824] ; [70.38601824 22.61398176],0
u1,1,0.059485,3.551695,[ 23 213] ; [16 77],[ 27.97568389 208.02431611] ; [11.02431611 81.97568389],0
s6,1,0.075949,3.149518,[119 112] ; [58 35],[126.19444444 104.80555556] ; [50.80555556 42.19444444],0
a7,1,0.084306,2.979863,[151  84] ; [69 24],[157.62195122  77.37804878] ; [62.37804878 30.62195122],0
s2,1,0.100573,2.696439,[ 88 147] ; [44 49],[ 94.57317073 140.42682927] ; [37.42682927 55.57317073],0
n5,1,0.101347,2.684217,[154  80] ; [51 40],[147.6  86.4] ; [57.4 33.6],0
r2,1,0.123196,2.376208,[196  35] ; [84  8],[200.24767802  30.75232198] ; [79.75232198 12.24767802],0
p7,1,0.127285,2.325305,[117 113] ; [56 37],[123.18885449 106.81114551] ; [49.81114551 43.18885449],0
a3,1,0.14221,2.153879,[136  99] ; [62 31],[141.8597561  93.1402439] ; [56.1402439 36.8597561],0
r4,1,0.149276,2.07963,[178  58] ; [77 16],[182.91793313  53.08206687] ; [72.08206687 20.91793313],0
p1,1,0.184106,1.764164,[ 20 214] ; [ 4 89],[ 17.17431193 216.82568807] ; [ 6.82568807 86.17431193],0
b5,1,0.191309,1.707509,[138  98] ; [47 46],[132.70516717 103.29483283] ; [52.29483283 40.70516717],0
p6,1,0.199775,1.64402,[ 72 162] ; [22 71],[ 67.26605505 166.73394495] ; [26.73394495 66.26605505],0
p10,1,0.219047,1.510601,[152  82] ; [67 26],[156.71559633  77.28440367] ; [62.28440367 30.71559633],0
d3,1,0.262553,1.255246,[143  91] ; [63 30],[147.41284404  86.58715596] ; [58.58715596 34.41284404],0
p5,1,0.273106,1.201078,[ 18 217] ; [ 4 89],[ 15.76219512 219.23780488] ; [ 6.23780488 86.76219512],0
b1,1,0.273127,1.200975,[ 96 140] ; [44 49],[100.42553191 135.57446809] ; [39.57446809 53.42553191],0
p11,1,0.287462,1.131471,[161  75] ; [69 24],[164.98480243  71.01519757] ; [65.01519757 27.98480243],0
u3,1,0.317695,0.998414,[48 50] ; [12 19],[45.58139535 52.41860465] ; [14.41860465 16.58139535],0
a6,1,0.318618,0.99461,[146  90] ; [63 30],[149.92097264  86.07902736] ; [59.07902736 33.92097264],0
s7,1,0.326206,0.963902,[ 82 144] ; [38 52],[ 85.82278481 140.17721519] ; [34.17721519 55.82278481],0
s5,1,0.327593,0.958388,[ 55 177] ; [25 61],[ 58.36477987 173.63522013] ; [21.63522013 64.36477987],0
s3,1,0.335699,0.926787,[112 122] ; [50 43],[115.9266055 118.0733945] ; [46.0733945 46.9266055],0
d1,1,0.336602,0.923332,[113 123] ; [50 43],[116.92401216 119.07598784] ; [46.07598784 46.92401216],0
u2,1,0.336963,0.921953,[51 48] ; [12 17],[48.7265625 50.2734375] ; [14.2734375 14.7265625],0
d2,1,0.410534,0.677253,[ 99 135] ; [44 49],[102.33027523 131.66972477] ; [40.66972477 52.33027523],0
v4,1,0.452926,0.563319,[203  33] ; [82 10],[205.06097561  30.93902439] ; [79.93902439 12.06097561],0
p9,1,0.464497,0.535037,[162  69] ; [69 24],[164.69444444  66.30555556] ; [66.30555556 26.69444444],0
b4,1,0.478493,0.502295,[132 104] ; [48 45],[129.11854103 106.88145897] ; [50.88145897 42.11854103],0
p2,1,0.487052,0.483032,[178  57] ; [67 26],[175.53353659  59.46646341] ; [69.46646341 23.53353659],0
p4,1,0.518541,0.416794,[112 123] ; [48 45],[114.63414634 120.36585366] ; [45.36585366 47.63414634],0
s8,1,0.524754,0.404539,[ 65 170] ; [29 64],[ 67.34756098 167.65243902] ; [26.65243902 66.34756098],0
a4,1,0.537885,0.379474,[ 92 143] ; [33 60],[ 89.55792683 145.44207317] ; [35.44207317 57.55792683],0
p12,1,0.551677,0.354321,[  8 227] ; [ 2 91],[  7.16463415 227.83536585] ; [ 2.83536585 90.16463415],0
n4,1,0.616535,0.250767,[153  83] ; [63 30],[154.94224924  81.05775076] ; [61.05775076 31.94224924],0
a2,1,0.633555,0.227271,[ 38 198] ; [17 76],[ 39.45288754 196.54711246] ; [15.54711246 77.45288754],0
a1,1,0.655601,0.198912,[ 10 226] ; [ 5 88],[ 10.75987842 225.24012158] ; [ 4.24012158 88.75987842],0
