Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,53.278404,[380  10] ; [72 22],[364.21487603  25.78512397] ; [87.78512397  6.21487603],1
p11,1,0.0,43.847851,[325  66] ; [48 46],[300.70721649  90.29278351] ; [72.29278351 21.70721649],1
p9,1,0.0,42.041614,[327  59] ; [49 42],[304.26834382  81.73165618] ; [71.73165618 19.26834382],1
r4,1,0.0,41.413137,[357  34] ; [62 32],[337.79175258  53.20824742] ; [81.20824742 12.79175258],1
p10,1,0.0,40.80593,[314  72] ; [46 47],[290.10438413  95.89561587] ; [69.89561587 23.10438413],1
p7,1,0.0,37.954966,[249 137] ; [26 64],[223.00420168 162.99579832] ; [51.99579832 38.00420168],1
p8,1,0.0,37.149587,[208 176] ; [18 76],[181.55648536 202.44351464] ; [44.44351464 49.55648536],1
v4,1,0.0,32.943317,[376  14] ; [75 19],[363.40909091  26.59090909] ; [87.59090909  6.40909091],1
p4,1,0.0,32.096832,[240 150] ; [27 66],[215.59006211 174.40993789] ; [51.40993789 41.59006211],1
p6,1,1.3e-05,19.010067,[131 255] ; [10 82],[113.86192469 272.13807531] ; [27.13807531 64.86192469],1
v1,1,5.5e-05,16.251943,[200 181] ; [26 64],[182.81528662 198.18471338] ; [43.18471338 46.81528662],1
p3,1,0.000251,13.406334,[191 199] ; [26 67],[175.2173913 214.7826087] ; [41.7826087 51.2173913],1
r1,1,0.000278,13.212383,[319  70] ; [61 33],[306.04554865  82.95445135] ; [73.95445135 20.04554865],1
n6,1,0.000869,11.088667,[324  66] ; [63 30],[312.48447205  77.51552795] ; [74.51552795 18.48447205],1
r2,1,0.002744,8.970531,[366  21] ; [77 13],[359.41509434  27.58490566] ; [83.58490566  6.41509434],0
b1,1,0.00349,8.531708,[136 255] ; [48 46],[148.33814433 242.66185567] ; [35.66185567 58.33814433],0
s6,1,0.007948,7.045178,[232 156] ; [42 52],[220.56431535 167.43568465] ; [53.43568465 40.56431535],0
s1,1,0.013054,6.161796,[  7 381] ; [ 6 87],[ 10.48648649 377.51351351] ; [ 2.51351351 90.48648649],0
n4,1,0.01863,5.535935,[307  84] ; [63 31],[298.28865979  92.71134021] ; [71.71134021 22.28865979],0
n5,1,0.019769,5.432199,[290  98] ; [59 35],[280.93775934 107.06224066] ; [68.06224066 25.93775934],0
a1,1,0.026551,4.91978,[ 13 378] ; [ 8 86],[ 16.92989691 374.07010309] ; [ 4.07010309 89.92989691],0
d3,1,0.026886,4.898094,[293  97] ; [60 34],[284.44214876 105.55785124] ; [68.55785124 25.44214876],0
u4,1,0.026905,4.89689,[  6 385] ; [ 5 89],[  8.86804124 382.13195876] ; [ 2.13195876 91.86804124],0
d2,1,0.030973,4.654437,[191 200] ; [57 36],[200.34710744 190.65289256] ; [47.65289256 45.34710744],0
a7,1,0.04195,4.137219,[308  82] ; [65 29],[300.55785124  89.44214876] ; [72.44214876 21.55785124],0
p12,1,0.060649,3.519536,[ 22 367] ; [ 1 93],[ 18.52380952 370.47619048] ; [ 4.47619048 89.52380952],0
a6,1,0.072889,3.216724,[286 105] ; [60 34],[278.94020619 112.05979381] ; [67.05979381 26.94020619],0
v2,1,0.101414,2.683172,[215 160] ; [43 47],[208.06451613 166.93548387] ; [49.93548387 40.06451613],0
a5,1,0.106583,2.604172,[294  97] ; [63 31],[287.80824742 103.19175258] ; [69.19175258 24.80824742],0
n3,1,0.110612,2.545455,[62 24] ; [20 15],[58.28099174 27.71900826] ; [23.71900826 11.28099174],0
n1,1,0.12009,2.416146,[24 61] ; [15 20],[27.625 57.375] ; [11.375 23.625],0
a8,1,0.127318,2.324908,[ 49 304] ; [ 7 82],[ 44.7239819 308.2760181] ; [11.2760181 77.7239819],0
a4,1,0.147538,2.097527,[173 217] ; [49 44],[179.25465839 210.74534161] ; [42.74534161 50.25465839],0
s3,1,0.207929,1.585787,[182 205] ; [37 56],[176.56875 210.43125] ; [42.43125 50.56875],0
u3,1,0.281121,1.161665,[64 53] ; [16  8],[66.38297872 50.61702128] ; [13.61702128 10.38297872],0
n2,1,0.282599,1.154548,[56 29] ; [20 16],[53.38842975 31.61157025] ; [22.61157025 13.38842975],0
s8,1,0.317862,0.997724,[146 244] ; [30 64],[141.81818182 248.18181818] ; [34.18181818 59.81818182],0
u2,1,0.331805,0.94184,[66 52] ; [16  8],[68.14084507 49.85915493] ; [13.85915493 10.14084507],0
s2,1,0.33495,0.929665,[153 235] ; [32 62],[148.92116183 239.07883817] ; [36.07883817 57.92116183],0
a3,1,0.366493,0.815519,[272 118] ; [70 24],[275.5785124 114.4214876] ; [66.4214876 27.5785124],0
d1,1,0.407901,0.684911,[257 134] ; [66 28],[260.39793814 130.60206186] ; [62.60206186 31.39793814],0
b4,1,0.462869,0.538947,[225 166] ; [58 36],[228.15051546 162.84948454] ; [54.84948454 39.15051546],0
u1,1,0.55949,0.340588,[ 65 326] ; [18 76],[ 66.91340206 324.08659794] ; [16.08659794 77.91340206],0
v3,1,0.565838,0.329696,[141 233] ; [31 59],[138.63793103 235.36206897] ; [33.36206897 56.63793103],0
p1,1,0.592721,0.286116,[ 22 368] ; [ 4 90],[ 20.95041322 369.04958678] ; [ 5.04958678 88.95041322],0
b3,1,0.622326,0.242612,[ 75 151] ; [23 40],[ 76.6366782 149.3633218] ; [21.3633218 41.6366782],0
b2,1,0.622326,0.242612,[ 75 151] ; [23 40],[ 76.6366782 149.3633218] ; [21.3633218 41.6366782],0
s7,1,0.6817,0.168218,[150 222] ; [33 54],[148.31372549 223.68627451] ; [34.68627451 52.31372549],0
a2,1,0.682795,0.166997,[ 92 299] ; [24 70],[ 93.51752577 297.48247423] ; [22.48247423 71.51752577],0
p5,1,0.756911,0.095815,[ 20 370] ; [ 4 88],[ 19.41908714 370.58091286] ; [ 4.58091286 87.41908714],0
d4,1,0.786002,0.073715,[337  54] ; [80 14],[336.17938144  54.82061856] ; [80.82061856 13.17938144],0
b5,1,0.831869,0.045073,[250 141] ; [59 35],[249.11134021 141.88865979] ; [59.88865979 34.11134021],0
s4,1,0.999408,1e-06,[ 46 343] ; [11 82],[ 46.00207469 342.99792531] ; [10.99792531 82.00207469],0
