Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.002956,8.834303,[ 4 48] ; [10 20],[ 8.87804878 43.12195122] ; [ 5.12195122 24.87804878],0
d4,1,0.010367,6.570707,[34 19] ; [27  3],[38.95180723 14.04819277] ; [22.04819277  7.95180723],0
r3,1,0.013346,6.122631,[30 23] ; [25  5],[35.12048193 17.87951807] ; [19.87951807 10.12048193],0
s6,1,0.066375,3.370474,[17 35] ; [16 14],[20.92682927 31.07317073] ; [12.07317073 17.92682927],0
d5,1,0.067577,3.340913,[30 23] ; [23  7],[33.84337349 19.15662651] ; [19.15662651 10.84337349],0
p4,1,0.080306,3.058707,[ 9 43] ; [10 19],[12.19753086 39.80246914] ; [ 6.80246914 22.19753086],0
a4,1,0.081431,3.036103,[24 28] ; [ 8 22],[20.29268293 31.70731707] ; [11.70731707 18.29268293],0
v4,1,0.095204,2.7841,[31 22] ; [23  7],[34.48192771 18.51807229] ; [19.51807229 10.48192771],0
d2,1,0.12263,2.383407,[30 22] ; [12 18],[26.63414634 25.36585366] ; [15.36585366 14.63414634],0
v3,1,0.126031,2.34072,[13 39] ; [12 17],[16.04938272 35.95061728] ; [ 8.95061728 20.04938272],0
a2,1,0.128882,2.305923,[10 43] ; [ 2 28],[ 7.6626506 45.3373494] ; [ 4.3373494 25.6626506],0
s1,1,0.128882,2.305923,[10 43] ; [ 2 28],[ 7.6626506 45.3373494] ; [ 4.3373494 25.6626506],0
p11,1,0.164079,1.936226,[15 38] ; [13 17],[17.87951807 35.12048193] ; [10.12048193 19.87951807],0
n5,1,0.168357,1.89751,[33 20] ; [14 16],[30.01204819 22.98795181] ; [16.98795181 13.01204819],0
s7,1,0.180564,1.792972,[ 8 39] ; [ 9 21],[10.37662338 36.62337662] ; [ 6.62337662 23.37662338],0
s3,1,0.182686,1.775638,[15 37] ; [13 17],[17.75609756 34.24390244] ; [10.24390244 19.75609756],0
v1,1,0.205376,1.603725,[11 42] ; [10 20],[13.40963855 39.59036145] ; [ 7.59036145 22.40963855],0
u1,1,0.208384,1.58262,[ 6 47] ; [ 1 29],[ 4.46987952 48.53012048] ; [ 2.53012048 27.46987952],0
p8,1,0.252492,1.309465,[ 7 45] ; [ 7 23],[ 8.87804878 43.12195122] ; [ 5.12195122 24.87804878],0
a7,1,0.261079,1.263028,[25 28] ; [18 12],[27.45783133 25.54216867] ; [15.54216867 14.45783133],0
p7,1,0.268531,1.224238,[12 40] ; [10 19],[14.12345679 37.87654321] ; [ 7.87654321 21.12345679],0
u2,1,0.319137,0.992481,[ 8 14] ; [6 5],[ 9.33333333 12.66666667] ; [4.66666667 6.33333333],0
s4,1,0.357187,0.847761,[ 7 46] ; [ 2 28],[ 5.74698795 47.25301205] ; [ 3.25301205 26.74698795],0
a1,1,0.357187,0.847761,[ 7 46] ; [ 2 28],[ 5.74698795 47.25301205] ; [ 3.25301205 26.74698795],0
