Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.001485,10.097086,[38 10] ; [17 20],[31.05882353 16.94117647] ; [23.94117647 13.05882353],0
p6,1,0.003797,8.378415,[37 14] ; [16 22],[30.37078652 20.62921348] ; [22.62921348 15.37078652],0
p7,1,0.024109,5.086797,[44  6] ; [26 12],[39.77272727 10.22727273] ; [30.22727273  7.77272727],0
r4,1,0.024821,5.036355,[49  2] ; [31  7],[45.84269663  5.15730337] ; [34.15730337  3.84269663],0
s6,1,0.027004,4.890583,[48  2] ; [31  7],[44.88636364  5.11363636] ; [34.11363636  3.88636364],0
p5,1,0.043325,4.082675,[ 8 43] ; [ 1 37],[ 5.15730337 45.84269663] ; [ 3.84269663 34.15730337],0
d2,1,0.053327,3.733629,[32 19] ; [16 22],[27.50561798 23.49438202] ; [20.49438202 17.50561798],0
s2,1,0.05416,3.707761,[40 11] ; [22 15],[35.93181818 15.06818182] ; [26.06818182 10.93181818],0
v3,1,0.064544,3.416601,[19 31] ; [ 7 29],[15.11627907 34.88372093] ; [10.88372093 25.11627907],0
p9,1,0.07524,3.164838,[46  5] ; [29  9],[42.97752809  8.02247191] ; [32.02247191  5.97752809],0
a4,1,0.080805,3.048641,[31 20] ; [16 22],[26.93258427 24.06741573] ; [20.06741573 17.93258427],0
d1,1,0.105566,2.619375,[39 12] ; [23 15],[35.52808989 15.47191011] ; [26.47191011 11.52808989],0
r2,1,0.109357,2.563483,[49  2] ; [33  5],[46.98876404  4.01123596] ; [35.01123596  2.98876404],0
a7,1,0.143905,2.135701,[33 18] ; [30  8],[36.1011236 14.8988764] ; [26.8988764 11.1011236],0
v1,1,0.148616,2.086404,[30 21] ; [16 21],[26.65909091 24.34090909] ; [19.34090909 17.65909091],0
a6,1,0.202869,1.621597,[31 20] ; [28 10],[33.80898876 17.19101124] ; [25.19101124 12.80898876],0
n1,1,0.203737,1.615385,[ 4 10] ; [4 3],[5.33333333 8.66666667] ; [2.66666667 4.33333333],0
d4,1,0.233886,1.417072,[45  6] ; [30  8],[42.97752809  8.02247191] ; [32.02247191  5.97752809],0
d5,1,0.240333,1.378639,[47  4] ; [32  6],[45.26966292  5.73033708] ; [33.73033708  4.26966292],0
a3,1,0.28595,1.138591,[40 11] ; [26 12],[37.82022472 13.17977528] ; [28.17977528  9.82022472],0
b2,1,0.290058,1.119351,[ 8 22] ; [ 3 18],[ 6.47058824 23.52941176] ; [ 4.52941176 16.47058824],0
b3,1,0.290058,1.119351,[ 8 22] ; [ 3 18],[ 6.47058824 23.52941176] ; [ 4.52941176 16.47058824],0
p12,1,0.290912,1.115398,[ 4 47] ; [ 1 37],[ 2.86516854 48.13483146] ; [ 2.13483146 35.86516854],0
b4,1,0.32058,0.98658,[36 15] ; [23 15],[33.80898876 17.19101124] ; [25.19101124 12.80898876],0
p11,1,0.320997,0.984882,[37 14] ; [31  7],[38.96629213 12.03370787] ; [29.03370787  8.96629213],0
a5,1,0.323549,0.974548,[42  9] ; [28 10],[40.11235955 10.88764045] ; [29.88764045  8.11235955],0
d3,1,0.342406,0.901401,[43  8] ; [29  9],[41.25842697  9.74157303] ; [30.74157303  7.25842697],0
r1,1,0.36105,0.834238,[44  7] ; [30  8],[42.40449438  8.59550562] ; [31.59550562  6.40449438],0
p1,1,0.388932,0.742277,[ 7 44] ; [ 3 35],[ 5.73033708 45.26966292] ; [ 4.26966292 33.73033708],0
s8,1,0.407826,0.685129,[30 21] ; [19 19],[28.07865169 22.92134831] ; [20.92134831 17.07865169],0
v4,1,0.420725,0.648289,[49  2] ; [35  3],[48.13483146  2.86516854] ; [35.86516854  2.13483146],0
n5,1,0.429345,0.624595,[38 13] ; [31  7],[39.53932584 11.46067416] ; [29.46067416  8.53932584],0
v2,1,0.43038,0.621798,[25 26] ; [15 22],[23.18181818 27.81818182] ; [16.81818182 20.18181818],0
r3,1,0.434357,0.611145,[48  2] ; [35  3],[47.15909091  2.84090909] ; [35.84090909  2.15909091],0
b5,1,0.434396,0.611042,[28 23] ; [24 14],[29.79775281 21.20224719] ; [22.20224719 15.79775281],0
b1,1,0.441818,0.591557,[20 31] ; [18 20],[21.7752809 29.2247191] ; [16.2247191 21.7752809],0
p10,1,0.547296,0.362184,[44  7] ; [31  7],[42.97752809  8.02247191] ; [32.02247191  5.97752809],0
n6,1,0.548059,0.360807,[45  6] ; [31  6],[44.04545455  6.95454545] ; [31.95454545  5.04545455],0
u1,1,0.625763,0.237851,[13 38] ; [ 8 30],[12.03370787 38.96629213] ; [ 8.96629213 29.03370787],0
p2,1,0.650122,0.205746,[44  7] ; [34  4],[44.69662921  6.30337079] ; [33.30337079  4.69662921],0
s3,1,0.659352,0.194312,[38 13] ; [26 11],[37.09090909 13.90909091] ; [26.90909091 10.09090909],0
p8,1,0.662349,0.190683,[34 17] ; [23 14],[33.03409091 17.96590909] ; [23.96590909 13.03409091],0
n2,1,0.71714,0.13125,[11  3] ; [5 2],[10.66666667  3.33333333] ; [5.33333333 1.66666667],0
n4,1,0.747872,0.103328,[36 15] ; [28 10],[36.6741573 14.3258427] ; [27.3258427 10.6741573],0
a2,1,0.747872,0.103328,[15 36] ; [10 28],[14.3258427 36.6741573] ; [10.6741573 27.3258427],0
u2,1,0.827435,0.047521,[5 6] ; [6 6],[5.26086957 5.73913043] ; [5.73913043 6.26086957],0
u3,1,0.878854,0.023232,[7 4] ; [8 4],[7.17391304 3.82608696] ; [7.82608696 4.17391304],0
s1,1,0.900144,0.015745,[ 3 48] ; [ 2 36],[ 2.86516854 48.13483146] ; [ 2.13483146 35.86516854],0
p3,1,0.904986,0.014248,[37 14] ; [28 10],[37.24719101 13.75280899] ; [27.75280899 10.24719101],0
