Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,28.878877,[107  17] ; [92 70],[86.27972028 37.72027972] ; [112.72027972  49.27972028],1
p8,1,0.0,26.86009,[94 30] ; [75 90],[72.51211073 51.48788927] ; [96.48788927 68.51211073],1
p4,1,0.0,26.724762,[103  22] ; [88 77],[82.32758621 42.67241379] ; [108.67241379  56.32758621],1
p5,1,5.7e-05,16.200733,[36 90] ; [ 17 149],[ 22.86986301 103.13013699] ; [ 30.13013699 135.86986301],1
s7,1,0.000134,14.586129,[88 30] ; [81 75],[72.7810219 45.2189781] ; [96.2189781 59.7810219],1
p9,1,0.000183,13.996351,[118   7] ; [130  35],[106.89655172  18.10344828] ; [141.10344828  23.89655172],1
p3,1,0.000487,12.164449,[90 35] ; [86 80],[75.60137457 49.39862543] ; [100.39862543  65.60137457],1
p12,1,0.002142,9.423656,[ 25 100] ; [ 13 154],[ 16.26712329 108.73287671] ; [ 21.73287671 145.26712329],0
p2,1,0.019237,5.479826,[113  13] ; [132  34],[105.71917808  20.28082192] ; [139.28082192  26.71917808],0
s8,1,0.023038,5.165651,[79 45] ; [83 82],[69.50865052 54.49134948] ; [92.49134948 72.50865052],0
v1,1,0.025023,5.022261,[94 31] ; [103  61],[85.20761246 39.79238754] ; [111.79238754  52.20761246],0
p10,1,0.029231,4.753977,[113  12] ; [134  31],[106.46551724  18.53448276] ; [140.53448276  24.46551724],0
s5,1,0.066335,3.371449,[52 66] ; [ 55 110],[44.61484099 73.38515901] ; [ 62.38515901 102.61484099],0
s6,1,0.141747,2.158894,[90 32] ; [107  56],[84.32982456 37.67017544] ; [112.67017544  50.32982456],0
b2,1,0.167046,1.909254,[38 43] ; [43 73],[33.30456853 47.69543147] ; [47.69543147 68.30456853],0
b3,1,0.167046,1.909254,[38 43] ; [43 73],[33.30456853 47.69543147] ; [47.69543147 68.30456853],0
p1,1,0.198772,1.651378,[ 20 106] ; [ 18 149],[ 16.34129693 109.65870307] ; [ 21.65870307 145.34129693],0
b4,1,0.200421,1.639303,[81 45] ; [95 72],[75.68600683 50.31399317] ; [100.31399317  66.68600683],0
r4,1,0.204685,1.608629,[119   7] ; [151  16],[116.10921502   9.89078498] ; [153.89078498  13.10921502],0
u1,1,0.210119,1.570609,[31 95] ; [ 31 136],[26.66211604 99.33788396] ; [ 35.33788396 131.66211604],0
n2,1,0.230046,1.440579,[11  5] ; [26  5],[12.59574468  3.40425532] ; [24.40425532  6.59574468],0
r1,1,0.241087,1.374226,[103  23] ; [144  22],[106.58219178  19.41780822] ; [140.41780822  25.58219178],0
n1,1,0.241126,1.373999,[9 6] ; [12 17],[7.15909091 7.84090909] ; [13.84090909 15.15909091],0
a1,1,0.242064,1.368536,[ 14 112] ; [ 12 155],[ 11.18088737 114.81911263] ; [ 14.81911263 152.18088737],0
u4,1,0.258739,1.275493,[  5 121] ; [  3 164],[  3.44027304 122.55972696] ; [  4.55972696 162.44027304],0
u2,1,0.26417,1.246771,[16 10] ; [19 21],[13.78787879 12.21212121] ; [21.21212121 18.78787879],0
a3,1,0.292618,1.107535,[100  24] ; [126  41],[96.3024055 27.6975945] ; [129.6975945  37.3024055],0
d3,1,0.344009,0.895433,[91 34] ; [113  54],[87.32876712 37.67123288] ; [116.67123288  50.32876712],0
n5,1,0.403406,0.698151,[116  10] ; [148  18],[113.91780822  12.08219178] ; [150.08219178  15.91780822],0
u3,1,0.407822,0.685141,[16 10] ; [21 20],[14.35820896 11.64179104] ; [22.64179104 18.35820896],0
n6,1,0.462453,0.539951,[116   9] ; [150  16],[114.26116838  10.73883162] ; [151.73883162  14.26116838],0
v2,1,0.471328,0.518861,[99 26] ; [124  40],[96.4532872 28.5467128] ; [126.5467128  37.4532872],0
r2,1,0.485165,0.487232,[121   4] ; [157   8],[119.82758621   5.17241379] ; [158.17241379   6.82758621],0
r3,1,0.491657,0.472899,[121   4] ; [158   8],[119.84536082   5.15463918] ; [159.15463918   6.84536082],0
v4,1,0.491657,0.472899,[121   4] ; [158   8],[119.84536082   5.15463918] ; [159.15463918   6.84536082],0
p11,1,0.582803,0.301726,[105  21] ; [135  32],[103.20819113  22.79180887] ; [136.79180887  30.20819113],0
a6,1,0.621973,0.243105,[82 42] ; [115  52],[83.94501718 40.05498282] ; [113.05498282  53.94501718],0
a8,1,0.635189,0.22509,[17 93] ; [ 26 121],[18.40466926 91.59533074] ; [ 24.59533074 122.40466926],0
n3,1,0.654088,0.200785,[12  4] ; [25  6],[12.59574468  3.40425532] ; [24.40425532  6.59574468],0
s2,1,0.695208,0.153505,[73 52] ; [92 72],[71.36678201 53.63321799] ; [93.63321799 70.36678201],0
s3,1,0.716313,0.132053,[74 49] ; [94 68],[72.50526316 50.49473684] ; [95.49473684 66.50526316],0
d2,1,0.72975,0.119342,[69 56] ; [95 71],[70.4467354 54.5532646] ; [93.5532646 72.4467354],0
a4,1,0.735147,0.114438,[62 64] ; [85 81],[63.43150685 62.56849315] ; [83.56849315 82.43150685],0
d5,1,0.754075,0.098139,[103  21] ; [141  26],[103.97250859  20.02749141] ; [140.02749141  26.97250859],0
d4,1,0.76306,0.090881,[104  20] ; [137  29],[103.04827586  20.95172414] ; [137.95172414  28.04827586],0
s4,1,0.792939,0.068904,[ 14 111] ; [ 17 149],[ 13.3161512 111.6838488] ; [ 17.6838488 148.3161512],0
d1,1,0.830631,0.04575,[83 43] ; [108  59],[82.13651877 43.86348123] ; [108.86348123  58.13651877],0
b1,1,0.91153,0.012345,[52 74] ; [70 97],[52.46416382 73.53583618] ; [69.53583618 97.46416382],0
a2,1,0.915052,0.011378,[34 92] ; [ 46 121],[34.40273038 91.59726962] ; [ 45.59726962 121.40273038],0
a5,1,0.922237,0.009529,[99 27] ; [132  35],[99.33788396 26.66211604] ; [131.66211604  35.33788396],0
b5,1,0.924313,0.009025,[74 52] ; [99 68],[74.39590444 51.60409556] ; [98.60409556 68.39590444],0
s1,1,0.948922,0.004104,[  4 121] ; [  5 158],[  3.90625 121.09375] ; [  5.09375 157.90625],0
a7,1,0.959015,0.002641,[87 38] ; [116  50],[87.19931271 37.80068729] ; [115.80068729  50.19931271],0
