Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,44.160182,[ 4 78] ; [19 12],[16.69026549 65.30973451] ; [ 6.30973451 24.69026549],1
d4,1,0.001636,9.918464,[48 33] ; [28  3],[54.96428571 26.03571429] ; [21.03571429  9.96428571],0
s2,1,0.002145,9.421487,[16 66] ; [15 16],[22.49557522 59.50442478] ; [ 8.50442478 22.49557522],0
p11,1,0.002789,8.940818,[35 47] ; [23  8],[42.08849558 39.91150442] ; [15.91150442 15.08849558],0
p10,1,0.002997,8.809592,[35 43] ; [23  7],[41.88888889 36.11111111] ; [16.11111111 13.88888889],0
s3,1,0.003242,8.665932,[21 58] ; [17 13],[27.5412844 51.4587156] ; [10.4587156 19.5412844],0
n4,1,0.007544,7.138746,[43 38] ; [25  6],[49.17857143 31.82142857] ; [18.82142857 12.17857143],0
s6,1,0.008703,6.882763,[22 60] ; [16 14],[27.82142857 54.17857143] ; [10.17857143 19.82142857],0
a3,1,0.008715,6.880362,[40 40] ; [24  7],[46.12612613 33.87387387] ; [17.87387387 13.12612613],0
p9,1,0.008741,6.875,[42 38] ; [24  6],[48. 32.] ; [18. 12.],0
v2,1,0.019271,5.476756,[24 54] ; [17 14],[29.33944954 48.66055046] ; [11.66055046 19.33944954],0
n5,1,0.021192,5.310955,[44 36] ; [23  6],[49.17431193 30.82568807] ; [17.82568807 11.17431193],0
d5,1,0.021382,5.295365,[47 35] ; [25  6],[52.24778761 29.75221239] ; [19.75221239 11.24778761],0
a5,1,0.025919,4.961393,[39 43] ; [22  9],[44.26548673 37.73451327] ; [16.73451327 14.26548673],0
p6,1,0.031538,4.623411,[ 8 70] ; [ 8 22],[11.55555556 66.44444444] ; [ 4.44444444 25.55555556],0
r3,1,0.032569,4.568285,[40 39] ; [22  8],[44.93577982 34.06422018] ; [17.06422018 12.93577982],0
d1,1,0.03306,4.542673,[27 55] ; [17 14],[31.92920354 50.07079646] ; [12.07079646 18.92920354],0
v1,1,0.040239,4.207792,[27 54] ; [15 12],[31.5 49.5] ; [10.5 16.5],0
p5,1,0.040491,4.197178,[ 5 74] ; [ 6 25],[ 7.9 71.1] ; [ 3.1 27.9],0
v3,1,0.041723,4.146399,[16 64] ; [12 19],[20.18018018 59.81981982] ; [ 7.81981982 23.18018018],0
u3,1,0.078071,3.104617,[10 31] ; [4 3],[11.95833333 29.04166667] ; [2.04166667 4.95833333],0
n6,1,0.081276,3.039191,[42 38] ; [20  8],[45.92592593 34.07407407] ; [16.07407407 11.92592593],0
p2,1,0.092988,2.821873,[39 39] ; [21 10],[42.93577982 35.06422018] ; [17.06422018 13.93577982],0
n2,1,0.094736,2.791996,[19 16] ; [14  4],[21.79245283 13.20754717] ; [11.20754717  6.79245283],0
s5,1,0.097969,2.738303,[11 71] ; [ 8 22],[13.91071429 68.08928571] ; [ 5.08928571 24.91071429],0
d2,1,0.139127,2.187584,[29 51] ; [16 15],[32.43243243 47.56756757] ; [12.56756757 18.43243243],0
p1,1,0.146783,2.105369,[10 71] ; [ 1 30],[ 7.95535714 73.04464286] ; [ 3.04464286 27.95535714],0
r1,1,0.149663,2.07568,[21 60] ; [12 18],[24.08108108 56.91891892] ; [ 8.91891892 21.08108108],0
v4,1,0.17798,1.814412,[45 34] ; [20  8],[47.99065421 31.00934579] ; [17.00934579 10.99065421],0
a4,1,0.215407,1.534706,[24 57] ; [13 18],[26.75892857 54.24107143] ; [10.24107143 20.75892857],0
b2,1,0.225608,1.468341,[14 31] ; [11 13],[16.30434783 28.69565217] ; [ 8.69565217 15.30434783],0
b3,1,0.225608,1.468341,[14 31] ; [11 13],[16.30434783 28.69565217] ; [ 8.69565217 15.30434783],0
p4,1,0.231396,1.432258,[24 56] ; [13 18],[26.66666667 53.33333333] ; [10.33333333 20.66666667],0
a2,1,0.242466,1.366202,[ 7 75] ; [ 5 26],[ 8.7079646 73.2920354] ; [ 3.2920354 27.7079646],0
p8,1,0.269357,1.220018,[20 60] ; [11 20],[22.34234234 57.65765766] ; [ 8.65765766 22.34234234],0
u2,1,0.287087,1.13323,[16 25] ; [1 5],[14.82978723 26.17021277] ; [2.17021277 3.82978723],0
p7,1,0.291436,1.112978,[25 52] ; [13 17],[27.34579439 49.65420561] ; [10.65420561 19.34579439],0
p12,1,0.291998,1.110384,[ 2 79] ; [ 2 28],[ 2.91891892 78.08108108] ; [ 1.08108108 28.91891892],0
a1,1,0.300655,1.071288,[11 71] ; [ 2 29],[ 9.43362832 72.56637168] ; [ 3.56637168 27.43362832],0
n3,1,0.375144,0.786555,[19 16] ; [ 7 10],[17.5 17.5] ; [8.5 8.5],0
n1,1,0.469948,0.522097,[12 23] ; [ 8 10],[13.20754717 21.79245283] ; [ 6.79245283 11.20754717],0
p3,1,0.493362,0.469186,[18 61] ; [ 9 22],[19.39090909 59.60909091] ; [ 7.60909091 23.39090909],0
a8,1,0.548073,0.360781,[ 5 71] ; [ 3 27],[ 5.73584906 70.26415094] ; [ 2.26415094 27.73584906],0
