Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,4e-05,16.861273,[ 2 16] ; [48 26],[9.7826087 8.2173913] ; [40.2173913 33.7826087],1
d4,1,4.5e-05,16.636533,[ 8 10] ; [65  9],[14.2826087  3.7173913] ; [58.7173913 15.2826087],1
a4,1,0.000347,12.797404,[ 2 16] ; [43 31],[8.80434783 9.19565217] ; [36.19565217 37.80434783],1
b4,1,0.004295,8.154494,[ 5 13] ; [48 26],[10.36956522  7.63043478] ; [42.63043478 31.36956522],0
a3,1,0.007039,7.263055,[9 9] ; [59 14],[13.45054945  4.54945055] ; [54.54945055 18.45054945],0
s6,1,0.009689,6.691229,[11  7] ; [62  9],[14.76404494  3.23595506] ; [58.23595506 12.76404494],0
a7,1,0.015211,5.89186,[9 9] ; [58 16],[13.10869565  4.89130435] ; [53.89130435 20.10869565],0
a2,1,0.017058,5.69039,[ 1 17] ; [25 49],[ 5.08695652 12.91304348] ; [20.91304348 53.08695652],0
r2,1,0.020211,5.393613,[15  3] ; [71  2],[17.01098901  0.98901099] ; [68.98901099  4.01098901],0
d3,1,0.022375,5.216405,[9 9] ; [57 17],[12.91304348  5.08695652] ; [53.08695652 20.91304348],0
r4,1,0.038486,4.283433,[13  5] ; [67  7],[15.65217391  2.34782609] ; [64.34782609  9.65217391],0
p3,1,0.04252,4.114391,[ 4 14] ; [36 38],[ 7.82608696 10.17391304] ; [32.17391304 41.82608696],0
r3,1,0.050371,3.829062,[14  4] ; [68  5],[16.21978022  1.78021978] ; [65.78021978  7.21978022],0
v4,1,0.051933,3.777917,[15  3] ; [71  3],[16.82608696  1.17391304] ; [69.17391304  4.82608696],0
s8,1,0.068334,3.3226,[ 8 10] ; [50 24],[11.34782609  6.65217391] ; [46.65217391 27.34782609],0
a6,1,0.087943,2.911633,[ 8 10] ; [49 25],[11.15217391  6.84782609] ; [45.84782609 28.15217391],0
a5,1,0.116799,2.459725,[10  8] ; [55 19],[12.7173913  5.2826087] ; [52.2826087 21.7173913],0
r1,1,0.149324,2.079144,[13  5] ; [63 10],[15.03296703  2.96703297] ; [60.96703297 12.03296703],0
n5,1,0.167546,1.904762,[15  3] ; [48 24],[12.6  5.4] ; [50.4 21.6],0
v2,1,0.169636,1.886161,[ 7 11] ; [41 31],[9.6 8.4] ; [38.4 33.6],0
s3,1,0.188245,1.731301,[10  8] ; [53 21],[12.32608696  5.67391304] ; [50.67391304 23.32608696],0
s1,1,0.202271,1.625902,[ 3 15] ; [ 5 66],[ 1.61797753 16.38202247] ; [ 6.38202247 64.61797753],0
v3,1,0.2087,1.580419,[ 4 14] ; [27 44],[ 6.26966292 11.73033708] ; [24.73033708 46.26966292],0
a8,1,0.210406,1.568627,[ 4 12] ; [ 8 56],[ 2.4 13.6] ; [ 9.6 54.4],0
n3,1,0.229421,1.444444,[4 5] ; [20 10],[5.53846154 3.46153846] ; [18.46153846 11.53846154],0
u2,1,0.264589,1.244589,[6 3] ; [6 8],[4.69565217 4.30434783] ; [7.30434783 6.69565217],0
s5,1,0.277243,1.180556,[ 6 11] ; [34 34],[8. 9.] ; [32. 36.],0
n6,1,0.294425,1.099277,[12  5] ; [59 13],[13.56179775  3.43820225] ; [57.43820225 14.56179775],0
p10,1,0.318172,0.996446,[10  8] ; [49 23],[11.8  6.2] ; [47.2 24.8],0
p9,1,0.356356,0.850694,[13  5] ; [59 13],[14.4  3.6] ; [57.6 14.4],0
