Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000484,12.176519,[17 75] ; [12 10],[23.40350877 68.59649123] ; [ 5.59649123 16.40350877],1
s2,1,0.001032,10.769265,[22 71] ; [14 10],[28.61538462 64.38461538] ; [ 7.38461538 16.61538462],0
s6,1,0.002466,9.165421,[38 56] ; [18  6],[44.61016949 49.38983051] ; [11.38983051 12.61016949],0
p10,1,0.011879,6.328807,[46 45] ; [19  5],[51.43478261 39.56521739] ; [13.56521739 10.43478261],0
d4,1,0.039004,4.260674,[56 38] ; [19  4],[60.25641026 33.74358974] ; [14.74358974  8.25641026],0
p3,1,0.040544,4.194981,[17 77] ; [ 9 15],[20.71186441 73.28813559] ; [ 5.28813559 18.71186441],0
d3,1,0.044375,4.042246,[45 49] ; [17  7],[49.38983051 44.61016949] ; [12.61016949 11.38983051],0
u3,1,0.047377,3.931943,[26 30] ; [10  3],[29.2173913 26.7826087] ; [6.7826087 6.2173913],0
s8,1,0.09943,2.71467,[20 74] ; [ 9 15],[23.10169492 70.89830508] ; [ 5.89830508 18.10169492],0
p9,1,0.133258,2.254135,[56 35] ; [18  5],[59.07017544 31.92982456] ; [14.92982456  8.07017544],0
u1,1,0.13377,2.248196,[ 2 92] ; [ 2 22],[ 3.18644068 90.81355932] ; [ 0.81355932 23.18644068],0
p5,1,0.13377,2.248196,[ 2 92] ; [ 2 22],[ 3.18644068 90.81355932] ; [ 0.81355932 23.18644068],0
d1,1,0.13582,2.224684,[28 66] ; [11 13],[31.06779661 62.93220339] ; [ 7.93220339 16.06779661],0
s4,1,0.136804,2.213546,[12 82] ; [ 6 18],[14.33898305 79.66101695] ; [ 3.66101695 20.33898305],0
p4,1,0.149104,2.081395,[25 69] ; [10 14],[27.88135593 66.11864407] ; [ 7.11864407 16.88135593],0
r4,1,0.15398,2.032373,[60 34] ; [19  5],[62.93220339 31.06779661] ; [16.06779661  7.93220339],0
p8,1,0.160577,1.968783,[20 73] ; [ 2 21],[17.63793103 75.36206897] ; [ 4.36206897 18.63793103],0
d5,1,0.163079,1.945436,[56 38] ; [18  6],[58.94915254 35.05084746] ; [15.05084746  8.94915254],0
v1,1,0.194494,1.683244,[26 67] ; [10 14],[28.61538462 64.38461538] ; [ 7.38461538 16.61538462],0
p2,1,0.224596,1.474764,[58 36] ; [18  6],[60.54237288 33.45762712] ; [15.45762712  8.54237288],0
a7,1,0.23658,1.400857,[57 37] ; [17  6],[59.45299145 34.54700855] ; [14.54700855  8.45299145],0
p1,1,0.238039,1.392167,[ 8 86] ; [ 4 20],[ 9.55932203 84.44067797] ; [ 2.44067797 21.55932203],0
p6,1,0.245641,1.347926,[ 8 85] ; [ 4 20],[ 9.53846154 83.46153846] ; [ 2.46153846 21.53846154],0
s3,1,0.260945,1.263736,[34 57] ; [12 12],[36.4 54.6] ; [ 9.6 14.4],0
v4,1,0.285095,1.142641,[73 21] ; [21  3],[74.88135593 19.11864407] ; [19.11864407  4.88135593],0
a6,1,0.360291,0.836879,[45 49] ; [14 10],[47. 47.] ; [12. 12.],0
r3,1,0.373172,0.793075,[74 20] ; [20  3],[75.52136752 18.47863248] ; [18.47863248  4.52136752],0
n5,1,0.396884,0.717747,[56 38] ; [12 12],[54.16949153 39.83050847] ; [13.83050847 10.16949153],0
n2,1,0.481713,0.494982,[21 16] ; [3 1],[21.65853659 15.34146341] ; [2.34146341 1.65853659],0
u2,1,0.506226,0.44186,[24 31] ; [7 6],[25.07352941 29.92647059] ; [5.92647059 7.07352941],0
n4,1,0.51968,0.414529,[50 44] ; [11 13],[48.59322034 45.40677966] ; [12.40677966 11.59322034],0
r1,1,0.5262,0.401724,[52 42] ; [15  9],[53.37288136 40.62711864] ; [13.62711864 10.37288136],0
b2,1,0.538014,0.379233,[16 27] ; [3 8],[15.12962963 27.87037037] ; [3.87037037 7.12962963],0
b3,1,0.538014,0.379233,[16 27] ; [3 8],[15.12962963 27.87037037] ; [3.87037037 7.12962963],0
s1,1,0.540546,0.374529,[ 5 89] ; [ 2 21],[ 5.62393162 88.37606838] ; [ 1.37606838 21.62393162],0
n3,1,0.570718,0.321483,[23 15] ; [3 1],[23.52380952 14.47619048] ; [2.47619048 1.52380952],0
n1,1,0.606239,0.265688,[14 24] ; [2 2],[14.47619048 23.52380952] ; [1.52380952 2.47619048],0
a8,1,0.614198,0.254107,[ 7 81] ; [ 1 20],[ 6.4587156 81.5412844] ; [ 1.5412844 19.4587156],0
r2,1,0.616535,0.250767,[74 20] ; [20  4],[74.88135593 19.11864407] ; [19.11864407  4.88135593],0
d2,1,0.618919,0.24739,[20 74] ; [ 6 17],[20.88888889 73.11111111] ; [ 5.11111111 17.88888889],0
b4,1,0.650383,0.205417,[62 32] ; [17  7],[62.93220339 31.06779661] ; [16.06779661  7.93220339],0
p11,1,0.65179,0.20365,[50 44] ; [14 10],[50.98305085 43.01694915] ; [13.01694915 10.98305085],0
a3,1,0.659744,0.193835,[38 55] ; [11 13],[38.94871795 54.05128205] ; [10.05128205 13.94871795],0
n6,1,0.716806,0.131574,[67 27] ; [18  6],[67.71186441 26.28813559] ; [17.28813559  6.71186441],0
b5,1,0.870664,0.026509,[61 33] ; [16  8],[61.33898305 32.66101695] ; [15.66101695  8.33898305],0
b1,1,0.942741,0.005159,[36 58] ; [ 9 15],[35.84745763 58.15254237] ; [ 9.15254237 14.84745763],0
v2,1,0.942876,0.005135,[29 56] ; [ 8 16],[28.85321101 56.14678899] ; [ 8.14678899 15.85321101],0
a4,1,0.950262,0.003891,[16 77] ; [ 4 20],[15.8974359 77.1025641] ; [ 4.1025641 19.8974359],0
v3,1,0.955193,0.003157,[24 66] ; [ 6 17],[23.89380531 66.10619469] ; [ 6.10619469 16.89380531],0
p12,1,0.984647,0.00037,[ 4 90] ; [ 1 23],[ 3.98305085 90.01694915] ; [ 1.01694915 22.98305085],0
