Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.462688,[72 89] ; [43  8],[87.33490566 73.66509434] ; [27.66509434 23.33490566],1
p8,1,9.4e-05,15.249782,[ 59 107] ; [35 18],[71.25114155 94.74885845] ; [22.74885845 30.25114155],1
p4,1,0.000155,14.315128,[ 63 102] ; [36 17],[74.93119266 90.06880734] ; [24.06880734 28.93119266],1
p3,1,0.002425,9.196085,[ 47 119] ; [27 26],[ 56.0913242 109.9086758] ; [17.9086758 35.0913242],0
s4,1,0.002605,9.065302,[ 32 134] ; [21 32],[ 40.17351598 125.82648402] ; [12.82648402 40.17351598],0
s2,1,0.007489,7.15174,[ 65 100] ; [32 21],[73.41743119 91.58256881] ; [23.58256881 29.41743119],0
s7,1,0.009054,6.812144,[ 41 116] ; [24 29],[ 48.5952381 108.4047619] ; [16.4047619 36.5952381],0
p12,1,0.010303,6.581666,[  3 162] ; [ 5 48],[  6.05504587 158.94495413] ; [ 1.94495413 51.05504587],0
p1,1,0.014735,5.947826,[  5 160] ; [ 6 46],[  8.3640553 156.6359447] ; [ 2.6359447 49.3640553],0
b1,1,0.029599,4.73243,[ 54 112] ; [26 27],[ 60.63926941 105.36073059] ; [19.36073059 33.63926941],0
a4,1,0.030378,4.687779,[ 43 123] ; [22 31],[ 49.26940639 116.73059361] ; [15.73059361 37.26940639],0
s5,1,0.044862,4.023815,[ 41 121] ; [20 30],[ 46.61320755 115.38679245] ; [14.38679245 35.61320755],0
s8,1,0.049011,3.874959,[ 49 117] ; [23 29],[ 54.82568807 111.17431193] ; [17.17431193 34.82568807],0
n1,1,0.050107,3.837874,[14 52] ; [ 9 12],[17.44827586 48.55172414] ; [ 5.55172414 15.44827586],0
a1,1,0.082611,3.01276,[  4 162] ; [ 4 49],[  6.06392694 159.93607306] ; [ 1.93607306 51.06392694],0
u2,1,0.113611,2.503261,[37 32] ; [16  6],[40.18681319 28.81318681] ; [12.81318681  9.18681319],0
v3,1,0.118343,2.439115,[ 44 112] ; [ 9 43],[ 39.75 116.25] ; [13.25 38.75],0
p11,1,0.125655,2.34538,[103  63] ; [39 14],[107.6347032  58.3652968] ; [34.3652968 18.6347032],0
s6,1,0.126013,2.340941,[90 75] ; [34 17],[94.72222222 70.27777778] ; [29.27777778 21.72222222],0
u1,1,0.128836,2.306475,[ 11 155] ; [ 7 46],[ 13.64383562 152.35616438] ; [ 4.35616438 48.64383562],0
p5,1,0.149382,2.078547,[  7 158] ; [ 5 48],[  9.08256881 155.91743119] ; [ 2.91743119 50.08256881],0
d3,1,0.182391,1.778034,[107  59] ; [38 13],[110.92165899  55.07834101] ; [34.07834101 16.92165899],0
b5,1,0.183828,1.766401,[99 67] ; [37 16],[103.08675799  62.91324201] ; [32.91324201 20.08675799],0
b3,1,0.204004,1.613478,[20 56] ; [12 19],[22.72897196 53.27102804] ; [ 9.27102804 21.72897196],0
b2,1,0.204004,1.613478,[20 56] ; [12 19],[22.72897196 53.27102804] ; [ 9.27102804 21.72897196],0
p10,1,0.22894,1.447436,[112  51] ; [41 12],[115.45833333  47.54166667] ; [37.54166667 15.45833333],0
a8,1,0.238566,1.389049,[  6 149] ; [ 4 46],[  7.56097561 147.43902439] ; [ 2.43902439 47.56097561],0
n2,1,0.260004,1.268735,[45 21] ; [17  4],[47.03448276 18.96551724] ; [14.96551724  6.03448276],0
p2,1,0.267882,1.227558,[118  47] ; [42 11],[121.10091743  43.89908257] ; [38.89908257 14.10091743],0
v1,1,0.32867,0.954131,[62 99] ; [24 28],[65.00469484 95.99530516] ; [20.99530516 31.00469484],0
r1,1,0.353561,0.860637,[117  48] ; [34 19],[114.28899083  50.71100917] ; [36.71100917 16.28899083],0
n5,1,0.444158,0.585516,[ 57 108] ; [21 31],[ 59.30875576 105.69124424] ; [18.69124424 33.30875576],0
d5,1,0.458312,0.550013,[119  47] ; [40 12],[121.0733945  44.9266055] ; [37.9266055 14.0733945],0
a6,1,0.482308,0.493639,[106  60] ; [31 22],[103.84474886  62.15525114] ; [33.15525114 19.84474886],0
v2,1,0.518828,0.416222,[72 82] ; [27 25],[74.00970874 79.99029126] ; [24.99029126 27.00970874],0
r2,1,0.561997,0.336258,[149  17] ; [49  4],[150.08219178  15.91780822] ; [47.91780822  5.08219178],0
p9,1,0.604699,0.267967,[122  39] ; [42 11],[123.38317757  37.61682243] ; [40.61682243 12.38317757],0
d4,1,0.61629,0.251117,[126  40] ; [42 11],[127.34246575  38.65753425] ; [40.65753425 12.34246575],0
n3,1,0.657288,0.196835,[45 22] ; [13  8],[44.15909091 22.84090909] ; [13.84090909  7.15909091],0
s1,1,0.662171,0.190897,[  5 161] ; [ 1 52],[  4.54794521 161.45205479] ; [ 1.45205479 51.54794521],0
r4,1,0.687811,0.161465,[137  29] ; [45  8],[137.9543379  28.0456621] ; [44.0456621  8.9543379],0
b4,1,0.690036,0.159046,[96 70] ; [29 24],[94.74885845 71.25114155] ; [30.25114155 22.74885845],0
u3,1,0.705775,0.142534,[44 25] ; [15  7],[44.73626374 24.26373626] ; [14.26373626  7.73626374],0
a2,1,0.734284,0.115214,[ 22 144] ; [ 8 45],[ 22.73972603 143.26027397] ; [ 7.26027397 45.73972603],0
a5,1,0.807291,0.059498,[94 72] ; [29 24],[93.23287671 72.76712329] ; [29.76712329 23.23287671],0
n6,1,0.814752,0.054896,[111  55] ; [35 16],[111.68663594  54.31336406] ; [34.31336406 16.68663594],0
r3,1,0.83789,0.041858,[152  14] ; [49  4],[152.35616438  13.64383562] ; [48.64383562  4.35616438],0
d2,1,0.840477,0.040515,[ 57 109] ; [19 34],[ 57.60730594 108.39269406] ; [18.39269406 34.60730594],0
a7,1,0.845497,0.037973,[119  47] ; [38 14],[119.55045872  46.44954128] ; [37.44954128 14.55045872],0
d1,1,0.860047,0.031087,[76 90] ; [25 28],[76.55707763 89.44292237] ; [24.44292237 28.55707763],0
a3,1,0.906609,0.013763,[95 70] ; [31 22],[95.36697248 69.63302752] ; [30.63302752 22.36697248],0
s3,1,0.989583,0.00017,[78 87] ; [25 28],[77.9587156 87.0412844] ; [25.0412844 27.9587156],0
