Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5e-06,20.904628,[17 62] ; [22 11],[27.50892857 51.49107143] ; [11.49107143 21.50892857],1
p7,1,0.002097,9.462417,[23 55] ; [20 13],[30.21621622 47.78378378] ; [12.78378378 20.21621622],0
p1,1,0.002248,9.334868,[ 5 74] ; [ 9 24],[ 9.875 69.125] ; [ 4.125 28.875],0
p2,1,0.016731,5.724326,[40 38] ; [25  8],[45.67567568 32.32432432] ; [19.32432432 13.67567568],0
n6,1,0.017919,5.604094,[49 31] ; [27  5],[54.28571429 25.71428571] ; [21.71428571 10.28571429],0
p8,1,0.018392,5.558414,[18 60] ; [15 18],[23.18918919 54.81081081] ; [ 9.81081081 23.18918919],0
v1,1,0.028,4.828074,[13 63] ; [12 21],[17.43119266 58.56880734] ; [ 7.56880734 25.43119266],0
r4,1,0.050223,3.833983,[30 50] ; [19 14],[34.69026549 45.30973451] ; [14.30973451 18.69026549],0
a7,1,0.072494,3.225619,[38 41] ; [22 11],[42.32142857 36.67857143] ; [17.67857143 15.32142857],0
n4,1,0.08006,3.06369,[44 36] ; [24  9],[48.14159292 31.85840708] ; [19.85840708 13.14159292],0
p11,1,0.105478,2.620704,[40 40] ; [22 11],[43.89380531 36.10619469] ; [18.10619469 14.89380531],0
s8,1,0.110212,2.551177,[ 8 72] ; [ 7 26],[10.61946903 69.38053097] ; [ 4.38053097 28.61946903],0
p10,1,0.121404,2.399114,[39 38] ; [22 11],[42.7 34.3] ; [18.3 14.7],0
s1,1,0.125436,2.348094,[ 2 77] ; [ 3 30],[ 3.52678571 75.47321429] ; [ 1.47321429 31.52678571],0
s5,1,0.132572,2.26212,[ 5 72] ; [ 5 27],[ 7.06422018 69.93577982] ; [ 2.93577982 29.06422018],0
p6,1,0.133755,2.248368,[14 63] ; [10 22],[16.95412844 60.04587156] ; [ 7.04587156 24.95412844],0
d1,1,0.159002,1.983689,[23 57] ; [14 19],[26.19469027 53.80530973] ; [10.80530973 22.19469027],0
n1,1,0.188204,1.73162,[13 19] ; [1 6],[11.48717949 20.51282051] ; [2.51282051 4.48717949],0
d3,1,0.2033,1.618509,[30 48] ; [17 16],[33.02702703 44.97297297] ; [13.97297297 19.02702703],0
b3,1,0.206184,1.59802,[22 22] ; [ 7 14],[19.63076923 24.36923077] ; [ 9.36923077 11.63076923],0
b2,1,0.206184,1.59802,[22 22] ; [ 7 14],[19.63076923 24.36923077] ; [ 9.36923077 11.63076923],0
s3,1,0.221909,1.491981,[18 60] ; [11 21],[20.56363636 57.43636364] ; [ 8.43636364 23.56363636],0
s2,1,0.241801,1.370065,[12 68] ; [ 8 25],[14.15929204 65.84070796] ; [ 5.84070796 27.15929204],0
d5,1,0.25522,1.294499,[46 33] ; [23 10],[48.66964286 30.33035714] ; [20.33035714 12.66964286],0
p5,1,0.26403,1.247502,[ 3 75] ; [ 3 30],[ 4.21621622 73.78378378] ; [ 1.78378378 31.21621622],0
v4,1,0.265167,1.24158,[54 25] ; [26  7],[56.42857143 22.57142857] ; [23.57142857  9.42857143],0
n3,1,0.276712,1.183166,[22 12] ; [6 1],[23.2195122 10.7804878] ; [4.7804878 2.2195122],0
