Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2e-06,22.281935,[15 44] ; [30 11],[26.55 32.45] ; [18.45 22.55],1
s6,1,0.000116,14.849958,[25 37] ; [33  9],[34.57692308 27.42307692] ; [23.42307692 18.57692308],1
s2,1,0.00023,13.566641,[16 48] ; [26 17],[25.12149533 38.87850467] ; [16.87850467 26.12149533],1
p10,1,0.00194,9.605888,[40 23] ; [38  4],[46.8 16.2] ; [31.2 10.8],0
s5,1,0.00219,9.383117,[10 53] ; [18 24],[16.8 46.2] ; [11.2 30.8],0
s3,1,0.003903,8.328627,[26 37] ; [30 13],[33.28301887 29.71698113] ; [22.71698113 20.28301887],0
p9,1,0.007909,7.053916,[42 22] ; [38  5],[47.85046729 16.14953271] ; [32.14953271 10.85046729],0
b3,1,0.051402,3.795128,[ 6 35] ; [10 19],[ 9.37142857 31.62857143] ; [ 6.62857143 22.37142857],0
b2,1,0.051402,3.795128,[ 6 35] ; [10 19],[ 9.37142857 31.62857143] ; [ 6.62857143 22.37142857],0
u1,1,0.062916,3.458791,[ 1 63] ; [ 4 39],[ 2.99065421 61.00934579] ; [ 2.00934579 40.99065421],0
n5,1,0.072718,3.22058,[43 20] ; [36  7],[46.95283019 16.04716981] ; [32.04716981 10.95283019],0
n1,1,0.073896,3.194296,[ 5 12] ; [7 4],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
a3,1,0.075334,3.162796,[26 38] ; [25 18],[30.5046729 33.4953271] ; [20.4953271 22.5046729],0
d3,1,0.076773,3.131921,[23 39] ; [ 9 34],[18.8952381 43.1047619] ; [13.1047619 29.8952381],0
a5,1,0.10571,2.617211,[30 34] ; [27 16],[34.09345794 29.90654206] ; [22.90654206 20.09345794],0
a8,1,0.109057,2.567832,[ 4 56] ; [ 7 35],[ 6.47058824 53.52941176] ; [ 4.52941176 37.47058824],0
r4,1,0.124464,2.360222,[49 15] ; [38  5],[52.03738318 11.96261682] ; [34.96261682  8.03738318],0
a4,1,0.136443,2.21762,[15 48] ; [16 27],[18.4245283 44.5754717] ; [12.5754717 30.4245283],0
r3,1,0.171461,1.870127,[56  8] ; [41  2],[58.01869159  5.98130841] ; [38.98130841  4.01869159],0
n6,1,0.211195,1.563216,[47 17] ; [36  7],[49.64485981 14.35514019] ; [33.35514019  9.64485981],0
b4,1,0.221493,1.494674,[33 31] ; [17 26],[29.90654206 34.09345794] ; [20.09345794 22.90654206],0
u3,1,0.258225,1.278249,[15 23] ; [10  8],[16.96428571 21.03571429] ; [8.03571429 9.96428571],0
n2,1,0.268994,1.221872,[11  6] ; [10  2],[12.31034483  4.68965517] ; [8.68965517 3.31034483],0
