Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000264,13.309211,[35  3] ; [1 3],[32.57142857  5.42857143] ; [3.42857143 0.57142857],1
r3,1,0.013383,6.117781,[35  3] ; [2 2],[33.47619048  4.52380952] ; [3.52380952 0.47619048],0
p10,1,0.049223,3.867723,[36  1] ; [3 1],[35.19512195  1.80487805] ; [3.80487805 0.19512195],0
p9,1,0.049223,3.867723,[36  1] ; [3 1],[35.19512195  1.80487805] ; [3.80487805 0.19512195],0
r2,1,0.097443,2.746904,[32  6] ; [2 2],[30.76190476  7.23809524] ; [3.23809524 0.76190476],0
n6,1,0.245159,1.350682,[34  4] ; [2 1],[33.36585366  4.63414634] ; [2.63414634 0.36585366],0
d1,1,0.249014,1.328828,[17 21] ; [3 1],[18.0952381 19.9047619] ; [1.9047619 2.0952381],0
p3,1,0.318587,0.994737,[28 10] ; [2 2],[27.14285714 10.85714286] ; [2.85714286 1.14285714],0
a7,1,0.318587,0.994737,[28 10] ; [2 2],[27.14285714 10.85714286] ; [2.85714286 1.14285714],0
a8,1,0.333188,0.936467,[ 3 30] ; [1 3],[ 3.56756757 29.43243243] ; [0.43243243 3.56756757],0
p8,1,0.337412,0.920239,[27 10] ; [2 2],[26.17073171 10.82926829] ; [2.82926829 1.17073171],0
p2,1,0.341185,0.905973,[33  5] ; [2 1],[32.43902439  5.56097561] ; [2.56097561 0.43902439],0
r1,1,0.386311,0.750524,[27 11] ; [2 2],[26.23809524 11.76190476] ; [2.76190476 1.23809524],0
b3,1,0.421806,0.645279,[15 11] ; [1 2],[14.34482759 11.65517241] ; [1.65517241 1.34482759],0
b2,1,0.421806,0.645279,[15 11] ; [1 2],[14.34482759 11.65517241] ; [1.65517241 1.34482759],0
s7,1,0.502651,0.449334,[14 19] ; [1 3],[13.37837838 19.62162162] ; [1.62162162 2.37837838],0
d3,1,0.507362,0.439505,[22 16] ; [3 1],[22.61904762 15.38095238] ; [2.38095238 1.61904762],0
a4,1,0.606239,0.265688,[14 24] ; [2 2],[14.47619048 23.52380952] ; [1.52380952 2.47619048],0
a2,1,0.638239,0.221053,[ 6 32] ; [1 3],[ 6.33333333 31.66666667] ; [0.66666667 3.33333333],0
p1,1,0.638239,0.221053,[ 6 32] ; [1 3],[ 6.33333333 31.66666667] ; [0.66666667 3.33333333],0
s6,1,0.648867,0.207332,[21 13] ; [2 2],[20.57894737 13.42105263] ; [2.42105263 1.57894737],0
s8,1,0.684687,0.164897,[13 24] ; [1 3],[12.63414634 24.36585366] ; [1.36585366 2.63414634],0
s5,1,0.749085,0.102302,[21 15] ; [2 2],[20.7 15.3] ; [2.3 1.7],0
n5,1,0.749934,0.101587,[31  7] ; [3 1],[30.76190476  7.23809524] ; [3.23809524 0.76190476],0
b5,1,0.761518,0.092105,[22 16] ; [2 2],[21.71428571 16.28571429] ; [2.28571429 1.71428571],0
b1,1,0.84057,0.040467,[17 21] ; [2 2],[17.19047619 20.80952381] ; [1.80952381 2.19047619],0
p7,1,0.85479,0.033493,[30  8] ; [3 1],[29.85714286  8.14285714] ; [3.14285714 0.85714286],0
a6,1,0.867978,0.027632,[27 11] ; [3 1],[27.14285714 10.85714286] ; [2.85714286 1.14285714],0
p4,1,0.876764,0.024047,[29  8] ; [3 1],[28.87804878  8.12195122] ; [3.12195122 0.87804878],0
n3,1,1.0,0.0,[3 3] ; [1 1],[3. 3.] ; [1. 1.],0
