Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,44.15707,[192 101] ; [22 65],[165.00526316 127.99473684] ; [48.99473684 38.00526316],1
a3,1,0.0,42.862982,[251  44] ; [45 42],[228.58638743  66.41361257] ; [67.41361257 19.58638743],1
a4,1,0.0,38.077078,[176 120] ; [19 68],[150.70496084 145.29503916] ; [44.29503916 42.70496084],1
d1,1,0.0,33.74016,[221  75] ; [36 51],[198.62140992  97.37859008] ; [58.37859008 28.62140992],1
u1,1,1e-06,25.107498,[ 92 204] ; [ 4 83],[ 74.19321149 221.80678851] ; [21.80678851 65.19321149],1
n4,1,0.000207,13.765375,[252  43] ; [59 28],[240.17015707  54.82984293] ; [70.82984293 16.17015707],1
a6,1,0.000313,12.988171,[209  84] ; [44 43],[195.07631579  97.92368421] ; [57.92368421 29.07631579],1
p9,1,0.000661,11.594798,[266  27] ; [63 19],[257.05866667  35.94133333] ; [71.94133333 10.05866667],1
v2,1,0.001609,9.949323,[184  99] ; [38 45],[171.6557377 111.3442623] ; [50.3442623 32.6557377],0
p3,1,0.003619,8.465781,[168 125] ; [34 52],[156.16358839 136.83641161] ; [45.83641161 40.16358839],0
b2,1,0.005646,7.659964,[85 98] ; [12 37],[ 76.51293103 106.48706897] ; [20.48706897 28.51293103],0
b3,1,0.005646,7.659964,[85 98] ; [12 37],[ 76.51293103 106.48706897] ; [20.48706897 28.51293103],0
v1,1,0.007071,7.254765,[181 107] ; [39 45],[170.32258065 117.67741935] ; [49.67741935 34.32258065],0
p4,1,0.00806,7.02008,[202  91] ; [46 40],[191.72559367 101.27440633] ; [56.27440633 29.72559367],0
r2,1,0.009934,6.64678,[292   2] ; [83  4],[289.37007874   4.62992126] ; [85.62992126  1.37007874],0
r4,1,0.010571,6.535965,[291   5] ; [81  6],[287.49869452   8.50130548] ; [84.50130548  2.49869452],0
s7,1,0.014256,6.00612,[217  69] ; [49 30],[208.42739726  77.57260274] ; [57.57260274 21.42739726],0
n6,1,0.01503,5.91289,[259  32] ; [67 18],[252.30319149  38.69680851] ; [73.69680851 11.30319149],0
d4,1,0.01547,5.86214,[264  29] ; [70 17],[257.53157895  35.46842105] ; [76.46842105 10.53157895],0
p12,1,0.020372,5.379747,[ 41 253] ; [ 4 81],[ 34.90765172 259.09234828] ; [10.09234828 74.90765172],0
d5,1,0.022501,5.206605,[255  38] ; [67 20],[248.27894737  44.72105263] ; [73.72105263 13.27894737],0
s5,1,0.02255,5.202848,[145 139] ; [31 53],[135.82608696 148.17391304] ; [40.17391304 43.82608696],0
v3,1,0.023524,5.129375,[139 146] ; [28 53],[130.04098361 154.95901639] ; [36.95901639 44.04098361],0
s8,1,0.030435,4.684577,[193 101] ; [46 41],[184.42519685 109.57480315] ; [54.57480315 32.42519685],0
p10,1,0.036869,4.356469,[258  37] ; [65 18],[252.07671958  42.92328042] ; [70.92328042 12.07671958],0
