Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.024776,5.039499,[ 2 12] ; [64 77],[5.96129032 8.03870968] ; [60.03870968 80.96129032],0
b2,1,0.024776,5.039499,[ 2 12] ; [64 77],[5.96129032 8.03870968] ; [60.03870968 80.96129032],0
r3,1,0.038603,4.278274,[15  4] ; [214  17],[17.404  1.596] ; [211.596  19.404],0
r4,1,0.039953,4.219867,[12  7] ; [192  41],[15.38095238  3.61904762] ; [188.61904762  44.38095238],0
p11,1,0.061014,3.509611,[12  7] ; [189  44],[15.1547619  3.8452381] ; [185.8452381  47.1547619],0
d2,1,0.07068,3.267164,[ 5 14] ; [110 120],[ 8.7751004 10.2248996] ; [106.2248996 123.7751004],0
d1,1,0.087788,2.914479,[ 7 12] ; [133 100],[10.55555556  8.44444444] ; [129.44444444 103.55555556],0
r1,1,0.091728,2.843778,[10  9] ; [165  67],[13.24701195  5.75298805] ; [161.75298805  70.24701195],0
b4,1,0.095009,2.787385,[ 7 12] ; [132 101],[10.48015873  8.51984127] ; [128.51984127 104.48015873],0
s2,1,0.123002,2.378675,[ 6 13] ; [ 40 191],[ 3.496 15.504] ; [ 42.504 188.496],0
a2,1,0.127387,2.324057,[ 1 18] ; [ 45 188],[ 3.46825397 15.53174603] ; [ 42.53174603 190.46825397],0
s1,1,0.183999,1.765027,[ 1 18] ; [  3 229],[ 0.30278884 18.69721116] ; [  3.69721116 228.30278884],0
v3,1,0.184909,1.757724,[ 4 15] ; [ 81 143],[ 6.64609053 12.35390947] ; [ 78.35390947 145.64609053],0
d3,1,0.187237,1.739224,[14  4] ; [145  88],[11.40239044  6.59760956] ; [147.59760956  85.40239044],0
n1,1,0.200831,1.636319,[2 1] ; [19 42],[0.984375 2.015625] ; [20.015625 40.984375],0
a6,1,0.205515,1.60274,[10  9] ; [156  77],[12.51587302  6.48412698] ; [153.48412698  79.51587302],0
a4,1,0.210378,1.568825,[ 5 14] ; [ 95 137],[ 7.56972112 11.43027888] ; [ 92.43027888 139.56972112],0
n4,1,0.233282,1.420739,[12  7] ; [176  57],[14.17460317  4.82539683] ; [173.82539683  59.17460317],0
p10,1,0.286805,1.134557,[16  3] ; [168  62],[14.04016064  4.95983936] ; [169.95983936  60.04016064],0
r2,1,0.301165,1.06903,[15  3] ; [208  21],[16.25101215  1.74898785] ; [206.74898785  22.25101215],0
p8,1,0.338043,0.917837,[ 7 12] ; [111 119],[9.00401606 9.99598394] ; [108.99598394 121.00401606],0
a8,1,0.35094,0.870056,[ 1 18] ; [ 26 182],[ 2.25991189 16.74008811] ; [ 24.74008811 183.25991189],0
a7,1,0.355928,0.852209,[14  4] ; [156  76],[12.24  5.76] ; [157.76  74.24],0
d4,1,0.414592,0.665594,[13  6] ; [178  54],[14.45816733  4.54183267] ; [176.54183267  55.45816733],0
a3,1,0.437818,0.601995,[11  8] ; [154  77],[12.54  6.46] ; [152.46  78.54],0
a1,1,0.492976,0.470025,[ 1 18] ; [  6 227],[ 0.52777778 18.47222222] ; [  6.47222222 226.52777778],0
p2,1,0.531102,0.392282,[14  5] ; [185  47],[15.06374502  3.93625498] ; [183.93625498  48.06374502],0
b1,1,0.545426,0.365575,[ 8 11] ; [ 82 151],[ 6.78571429 12.21428571] ; [ 83.21428571 149.78571429],0
v4,1,0.555491,0.347571,[17  2] ; [216  16],[17.6374502  1.3625498] ; [215.3625498  16.6374502],0
v2,1,0.590773,0.289139,[ 9 10] ; [121 104],[10.12295082  8.87704918] ; [119.87704918 105.12295082],0
p4,1,0.592625,0.286263,[ 8 11] ; [112 119],[9.12 9.88] ; [110.88 120.12],0
p3,1,0.646455,0.210399,[ 7 12] ; [ 98 134],[ 7.94820717 11.05179283] ; [ 97.05179283 134.94820717],0
u2,1,0.740406,0.10977,[3 5] ; [34 44],[3.44186047 4.55813953] ; [33.55813953 44.44186047],0
u3,1,0.762718,0.091152,[3 5] ; [34 45],[3.40229885 4.59770115] ; [33.59770115 45.40229885],0
a5,1,0.795181,0.067386,[12  7] ; [154  79],[12.51587302  6.48412698] ; [153.48412698  79.51587302],0
s5,1,0.799006,0.064838,[ 2 15] ; [ 32 197],[ 2.3495935 14.6504065] ; [ 31.6504065 197.3495935],0
u1,1,0.806447,0.060031,[ 2 17] ; [ 29 204],[ 2.33730159 16.66269841] ; [ 28.66269841 204.33730159],0
p9,1,0.819805,0.051891,[15  4] ; [174  53],[14.59756098  4.40243902] ; [174.40243902  52.59756098],0
n2,1,0.837168,0.042238,[2 1] ; [44 17],[2.15625 0.84375] ; [43.84375 17.15625],0
n3,1,0.837168,0.042238,[2 1] ; [44 17],[2.15625 0.84375] ; [43.84375 17.15625],0
s7,1,0.846361,0.037544,[ 5 14] ; [ 54 168],[ 4.65145228 14.34854772] ; [ 54.34854772 167.65145228],0
s3,1,0.84798,0.036747,[ 5 14] ; [ 56 174],[ 4.65461847 14.34538153] ; [ 56.34538153 173.65461847],0
v1,1,0.853261,0.03421,[ 8 11] ; [101 127],[ 8.38461538 10.61538462] ; [100.61538462 127.38461538],0
d5,1,0.882079,0.022003,[13  5] ; [172  61],[13.26693227  4.73306773] ; [171.73306773  61.26693227],0
b5,1,0.88766,0.019956,[11  8] ; [131 102],[10.70634921  8.29365079] ; [131.29365079 101.70634921],0
n5,1,0.90508,0.01422,[14  5] ; [168  64],[13.77689243  5.22310757] ; [168.22310757  63.77689243],0
p6,1,0.910654,0.012592,[ 5 14] ; [ 63 166],[ 5.20967742 13.79032258] ; [ 62.79032258 166.20967742],0
s8,1,0.932415,0.007192,[ 4 15] ; [ 51 182],[ 4.1468254 14.8531746] ; [ 50.8531746 182.1468254],0
p7,1,0.936716,0.006304,[11  8] ; [131  99],[10.83534137  8.16465863] ; [131.16465863  98.83534137],0
