Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.7e-05,18.47919,[ 9 22] ; [36 10],[18.11688312 12.88311688] ; [26.88311688 19.11688312],1
a4,1,0.825253,0.04875,[12 18] ; [18 30],[11.53846154 18.46153846] ; [18.46153846 29.53846154],0
a2,1,0.833183,0.044361,[ 4 27] ; [ 7 41],[ 4.3164557 26.6835443] ; [ 6.6835443 41.3164557],0
d4,1,0.847888,0.036792,[20 10] ; [33 15],[20.38461538  9.61538462] ; [32.61538462 15.38461538],0
s5,1,0.855756,0.033043,[ 6 24] ; [10 36],[ 6.31578947 23.68421053] ; [ 9.68421053 36.31578947],0
d1,1,0.888652,0.019603,[15 16] ; [24 24],[15.30379747 15.69620253] ; [23.69620253 24.30379747],0
p1,1,0.891123,0.018737,[ 3 28] ; [ 5 42],[ 3.17948718 27.82051282] ; [ 4.82051282 42.17948718],0
d3,1,0.956905,0.00292,[18 13] ; [27 20],[17.88461538 13.11538462] ; [27.11538462 19.88461538],0
n1,1,0.959495,0.002579,[ 8 13] ; [ 7 11],[ 8.07692308 12.92307692] ; [ 6.92307692 11.07692308],0
b1,1,0.967405,0.00167,[15 16] ; [23 25],[14.91139241 16.08860759] ; [23.08860759 24.91139241],0
u3,1,0.980769,0.000581,[5 8] ; [ 7 11],[5.03225806 7.96774194] ; [ 6.96774194 11.03225806],0
n4,1,0.981127,0.00056,[18 13] ; [28 20],[18.05063291 12.94936709] ; [27.94936709 20.05063291],0
