Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.7e-05,18.47919,[ 9 22] ; [36 10],[18.11688312 12.88311688] ; [26.88311688 19.11688312],1
p2,1,9.7e-05,15.197399,[10 21] ; [34 10],[18.18666667 12.81333333] ; [25.81333333 18.18666667],1
p11,1,0.000191,13.914206,[ 8 23] ; [33 15],[16.08860759 14.91139241] ; [24.91139241 23.08860759],1
v1,1,0.014488,5.977636,[ 6 25] ; [21 24],[11.01315789 19.98684211] ; [15.98684211 29.01315789],0
n3,1,0.023804,5.108889,[ 6 14] ; [12  6],[ 9.47368421 10.52631579] ; [8.52631579 9.47368421],0
b4,1,0.03703,4.349012,[14 17] ; [33 15],[18.44303797 12.55696203] ; [28.55696203 19.44303797],0
v4,1,0.038246,4.294037,[18 13] ; [36  9],[22.02631579  8.97368421] ; [31.97368421 13.02631579],0
p6,1,0.049185,3.869031,[ 4 27] ; [15 31],[ 7.64935065 23.35064935] ; [11.35064935 34.64935065],0
s1,1,0.053783,3.719411,[ 4 27] ; [ 1 47],[ 1.96202532 29.03797468] ; [ 3.03797468 44.96202532],0
r3,1,0.077349,3.119751,[13 17] ; [30 17],[16.75324675 13.24675325] ; [26.24675325 20.75324675],0
p5,1,0.090786,2.860384,[ 1 30] ; [ 7 39],[ 3.22077922 27.77922078] ; [ 4.77922078 41.22077922],0
p3,1,0.097924,2.739032,[ 6 25] ; [17 29],[ 9.25974026 21.74025974] ; [13.74025974 32.25974026],0
p4,1,0.101824,2.676733,[ 7 24] ; [19 28],[10.33333333 20.66666667] ; [15.66666667 31.33333333],0
s8,1,0.122118,2.38994,[ 3 28] ; [11 36],[ 5.56410256 25.43589744] ; [ 8.43589744 38.56410256],0
r1,1,0.146864,2.104526,[12 19] ; [11 36],[ 9.14102564 21.85897436] ; [13.85897436 33.14102564],0
s2,1,0.184146,1.763845,[ 8 23] ; [19 28],[10.73076923 20.26923077] ; [16.26923077 30.73076923],0
n2,1,0.231748,1.430099,[10 11] ; [12  6],[11.84615385  9.15384615] ; [10.15384615  7.84615385],0
s4,1,0.238024,1.392257,[ 7 24] ; [ 6 42],[ 5.10126582 25.89873418] ; [ 7.89873418 40.10126582],0
s3,1,0.246579,1.34258,[11 20] ; [22 23],[13.46052632 17.53947368] ; [19.53947368 25.46052632],0
s6,1,0.272266,1.205295,[ 9 22] ; [19 27],[11.27272727 19.72727273] ; [16.72727273 29.27272727],0
n6,1,0.311587,1.023936,[15 15] ; [29 18],[17.14285714 12.85714286] ; [26.85714286 20.14285714],0
d5,1,0.316554,1.003131,[20 11] ; [36 12],[21.97468354  9.02531646] ; [34.02531646 13.97468354],0
p7,1,0.338768,0.91509,[10 21] ; [19 25],[11.98666667 19.01333333] ; [17.01333333 26.98666667],0
s7,1,0.365525,0.81882,[ 8 21] ; [17 28],[ 9.7972973 19.2027027] ; [15.2027027 29.7972973],0
b2,1,0.393882,0.726923,[7 9] ; [ 8 18],[ 5.71428571 10.28571429] ; [ 9.28571429 16.71428571],0
b3,1,0.393882,0.726923,[7 9] ; [ 8 18],[ 5.71428571 10.28571429] ; [ 9.28571429 16.71428571],0
d2,1,0.537199,0.380755,[16 13] ; [23 25],[14.68831169 14.31168831] ; [24.31168831 23.68831169],0
u2,1,0.542802,0.37037,[4 8] ; [ 8 10],[4.8 7.2] ; [ 7.2 10.8],0
b5,1,0.557101,0.344749,[16 15] ; [28 20],[17.26582278 13.73417722] ; [26.73417722 21.26582278],0
v3,1,0.562604,0.335216,[ 8 23] ; [15 32],[ 9.14102564 21.85897436] ; [13.85897436 33.14102564],0
n5,1,0.586323,0.296123,[21 10] ; [29 18],[19.87179487 11.12820513] ; [30.12820513 16.87179487],0
a3,1,0.608531,0.26232,[18 13] ; [30 17],[19.07692308 11.92307692] ; [28.92307692 18.07692308],0
u1,1,0.65105,0.204579,[ 2 29] ; [ 2 46],[ 1.56962025 29.43037975] ; [ 2.43037975 45.56962025],0
v2,1,0.690408,0.158644,[11 20] ; [18 27],[11.82894737 19.17105263] ; [17.17105263 27.82894737],0
a7,1,0.719947,0.128543,[15 15] ; [26 22],[15.76923077 14.23076923] ; [25.23076923 22.76923077],0
a1,1,0.734113,0.115368,[ 4 27] ; [ 5 43],[ 3.53164557 27.46835443] ; [ 5.46835443 42.53164557],0
p8,1,0.739673,0.110414,[ 9 22] ; [15 31],[ 9.66233766 21.33766234] ; [14.33766234 31.66233766],0
a6,1,0.824227,0.049333,[16 15] ; [26 22],[16.48101266 14.51898734] ; [25.51898734 22.48101266],0
a5,1,0.824227,0.049333,[16 15] ; [26 22],[16.48101266 14.51898734] ; [25.51898734 22.48101266],0
