Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,38.63531,[ 22 138] ; [61 69],[ 45.79310345 114.20689655] ; [37.20689655 92.79310345],1
u1,1,0.140027,2.177658,[ 26 137] ; [ 30 102],[ 30.94237288 132.05762712] ; [ 25.05762712 106.94237288],0
p12,1,0.153484,2.037283,[  7 155] ; [ 11 121],[  9.91836735 152.08163265] ; [  8.08163265 123.91836735],0
n1,1,0.159678,1.977273,[25 33] ; [ 8 21],[22. 36.] ; [11. 18.],0
b4,1,0.194603,1.682422,[84 79] ; [78 54],[89.51186441 73.48813559] ; [72.48813559 59.51186441],0
p8,1,0.219073,1.510433,[67 94] ; [63 66],[72.17241379 88.82758621] ; [57.82758621 71.17241379],0
v4,1,0.225772,1.467303,[145  18] ; [121   9],[147.97952218  15.02047782] ; [118.02047782  11.97952218],0
s6,1,0.230632,1.436958,[93 66] ; [85 45],[97.93079585 61.06920415] ; [80.06920415 49.93079585],0
a4,1,0.236279,1.402656,[91 71] ; [65 67],[85.95918367 76.04081633] ; [70.04081633 61.95918367],0
d4,1,0.320958,0.985039,[133  29] ; [114  18],[136.10204082  25.89795918] ; [110.89795918  21.10204082],0
s7,1,0.331667,0.942379,[68 86] ; [62 62],[72.01438849 81.98561151] ; [57.98561151 66.01438849],0
p11,1,0.352092,0.865905,[113  50] ; [98 34],[116.58644068  46.41355932] ; [94.41355932 37.58644068],0
b1,1,0.363743,0.824929,[69 94] ; [49 83],[65.2 97.8] ; [52.8 79.2],0
p6,1,0.373282,0.792711,[ 51 111] ; [35 96],[ 47.54948805 114.45051195] ; [38.45051195 92.54948805],0
p5,1,0.388831,0.742596,[ 17 145] ; [ 10 122],[ 14.87755102 147.12244898] ; [ 12.12244898 119.87755102],0
p1,1,0.402758,0.700076,[ 14 148] ; [  8 124],[ 12.12244898 149.87755102] ; [  9.87755102 122.12244898],0
a6,1,0.403014,0.699316,[117  45] ; [101  31],[120.12244898  41.87755102] ; [97.87755102 34.12244898],0
u2,1,0.433988,0.612126,[22 16] ; [14 15],[20.41791045 17.58208955] ; [15.58208955 13.41791045],0
a2,1,0.443162,0.588083,[ 44 119] ; [41 91],[ 46.96610169 116.03389831] ; [38.03389831 93.96610169],0
n5,1,0.454733,0.558828,[115  47] ; [87 43],[112.06849315  49.93150685] ; [89.93150685 40.06849315],0
p2,1,0.466021,0.531396,[125  37] ; [97 35],[122.32653061  39.67346939] ; [99.67346939 32.32653061],0
d1,1,0.501146,0.452509,[100  63] ; [86 46],[102.77288136  60.22711864] ; [83.22711864 48.77288136],0
a8,1,0.518956,0.415968,[ 18 135] ; [ 11 107],[ 16.37269373 136.62730627] ; [ 12.62730627 105.37269373],0
s4,1,0.566914,0.327873,[ 31 130] ; [ 22 110],[ 29.12286689 131.87713311] ; [ 23.87713311 108.12286689],0
n6,1,0.568914,0.324503,[128  34] ; [107  24],[129.93174061  32.06825939] ; [105.06825939  25.93174061],0
s8,1,0.598037,0.277966,[ 57 105] ; [50 81],[ 59.16040956 102.83959044] ; [47.83959044 83.16040956],0
d3,1,0.617067,0.250011,[111  51] ; [94 38],[112.95918367  49.04081633] ; [92.04081633 39.95918367],0
b2,1,0.61834,0.248207,[33 64] ; [29 48],[34.56321839 62.43678161] ; [27.43678161 49.56321839],0
b3,1,0.61834,0.248207,[33 64] ; [29 48],[34.56321839 62.43678161] ; [27.43678161 49.56321839],0
u3,1,0.641439,0.216865,[20 17] ; [15 16],[19.04411765 17.95588235] ; [15.95588235 15.04411765],0
d2,1,0.737885,0.111994,[89 71] ; [76 56],[90.4109589 69.5890411] ; [74.5890411 57.4109589],0
b5,1,0.812291,0.056393,[85 78] ; [67 65],[83.98644068 79.01355932] ; [68.01355932 63.98644068],0
n4,1,0.816942,0.053583,[129  34] ; [103  29],[128.18983051  34.81016949] ; [103.81016949  28.18983051],0
a3,1,0.89615,0.017037,[125  37] ; [101  31],[124.53061224  37.46938776] ; [101.46938776  30.53061224],0
a1,1,0.978833,0.000704,[ 10 153] ; [  8 124],[  9.94576271 153.05423729] ; [  8.05423729 123.94576271],0
