Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,21.00781,[37 42] ; [ 23 109],[22.46445498 56.53554502] ; [37.53554502 94.46445498],1
p6,1,5e-06,20.694177,[25 54] ; [ 10 122],[13.1042654 65.8957346] ; [ 21.8957346 110.1042654],1
p2,1,1.7e-05,18.473395,[67 13] ; [73 60],[52.58215962 27.41784038] ; [87.41784038 45.58215962],1
p4,1,6.6e-05,15.922064,[33 47] ; [ 22 111],[20.657277 59.342723] ; [34.342723 98.657277],1
n3,1,0.000296,13.098699,[25  3] ; [24 26],[17.58974359 10.41025641] ; [31.41025641 18.58974359],1
v4,1,0.003376,8.592471,[73  7] ; [99 33],[64.90566038 15.09433962] ; [107.09433962  24.90566038],0
s2,1,0.003443,8.556603,[20 60] ; [ 13 118],[12.51184834 67.48815166] ; [ 20.48815166 110.51184834],0
r4,1,0.004447,8.091832,[65 16] ; [82 51],[55.64018692 25.35981308] ; [91.35981308 41.64018692],0
s3,1,0.006157,7.503913,[27 52] ; [ 23 108],[18.80952381 60.19047619] ; [31.19047619 99.80952381],0
r3,1,0.007867,7.063462,[74  7] ; [101  30],[66.86320755 14.13679245] ; [108.13679245  22.86320755],0
p11,1,0.016765,5.72085,[60 21] ; [77 56],[51.85514019 29.14485981] ; [85.14485981 47.85514019],0
n6,1,0.022044,5.242321,[62 19] ; [81 51],[54.38028169 26.61971831] ; [88.61971831 43.38028169],0
v1,1,0.048341,3.8981,[32 48] ; [35 95],[25.52380952 54.47619048] ; [41.47619048 88.52380952],0
d2,1,0.048994,3.875568,[44 37] ; [53 78],[37.06132075 43.93867925] ; [59.93867925 71.06132075],0
r1,1,0.06446,3.418749,[57 23] ; [78 55],[50.70422535 29.29577465] ; [84.29577465 48.70422535],0
v2,1,0.064725,3.41197,[38 39] ; [46 81],[31.70588235 45.29411765] ; [52.29411765 74.70588235],0
u1,1,0.073444,3.204326,[ 3 78] ; [ 14 119],[ 6.43457944 74.56542056] ; [ 10.56542056 122.43457944],0
b1,1,0.0754,3.161361,[26 55] ; [59 74],[32.1728972 48.8271028] ; [52.8271028 80.1728972],0
d1,1,0.103246,2.654674,[44 37] ; [57 76],[38.22897196 42.77102804] ; [62.77102804 70.22897196],0
p10,1,0.112188,2.523132,[52 29] ; [69 61],[46.45023697 34.54976303] ; [74.54976303 55.45023697],0
u3,1,0.145969,2.11388,[ 7 19] ; [22 28],[ 9.92105263 16.07894737] ; [19.07894737 30.92105263],0
a1,1,0.167297,1.906999,[ 2 79] ; [  9 124],[ 4.1635514 76.8364486] ; [  6.8364486 126.1635514],0
p9,1,0.195449,1.676057,[55 25] ; [76 51],[50.62801932 29.37198068] ; [80.37198068 46.62801932],0
r2,1,0.22005,1.504046,[70  9] ; [107  23],[66.90430622 12.09569378] ; [110.09569378  19.90430622],0
p1,1,0.229,1.447062,[ 2 79] ; [  8 124],[ 3.8028169 77.1971831] ; [  6.1971831 125.8028169],0
b2,1,0.244215,1.356099,[14 29] ; [33 43],[16.98319328 26.01680672] ; [30.01680672 45.98319328],0
b3,1,0.244215,1.356099,[14 29] ; [33 43],[16.98319328 26.01680672] ; [30.01680672 45.98319328],0
n2,1,0.299347,1.077102,[19  8] ; [31 22],[16.875 10.125] ; [33.125 19.875],0
s5,1,0.314107,1.013326,[ 9 72] ; [  9 118],[ 7.00961538 73.99038462] ; [ 10.99038462 116.00961538],0
a3,1,0.38468,0.755691,[55 25] ; [83 49],[52.0754717 27.9245283] ; [85.9245283 46.0754717],0
u2,1,0.412173,0.672525,[13 12] ; [21 29],[11.33333333 13.66666667] ; [22.66666667 27.33333333],0
a7,1,0.436705,0.604924,[46 34] ; [83 49],[48.67924528 31.32075472] ; [80.32075472 51.67924528],0
s8,1,0.449817,0.571113,[12 69] ; [ 15 118],[10.21962617 70.78037383] ; [ 16.78037383 116.21962617],0
a8,1,0.450646,0.569027,[ 9 67] ; [ 11 117],[ 7.45098039 68.54901961] ; [ 12.54901961 115.45098039],0
s4,1,0.454649,0.559035,[ 5 76] ; [ 12 121],[ 6.43457944 74.56542056] ; [ 10.56542056 122.43457944],0
n4,1,0.454785,0.558699,[47 34] ; [84 49],[49.58411215 31.41588785] ; [81.41588785 51.58411215],0
b4,1,0.535296,0.384327,[44 37] ; [78 55],[46.17757009 34.82242991] ; [75.82242991 57.17757009],0
a6,1,0.598699,0.276963,[47 34] ; [82 51],[48.8271028 32.1728972] ; [80.1728972 52.8271028],0
n1,1,0.622139,0.242872,[ 8 17] ; [20 33],[ 8.97435897 16.02564103] ; [19.02564103 33.97435897],0
n5,1,0.629043,0.233361,[47 34] ; [81 51],[48.67605634 32.32394366] ; [79.32394366 52.67605634],0
s7,1,0.643065,0.214756,[13 61] ; [ 19 107],[11.84 62.16] ; [ 20.16 105.84],0
v3,1,0.687988,0.161272,[21 57] ; [31 96],[19.78536585 58.21463415] ; [32.21463415 94.78536585],0
d4,1,0.723479,0.125184,[57 23] ; [97 35],[58.11320755 21.88679245] ; [95.88679245 36.11320755],0
a5,1,0.737439,0.112391,[45 36] ; [77 56],[46.17757009 34.82242991] ; [75.82242991 57.17757009],0
d5,1,0.781943,0.076612,[55 25] ; [89 44],[54.08450704 25.91549296] ; [89.91549296 43.08450704],0
s1,1,0.794695,0.067714,[ 3 76] ; [  6 126],[ 3.36966825 75.63033175] ; [  5.63033175 126.36966825],0
a4,1,0.839462,0.041039,[32 49] ; [54 78],[32.70422535 48.29577465] ; [53.29577465 78.70422535],0
p5,1,0.839903,0.040811,[ 2 77] ; [  4 129],[ 2.23584906 76.76415094] ; [  3.76415094 129.23584906],0
