Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,46.4754,[158  79] ; [27 75],[129.33628319 107.66371681] ; [55.66371681 46.33628319],1
a3,1,0.0,34.498294,[171  65] ; [39 62],[147.06231454  88.93768546] ; [62.93768546 38.06231454],1
d5,1,0.0,32.659923,[207  30] ; [61 41],[187.36283186  49.63716814] ; [80.63716814 21.36283186],1
a4,1,0.0,31.688715,[127 108] ; [21 80],[103.51190476 131.48809524] ; [44.48809524 56.51190476],1
d4,1,0.0,25.981592,[201  36] ; [60 41],[183.00887574  53.99112426] ; [77.99112426 23.00887574],1
d2,1,0.0,25.627093,[133 101] ; [27 74],[111.76119403 122.23880597] ; [48.23880597 52.76119403],1
a6,1,1.8e-05,18.40757,[181  56] ; [54 48],[164.2920354  72.7079646] ; [70.7079646 31.2920354],1
r1,1,7.7e-05,15.639968,[190  45] ; [61 40],[175.55059524  59.44940476] ; [75.44940476 25.55059524],1
u1,1,9.9e-05,15.148529,[ 41 196] ; [  2 100],[ 30.0619469 206.9380531] ; [12.9380531 89.0619469],1
p10,1,0.000448,12.321816,[188  44] ; [63 37],[175.39759036  56.60240964] ; [75.60240964 24.39759036],1
d3,1,0.000556,11.918721,[163  74] ; [50 52],[148.91150442  88.08849558] ; [64.08849558 37.91150442],1
r2,1,0.001319,10.315168,[219  12] ; [85 16],[211.51807229  19.48192771] ; [92.48192771  8.51807229],0
a7,1,0.00417,8.208446,[181  56] ; [61 39],[170.18991098  66.81008902] ; [71.81008902 28.18991098],0
r4,1,0.007887,7.059033,[210  27] ; [79 23],[202.04424779  34.95575221] ; [86.95575221 15.04424779],0
p2,1,0.012639,6.218989,[191  43] ; [70 31],[182.31044776  51.68955224] ; [78.68955224 22.31044776],0
p4,1,0.016743,5.723087,[134 100] ; [43 57],[124.00598802 109.99401198] ; [52.99401198 47.00598802],0
p9,1,0.022197,5.230306,[189  44] ; [69 30],[181.06626506  51.93373494] ; [76.93373494 22.06626506],0
p8,1,0.022252,5.226007,[117 114] ; [37 63],[107.47432024 123.52567976] ; [46.52567976 53.47432024],0
s3,1,0.034459,4.471786,[ 77 156] ; [44 53],[ 85.43333333 147.56666667] ; [35.56666667 61.43333333],0
