Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.001453,10.137782,[20 11] ; [10 28],[13.47826087 17.52173913] ; [16.52173913 21.47826087],0
v3,1,0.008003,7.032842,[13 15] ; [ 6 31],[ 8.18461538 19.81538462] ; [10.81538462 26.18461538],0
p8,1,0.009094,6.804295,[ 6 25] ; [18 18],[11.10447761 19.89552239] ; [12.89552239 23.10447761],0
a6,1,0.036907,4.35472,[15 15] ; [29 10],[19.13043478 10.86956522] ; [24.86956522 14.13043478],0
a8,1,0.064862,3.408491,[ 6 23] ; [ 2 34],[ 3.56923077 25.43076923] ; [ 4.43076923 31.56923077],0
b1,1,0.081473,3.035269,[20 11] ; [17 22],[16.38571429 14.61428571] ; [20.61428571 18.38571429],0
b3,1,0.100582,2.696296,[ 2 16] ; [ 7 14],[ 4.15384615 13.84615385] ; [ 4.84615385 16.15384615],0
b2,1,0.100582,2.696296,[ 2 16] ; [ 7 14],[ 4.15384615 13.84615385] ; [ 4.84615385 16.15384615],0
a3,1,0.143794,2.13688,[22  9] ; [21 18],[19.04285714 11.95714286] ; [23.95714286 15.04285714],0
a5,1,0.143794,2.13688,[22  9] ; [21 18],[19.04285714 11.95714286] ; [23.95714286 15.04285714],0
s1,1,0.199767,1.644079,[ 3 27] ; [ 1 37],[ 1.76470588 28.23529412] ; [ 2.23529412 35.76470588],0
s7,1,0.232651,1.42458,[18 11] ; [17 19],[15.61538462 13.38461538] ; [19.38461538 16.61538462],0
b5,1,0.238476,1.389578,[21 10] ; [21 18],[18.6 12.4] ; [23.4 15.6],0
s3,1,0.243267,1.361562,[29  2] ; [33  6],[27.45714286  3.54285714] ; [34.54285714  4.45714286],0
d3,1,0.260846,1.264263,[23  7] ; [25 14],[20.86956522  9.13043478] ; [27.13043478 11.86956522],0
v4,1,0.271499,1.209159,[29  1] ; [35  4],[27.82608696  2.17391304] ; [36.17391304  2.82608696],0
r2,1,0.287421,1.131663,[28  1] ; [35  4],[26.86764706  2.13235294] ; [36.13235294  2.86764706],0
u2,1,0.29203,1.11024,[8 1] ; [12  5],[6.92307692 2.07692308] ; [13.07692308  3.92307692],0
p6,1,0.293836,1.101962,[ 7 23] ; [13 24],[ 8.95522388 21.04477612] ; [11.04477612 25.95522388],0
s8,1,0.294248,1.100083,[12 19] ; [20 19],[14.17142857 16.82857143] ; [17.82857143 21.17142857],0
d4,1,0.352476,0.864524,[27  3] ; [32  7],[25.65217391  4.34782609] ; [33.34782609  5.65217391],0
s5,1,0.380656,0.768581,[ 7 21] ; [13 24],[ 8.61538462 19.38461538] ; [11.38461538 25.61538462],0
r1,1,0.405222,0.692775,[24  7] ; [26 12],[22.46376812  8.53623188] ; [27.53623188 10.46376812],0
