Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.002133,9.431117,[100  31] ; [48 37],[89.75925926 41.24074074] ; [58.24074074 26.75925926],0
p2,1,0.003172,8.706073,[106  23] ; [54 30],[96.90140845 32.09859155] ; [63.09859155 20.90140845],0
p6,1,0.003243,8.665467,[36 91] ; [ 9 72],[27.47596154 99.52403846] ; [17.52403846 63.47596154],0
r3,1,0.006022,7.543769,[126   5] ; [73 12],[120.68981481  10.31018519] ; [78.31018519  6.68981481],0
b1,1,0.007501,7.149005,[41 90] ; [42 43],[50.33796296 80.66203704] ; [32.66203704 52.33796296],0
v4,1,0.008163,6.997314,[121   8] ; [70 15],[115.13551402  13.86448598] ; [75.86448598  9.13551402],0
a8,1,0.014189,6.014461,[ 15 107] ; [ 2 78],[ 10.26732673 111.73267327] ; [ 6.73267327 73.26732673],0
p9,1,0.021693,5.270278,[94 34] ; [49 35],[86.33962264 41.66037736] ; [56.66037736 27.33962264],0
p7,1,0.02311,5.160211,[75 54] ; [35 48],[66.93396226 62.06603774] ; [43.06603774 39.93396226],0
p10,1,0.035364,4.42752,[82 45] ; [42 42],[74.63507109 52.36492891] ; [49.36492891 34.63507109],0
r1,1,0.07053,3.270637,[88 43] ; [66 18],[93.83255814 37.16744186] ; [60.16744186 23.83255814],0
r2,1,0.07929,3.079387,[115  12] ; [70 15],[110.8254717  16.1745283] ; [74.1745283 10.8254717],0
p1,1,0.092423,2.831653,[  5 124] ; [ 8 76],[  7.87323944 121.12676056] ; [ 5.12676056 78.87323944],0
r4,1,0.141067,2.166279,[108  23] ; [63 22],[103.70833333  27.29166667] ; [67.29166667 17.70833333],0
u3,1,0.144446,2.129946,[23 27] ; [20 12],[26.2195122 23.7804878] ; [16.7804878 15.2195122],0
n4,1,0.155202,2.020362,[59 72] ; [30 55],[53.97685185 77.02314815] ; [35.02314815 49.97685185],0
s1,1,0.166061,1.918149,[  5 126] ; [ 7 78],[  7.27777778 123.72222222] ; [ 4.72222222 80.27777778],0
s5,1,0.202214,1.626309,[31 94] ; [14 67],[27.30582524 97.69417476] ; [17.69417476 63.30582524],0
s8,1,0.202781,1.622229,[41 89] ; [20 65],[36.88372093 93.11627907] ; [24.11627907 60.88372093],0
a7,1,0.237086,1.397835,[99 32] ; [58 27],[95.21759259 35.78240741] ; [61.78240741 23.21759259],0
v2,1,0.238092,1.391857,[67 60] ; [35 44],[62.88349515 64.11650485] ; [39.11650485 39.88349515],0
s2,1,0.242747,1.364572,[47 84] ; [24 61],[43.06018519 87.93981481] ; [27.93981481 57.06018519],0
s6,1,0.249293,1.327263,[65 64] ; [36 49],[60.88317757 68.11682243] ; [40.11682243 44.88317757],0
b5,1,0.254943,1.296013,[73 58] ; [54 31],[77.02314815 53.97685185] ; [49.97685185 35.02314815],0
u2,1,0.297265,1.086425,[27 23] ; [21 11],[29.26829268 20.73170732] ; [18.73170732 13.26829268],0
v1,1,0.34059,0.908209,[45 79] ; [36 48],[48.28846154 75.71153846] ; [32.71153846 51.28846154],0
s7,1,0.342593,0.900703,[38 91] ; [18 59],[35.06796117 93.93203883] ; [20.93203883 56.06796117],0
n3,1,0.357643,0.846154,[30  9] ; [18  9],[28.36363636 10.63636364] ; [19.63636364  7.36363636],0
a5,1,0.38268,0.762076,[77 54] ; [55 30],[80.05555556 50.94444444] ; [51.94444444 33.05555556],0
s3,1,0.386963,0.748465,[56 71] ; [32 52],[52.96682464 74.03317536] ; [35.03317536 48.96682464],0
p5,1,0.414105,0.666984,[  8 122] ; [ 3 80],[  6.71361502 123.28638498] ; [ 4.28638498 78.71361502],0
p12,1,0.414741,0.665168,[  6 125] ; [ 2 81],[  4.89719626 126.10280374] ; [ 3.10280374 79.89719626],0
a2,1,0.474346,0.511834,[ 17 114] ; [14 71],[ 18.80092593 112.19907407] ; [12.19907407 72.80092593],0
a1,1,0.480318,0.498141,[  5 126] ; [ 5 80],[  6.06481481 124.93518519] ; [ 3.93518519 81.06481481],0
v3,1,0.583327,0.300887,[30 93] ; [22 57],[31.66336634 91.33663366] ; [20.33663366 58.66336634],0
u1,1,0.585121,0.298028,[ 12 119] ; [ 6 79],[ 10.91666667 120.08333333] ; [ 7.08333333 77.91666667],0
n2,1,0.61624,0.251188,[26 13] ; [17 11],[25.02985075 13.97014925] ; [17.97014925 10.02985075],0
p4,1,0.626305,0.237105,[57 73] ; [34 50],[55.28037383 74.71962617] ; [35.71962617 48.28037383],0
d2,1,0.669172,0.182572,[50 81] ; [30 55],[48.51851852 82.48148148] ; [31.48148148 53.51851852],0
d4,1,0.687063,0.162283,[105  26] ; [70 15],[106.13425926  24.86574074] ; [68.86574074 16.13425926],0
p8,1,0.706663,0.141633,[56 74] ; [34 50],[54.6728972 75.3271028] ; [35.3271028 48.6728972],0
d3,1,0.707754,0.14053,[88 43] ; [55 30],[86.72685185 44.27314815] ; [56.27314815 28.72685185],0
a4,1,0.791281,0.070038,[47 84] ; [29 56],[46.09259259 84.90740741] ; [29.90740741 55.09259259],0
d1,1,0.796331,0.066615,[64 67] ; [40 45],[63.07407407 67.92592593] ; [40.92592593 44.07407407],0
b4,1,0.810535,0.057473,[78 53] ; [52 33],[78.84259259 52.15740741] ; [51.15740741 33.84259259],0
n1,1,0.810959,0.057212,[ 9 31] ; [ 7 21],[ 9.41176471 30.58823529] ; [ 6.58823529 21.41176471],0
b2,1,0.884818,0.020986,[21 49] ; [15 33],[21.3559322 48.6440678] ; [14.6440678 33.3559322],0
b3,1,0.884818,0.020986,[21 49] ; [15 33],[21.3559322 48.6440678] ; [14.6440678 33.3559322],0
d5,1,0.891774,0.018512,[96 35] ; [63 22],[96.43055556 34.56944444] ; [62.56944444 22.43055556],0
p3,1,0.941365,0.00541,[48 83] ; [30 53],[47.74766355 83.25233645] ; [30.25233645 52.74766355],0
a3,1,0.957488,0.002841,[80 50] ; [52 33],[79.81395349 50.18604651] ; [52.18604651 32.81395349],0
a6,1,0.964278,0.002006,[79 52] ; [51 34],[78.84259259 52.15740741] ; [51.15740741 33.84259259],0
