Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,26.135261,[61 28] ; [ 8 32],[47.60465116 41.39534884] ; [21.39534884 18.60465116],1
p3,1,6.4e-05,15.987593,[58 32] ; [11 30],[47.40458015 42.59541985] ; [21.59541985 19.40458015],1
p6,1,0.000138,14.53048,[52 38] ; [ 9 32],[41.90839695 48.09160305] ; [19.09160305 21.90839695],1
p4,1,0.000287,13.154129,[65 25] ; [16 25],[55.64885496 34.35114504] ; [25.35114504 15.64885496],1
p2,1,0.002282,9.307272,[78 12] ; [26 15],[71.45038168 18.54961832] ; [32.54961832  8.45038168],0
s7,1,0.008634,6.897101,[60 28] ; [18 23],[53.20930233 34.79069767] ; [24.79069767 16.20930233],0
d5,1,0.010712,6.512497,[76 13] ; [27 14],[70.51538462 18.48461538] ; [32.48461538  8.51538462],0
b1,1,0.021319,5.300497,[36 54] ; [ 8 33],[30.22900763 59.77099237] ; [13.77099237 27.22900763],0
s8,1,0.046364,3.968329,[52 38] ; [16 25],[46.71755725 43.28244275] ; [21.28244275 19.71755725],0
v3,1,0.050407,3.827853,[30 57] ; [ 7 33],[25.34645669 61.65354331] ; [11.65354331 28.34645669],0
p5,1,0.053124,3.740001,[12 78] ; [ 1 40],[ 8.93129771 81.06870229] ; [ 4.06870229 36.93129771],0
p1,1,0.053124,3.740001,[12 78] ; [ 1 40],[ 8.93129771 81.06870229] ; [ 4.06870229 36.93129771],0
v1,1,0.065916,3.381906,[48 41] ; [15 26],[43.13076923 45.86923077] ; [19.86923077 21.13076923],0
a7,1,0.076544,3.136802,[58 31] ; [33  8],[62.3 26.7] ; [28.7 12.3],0
s6,1,0.093027,2.821203,[77 10] ; [30  9],[73.88095238 13.11904762] ; [33.11904762  5.88095238],0
p10,1,0.103896,2.644689,[86  4] ; [36  5],[83.81679389  6.18320611] ; [38.18320611  2.81679389],0
n5,1,0.115141,2.482199,[69 21] ; [26 15],[65.26717557 24.73282443] ; [29.73282443 11.26717557],0
n3,1,0.115659,2.475145,[20  3] ; [7 4],[18.26470588  4.73529412] ; [8.73529412 2.26470588],0
b4,1,0.179208,1.804179,[48 42] ; [27 14],[51.52671756 38.47328244] ; [23.47328244 17.52671756],0
d1,1,0.190223,1.71589,[57 33] ; [21 20],[53.58778626 36.41221374] ; [24.41221374 16.58778626],0
d2,1,0.198861,1.650722,[46 44] ; [16 25],[42.59541985 47.40458015] ; [19.40458015 21.59541985],0
v2,1,0.227658,1.455435,[47 40] ; [17 23],[43.84251969 43.15748031] ; [20.15748031 19.84251969],0
p11,1,0.241739,1.370423,[72 18] ; [29 12],[69.38931298 20.61068702] ; [31.61068702  9.38931298],0
r1,1,0.241739,1.370423,[72 18] ; [29 12],[69.38931298 20.61068702] ; [31.61068702  9.38931298],0
s5,1,0.243403,1.360778,[50 35] ; [16 18],[47.14285714 37.85714286] ; [18.85714286 15.14285714],0
a3,1,0.249621,1.325423,[66 24] ; [26 15],[63.20610687 26.79389313] ; [28.79389313 12.20610687],0
b5,1,0.252407,1.30993,[52 38] ; [28 13],[54.96183206 35.03816794] ; [25.03816794 15.96183206],0
n4,1,0.310118,1.030173,[65 25] ; [26 15],[62.51908397 27.48091603] ; [28.48091603 12.51908397],0
r2,1,0.331336,0.94367,[84  6] ; [39  1],[85.15384615  4.84615385] ; [37.84615385  2.15384615],0
u2,1,0.331993,0.94111,[ 9 15] ; [8 7],[10.46153846 13.53846154] ; [6.53846154 8.46153846],0
n6,1,0.358997,0.841398,[79 10] ; [34  7],[77.36153846 11.63846154] ; [35.63846154  5.36153846],0
d4,1,0.381695,0.765235,[71 19] ; [35  6],[72.82442748 17.17557252] ; [33.17557252  7.82442748],0
a2,1,0.41767,0.656861,[21 69] ; [ 7 34],[19.23664122 70.76335878] ; [ 8.76335878 32.23664122],0
p12,1,0.422748,0.642663,[ 8 82] ; [ 2 39],[ 6.87022901 83.12977099] ; [ 3.12977099 37.87022901],0
v4,1,0.428824,0.626007,[85  5] ; [40  1],[85.8778626  4.1221374] ; [39.1221374  1.8778626],0
a8,1,0.50346,0.447636,[ 4 81] ; [ 3 36],[ 4.7983871 80.2016129] ; [ 2.2016129 36.7983871],0
d3,1,0.512627,0.428702,[67 22] ; [33  8],[68.46153846 20.53846154] ; [31.53846154  9.46153846],0
a6,1,0.558526,0.342263,[59 31] ; [29 12],[60.45801527 29.54198473] ; [27.54198473 13.45801527],0
a4,1,0.578861,0.30808,[42 48] ; [17 24],[40.53435115 49.46564885] ; [18.46564885 22.53435115],0
s3,1,0.584814,0.298516,[65 25] ; [27 13],[63.69230769 26.30769231] ; [28.30769231 11.69230769],0
