Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.7e-05,18.482948,[36 67] ; [20  4],[45.41732283 57.58267717] ; [10.58267717 13.41732283],1
p8,1,0.000892,11.038767,[25 80] ; [14 10],[31.74418605 73.25581395] ; [ 7.25581395 16.74418605],1
p1,1,0.017622,5.633295,[ 6 98] ; [ 5 19],[ 8.9375 95.0625] ; [ 2.0625 21.9375],0
p2,1,0.031077,4.648681,[58 47] ; [19  5],[62.6744186 42.3255814] ; [14.3255814  9.6744186],0
b3,1,0.032398,4.577327,[15 50] ; [8 8],[18.45679012 46.54320988] ; [ 4.54320988 11.45679012],0
b2,1,0.032398,4.577327,[15 50] ; [8 8],[18.45679012 46.54320988] ; [ 4.54320988 11.45679012],0
s2,1,0.033123,4.539428,[32 71] ; [13 11],[36.49606299 66.50393701] ; [ 8.50393701 15.49606299],0
p4,1,0.034736,4.458104,[36 67] ; [14 10],[40.5511811 62.4488189] ; [ 9.4488189 14.5511811],0
d3,1,0.063478,3.444095,[57 48] ; [18  6],[61.04651163 43.95348837] ; [13.95348837 10.04651163],0
d5,1,0.075891,3.150782,[80 25] ; [14 10],[76.51162791 28.48837209] ; [17.48837209  6.51162791],0
a6,1,0.084782,2.970758,[64 41] ; [10 14],[60.23255814 44.76744186] ; [13.76744186 10.23255814],0
s3,1,0.106252,2.609098,[46 58] ; [15  9],[49.5625 54.4375] ; [11.4375 12.5625],0
a3,1,0.111828,2.528191,[66 38] ; [11 13],[62.5625 41.4375] ; [14.4375  9.5625],0
v3,1,0.140732,2.169939,[37 64] ; [ 5 19],[33.936 67.064] ; [ 8.064 15.936],0
a5,1,0.150746,2.064683,[69 36] ; [12 12],[65.93023256 39.06976744] ; [15.06976744  8.93023256],0
n3,1,0.155318,2.019231,[20 15] ; [6 1],[21.66666667 13.33333333] ; [4.33333333 2.66666667],0
s6,1,0.161257,1.962399,[47 58] ; [14  9],[50.0390625 54.9609375] ; [10.9609375 12.0390625],0
b4,1,0.179283,1.803561,[72 33] ; [13 11],[69.18604651 35.81395349] ; [15.81395349  8.18604651],0
p3,1,0.186085,1.748347,[29 75] ; [10 14],[31.6875 72.3125] ; [ 7.3125 16.6875],0
u3,1,0.187986,1.733333,[26 13] ; [6 7],[24. 15.] ; [8. 5.],0
p5,1,0.209863,1.572373,[  3 102] ; [ 2 22],[  4.06976744 100.93023256] ; [ 0.93023256 23.06976744],0
b1,1,0.269566,1.218954,[57 48] ; [16  8],[59.41860465 45.58139535] ; [13.58139535 10.41860465],0
v1,1,0.288894,1.124769,[36 69] ; [11 13],[38.25581395 66.74418605] ; [ 8.74418605 15.25581395],0
n6,1,0.296811,1.088468,[67 38] ; [18  6],[69.18604651 35.81395349] ; [15.81395349  8.18604651],0
s7,1,0.302431,1.063444,[29 69] ; [ 9 13],[31.03333333 66.96666667] ; [ 6.96666667 15.03333333],0
n1,1,0.340778,0.907501,[14 23] ; [4 3],[15.13636364 21.86363636] ; [2.86363636 4.13636364],0
v2,1,0.352988,0.862685,[40 61] ; [12 12],[42.016 58.984] ; [ 9.984 14.016],0
s4,1,0.385417,0.753352,[12 93] ; [ 4 18],[13.22834646 91.77165354] ; [ 2.77165354 19.22834646],0
a2,1,0.394305,0.725625,[21 84] ; [ 3 21],[19.53488372 85.46511628] ; [ 4.46511628 19.53488372],0
a4,1,0.439665,0.597157,[41 64] ; [ 7 16],[39.375 65.625] ; [ 8.625 14.375],0
d2,1,0.461524,0.542196,[52 52] ; [10 14],[50.375 53.625] ; [11.625 12.375],0
u2,1,0.471855,0.517628,[19 19] ; [8 5],[20.11764706 17.88235294] ; [6.88235294 6.11764706],0
v4,1,0.484429,0.488876,[89 14] ; [22  2],[90.02362205 12.97637795] ; [20.97637795  3.02362205],0
p10,1,0.490001,0.476524,[30 74] ; [ 5 18],[28.66141732 75.33858268] ; [ 6.33858268 16.66141732],0
s1,1,0.494224,0.467317,[ 9 96] ; [ 1 22],[ 8.203125 96.796875] ; [ 1.796875 21.203125],0
b5,1,0.51726,0.419354,[58 47] ; [15  9],[59.41860465 45.58139535] ; [13.58139535 10.41860465],0
d1,1,0.541029,0.373636,[51 54] ; [10 14],[49.65116279 55.34883721] ; [11.34883721 12.65116279],0
d4,1,0.618891,0.24743,[78 25] ; [17  7],[77.04724409 25.95275591] ; [17.95275591  6.04724409],0
r3,1,0.650205,0.205642,[92 12] ; [22  2],[92.625 11.375] ; [21.375  2.625],0
r4,1,0.652234,0.203095,[88 17] ; [21  3],[88.72093023 16.27906977] ; [20.27906977  3.72093023],0
a8,1,0.700883,0.147555,[10 83] ; [ 3 19],[10.51304348 82.48695652] ; [ 2.48695652 19.51304348],0
a7,1,0.720649,0.127872,[69 35] ; [15  9],[68.25 35.75] ; [15.75  8.25],0
s8,1,0.740507,0.109682,[24 81] ; [ 6 17],[24.609375 80.390625] ; [ 5.390625 17.609375],0
a1,1,0.762693,0.091172,[ 6 99] ; [ 1 23],[ 5.69767442 99.30232558] ; [ 1.30232558 22.69767442],0
u1,1,0.76651,0.088175,[15 90] ; [ 4 20],[15.46511628 89.53488372] ; [ 3.53488372 20.46511628],0
s5,1,0.775013,0.081695,[21 84] ; [ 4 19],[20.5078125 84.4921875] ; [ 4.4921875 18.5078125],0
p11,1,0.833179,0.044363,[55 50] ; [12 12],[54.53488372 50.46511628] ; [12.46511628 11.53488372],0
n4,1,0.899713,0.015882,[73 32] ; [17  7],[73.25581395 31.74418605] ; [16.74418605  7.25581395],0
n5,1,0.915269,0.01132,[60 45] ; [14 10],[60.23255814 44.76744186] ; [13.76744186 10.23255814],0
r2,1,0.915997,0.011126,[96  8] ; [22  2],[95.875  8.125] ; [22.125  1.875],0
