Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.838138,[99 49] ; [ 2 33],[81.68306011 66.31693989] ; [19.31693989 15.68306011],1
p11,1,0.0,30.422512,[114  34] ; [10 25],[100.28415301  47.71584699] ; [23.71584699 11.28415301],1
n6,1,0.0,29.476906,[123  25] ; [13 21],[110.59340659  37.40659341] ; [25.40659341  8.59340659],1
v4,1,0.0,27.088075,[128  18] ; [17 18],[116.96132597  29.03867403] ; [28.03867403  6.96132597],1
p9,1,3e-06,21.931449,[121  25] ; [14 18],[110.73033708  35.26966292] ; [24.26966292  7.73033708],1
p2,1,4e-06,21.391206,[109  36] ; [12 23],[97.47222222 47.52777778] ; [23.52777778 11.47222222],1
p10,1,2.4e-05,17.825456,[105  38] ; [12 22],[94.52542373 48.47457627] ; [22.47457627 11.52542373],1
s6,1,0.000925,10.971787,[74 71] ; [ 7 28],[65.25 79.75] ; [15.75 19.25],1
n2,1,0.001421,10.178571,[33  9] ; [ 5 10],[28. 14.] ; [10.  5.],0
d4,1,0.001917,9.627578,[108  40] ; [16 19],[100.28415301  47.71584699] ; [23.71584699 11.28415301],0
s8,1,0.002154,9.413195,[ 46 102] ; [ 2 33],[ 38.81967213 109.18032787] ; [ 9.18032787 25.81967213],0
b5,1,0.002476,9.158488,[100  48] ; [14 21],[92.19672131 55.80327869] ; [21.80327869 13.19672131],0
v2,1,0.002596,9.071903,[66 78] ; [ 6 28],[58.24719101 85.75280899] ; [13.75280899 20.24719101],0
n3,1,0.010701,6.514286,[32 10] ; [6 9],[28. 14.] ; [10.  5.],0
a7,1,0.011131,6.44429,[90 58] ; [13 22],[83.30054645 64.69945355] ; [19.69945355 15.30054645],0
p6,1,0.01141,6.400349,[48 94] ; [ 4 30],[ 41.95454545 100.04545455] ; [10.04545455 23.95454545],0
s7,1,0.015051,5.910462,[47 93] ; [ 4 29],[41.2716763 98.7283237] ; [ 9.7283237 23.2716763],0
