Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-05,19.586069,[241 113] ; [19 33],[226.69950739 127.30049261] ; [33.30049261 18.69950739],1
p8,1,4.4e-05,16.672854,[221 127] ; [18 35],[207.41147132 140.58852868] ; [31.58852868 21.41147132],1
p9,1,6.2e-05,16.036486,[325  26] ; [39 13],[317.03225806  33.96774194] ; [46.96774194  5.03225806],1
p7,1,0.000892,11.039478,[257  92] ; [26 25],[246.9175 102.0825] ; [36.0825 14.9175],1
v4,1,0.001703,9.844733,[339  12] ; [46  7],[334.49257426  16.50742574] ; [50.50742574  2.49257426],0
d5,1,0.006444,7.42165,[306  50] ; [37 15],[299.28431373  56.71568627] ; [43.71568627  8.28431373],0
d3,1,0.013448,6.109203,[264  92] ; [30 22],[256.52941176  99.47058824] ; [37.47058824 14.52941176],0
p3,1,0.017785,5.617194,[206 150] ; [21 31],[198.06862745 157.93137255] ; [28.93137255 23.06862745],0
a3,1,0.026849,4.900468,[277  78] ; [34 19],[270.6004902  84.3995098] ; [40.3995098 12.6004902],0
r4,1,0.030888,4.659182,[328  28] ; [44  9],[323.79462103  32.20537897] ; [48.20537897  4.79462103],0
p6,1,0.03135,4.633676,[142 208] ; [13 39],[134.95024876 215.04975124] ; [20.04975124 31.95024876],0
a5,1,0.032092,4.593594,[282  74] ; [35 18],[275.92176039  80.07823961] ; [41.07823961 11.92176039],0
v1,1,0.032879,4.552045,[238 108] ; [28 24],[231.24623116 114.75376884] ; [34.75376884 17.24623116],0
s4,1,0.045268,4.008625,[ 40 314] ; [11 41],[ 44.4679803 309.5320197] ; [ 6.5320197 45.4679803],0
a2,1,0.058782,3.571428,[ 89 267] ; [ 7 46],[ 83.5599022 272.4400978] ; [12.4400978 40.5599022],0
v3,1,0.064329,3.422114,[204 143] ; [24 29],[197.79 149.21] ; [30.21 22.79],0
n3,1,0.06536,3.395868,[51 11] ; [7 5],[48.59459459 13.40540541] ; [9.40540541 2.59459459],0
n6,1,0.077844,3.10935,[315  38] ; [42 10],[311.16296296  41.83703704] ; [45.83703704  6.16296296],0
b1,1,0.084717,2.972007,[112 244] ; [23 30],[117.50611247 238.49388753] ; [17.49388753 35.50611247],0
a1,1,0.089789,2.878154,[ 19 337] ; [ 6 47],[ 21.7603912 334.2396088] ; [ 3.2396088 49.7603912],0
p10,1,0.105035,2.627372,[313  39] ; [43 10],[309.41234568  42.58765432] ; [46.58765432  6.41234568],0
d4,1,0.11171,2.529867,[309  46] ; [41 11],[305.28255528  49.71744472] ; [44.71744472  7.28255528],0
d1,1,0.11845,2.437698,[234 122] ; [29 24],[228.9193154 127.0806846] ; [34.0806846 18.9193154],0
a7,1,0.144289,2.131616,[273  81] ; [36 17],[268.76167076  85.23832924] ; [40.23832924 12.76167076],0
r1,1,0.15517,2.020679,[301  53] ; [41 12],[297.46437346  56.53562654] ; [44.53562654  8.46437346],0
n5,1,0.160737,1.967283,[282  70] ; [38 15],[278.12345679  73.87654321] ; [41.87654321 11.12345679],0
p12,1,0.161481,1.960299,[ 37 317] ; [ 9 44],[ 40.00982801 313.99017199] ; [ 5.99017199 47.00982801],0
b2,1,0.173823,1.84966,[ 93 136] ; [10 25],[ 89.34469697 139.65530303] ; [13.65530303 21.34469697],0
b3,1,0.173823,1.84966,[ 93 136] ; [10 25],[ 89.34469697 139.65530303] ; [13.65530303 21.34469697],0
p1,1,0.182051,1.780801,[ 33 323] ; [ 2 51],[ 30.46454768 325.53545232] ; [ 4.53545232 48.46454768],0
s7,1,0.190611,1.712891,[184 157] ; [23 29],[179.61068702 161.38931298] ; [27.38931298 24.61068702],0
r2,1,0.197147,1.663386,[331  18] ; [47  5],[328.98254364  20.01745636] ; [49.01745636  2.98254364],0
a6,1,0.250066,1.322937,[253 102] ; [33 19],[249.45945946 105.54054054] ; [36.54054054 15.45945946],0
