Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,144.39421,[ 42 185] ; [334 168],[117.08093278 109.91906722] ; [258.91906722 243.08093278],1
s3,1,0.0,127.97523,[ 57 170] ; [349 149],[127.12  99.88] ; [278.88 219.12],1
s7,1,0.0,94.031124,[ 52 167] ; [306 178],[111.52489331 107.47510669] ; [246.47510669 237.52489331],1
s8,1,0.0,78.999077,[ 50 179] ; [288 216],[105.59618008 123.40381992] ; [232.40381992 271.59618008],1
s5,1,0.0,61.342889,[ 32 192] ; [218 273],[ 78.32167832 145.67832168] ; [171.67832168 319.32167832],1
s4,1,1e-06,23.541928,[ 15 214] ; [104 394],[ 37.48418157 191.51581843] ; [ 81.51581843 416.48418157],1
p4,1,2e-06,22.719377,[109 119] ; [334 169],[138.17236662  89.82763338] ; [304.82763338 198.17236662],1
p12,1,0.00017,14.140549,[  6 222] ; [ 55 448],[ 19.02599179 208.97400821] ; [ 41.97400821 461.02599179],1
r1,1,0.000269,13.275889,[165  63] ; [423  81],[183.14754098  44.85245902] ; [404.85245902  99.14754098],1
p5,1,0.000273,13.24752,[ 12 214] ; [ 74 429],[ 26.6611797 199.3388203] ; [ 59.3388203 443.6611797],1
p6,1,0.000308,13.020005,[ 63 163] ; [209 290],[ 84.78896552 141.21103448] ; [187.21103448 311.78896552],1
p10,1,0.000485,12.172333,[172  54] ; [431  67],[188.22928177  37.77071823] ; [414.77071823  83.22928177],1
n5,1,0.001038,10.759236,[163  65] ; [415  90],[179.78717599  48.21282401] ; [398.21282401 106.78717599],0
p9,1,0.001194,10.500065,[180  45] ; [444  55],[193.92265193  31.07734807] ; [430.07734807  68.92265193],0
r4,1,0.001242,10.426163,[202  27] ; [480  26],[212.48707483  16.51292517] ; [469.51292517  36.48707483],0
u1,1,0.001272,10.3833,[ 28 201] ; [113 393],[ 43.93061224 185.06938776] ; [ 97.06938776 408.93061224],0
v1,1,0.003555,8.498216,[104 120] ; [286 206],[122.01117318 101.98882682] ; [267.98882682 224.01117318],0
a5,1,0.004314,8.146836,[152  77] ; [386 119],[167.85013624  61.14986376] ; [370.14986376 134.85013624],0
p3,1,0.004705,7.989338,[ 98 130] ; [274 231],[115.71077763 112.28922237] ; [256.28922237 248.71077763],0
d5,1,0.004933,7.903727,[172  56] ; [425  80],[185.69713506  42.30286494] ; [411.30286494  93.69713506],0
u4,1,0.013544,6.096654,[  1 228] ; [ 18 488],[  5.91972789 223.08027211] ; [ 13.08027211 492.91972789],0
u3,1,0.013993,6.039029,[34 43] ; [82 51],[42.53333333 34.46666667] ; [73.46666667 59.53333333],0
d4,1,0.017112,5.684834,[178  51] ; [428  76],[189.32332879  39.67667121] ; [416.67667121  87.32332879],0
a2,1,0.017809,5.614804,[ 43 186] ; [136 370],[ 55.77006803 173.22993197] ; [123.22993197 382.77006803],0
d3,1,0.037688,4.319056,[146  82] ; [362 143],[158.01364256  69.98635744] ; [349.98635744 155.01364256],0
p7,1,0.037861,4.311235,[134  93] ; [329 162],[146.38022284  80.61977716] ; [316.61977716 174.38022284],0
r2,1,0.039309,4.247471,[210  16] ; [483  18],[215.43053645  10.56946355] ; [477.56946355  23.43053645],0
n4,1,0.050789,3.815209,[174  55] ; [415  90],[183.76158038  45.23841962] ; [405.23841962  99.76158038],0
a3,1,0.065174,3.400565,[152  75] ; [371 133],[162.40902873  64.59097127] ; [360.59097127 143.40902873],0
s1,1,0.068231,3.325078,[  3 225] ; [ 19 479],[  6.90909091 221.09090909] ; [ 15.09090909 482.90909091],0
v3,1,0.075087,3.168152,[ 79 141] ; [212 281],[ 89.78962132 130.21037868] ; [201.21037868 291.78962132],0
u2,1,0.084002,2.985714,[34 42] ; [76 57],[40. 36.] ; [70. 63.],0
a4,1,0.12609,2.339989,[ 94 135] ; [237 266],[103.55054645 125.44945355] ; [227.44945355 275.55054645],0
p8,1,0.128164,2.314603,[109 117] ; [270 227],[118.47026279 107.52973721] ; [260.52973721 236.47026279],0
v4,1,0.170764,1.876226,[216  12] ; [489  16],[219.29058663   8.70941337] ; [485.70941337  19.29058663],0
a1,1,0.173056,1.85627,[  7 222] ; [ 27 479],[ 10.59319728 218.40680272] ; [ 23.40680272 482.59319728],0
b2,1,0.235941,1.40468,[60 77] ; [115 189],[54.36507937 82.63492063] ; [120.63492063 183.36507937],0
b3,1,0.235941,1.40468,[60 77] ; [115 189],[54.36507937 82.63492063] ; [120.63492063 183.36507937],0
a7,1,0.258219,1.27828,[161  67] ; [376 128],[167.26229508  60.73770492] ; [369.73770492 134.26229508],0
p2,1,0.259559,1.271107,[186  42] ; [427  76],[191.19562244  36.80437756] ; [421.80437756  81.19562244],0
b4,1,0.259702,1.270342,[127 102] ; [303 203],[133.97278912  95.02721088] ; [296.02721088 209.97278912],0
n1,1,0.274918,1.192041,[16 36] ; [39 59],[19.06666667 32.93333333] ; [35.93333333 62.06666667],0
n3,1,0.294904,1.097096,[42 11] ; [70 28],[39.31125828 13.68874172] ; [72.68874172 25.31125828],0
b5,1,0.298127,1.082555,[131  98] ; [310 196],[137.4  91.6] ; [303.6 202.4],0
d1,1,0.322541,0.978617,[131  98] ; [309 197],[137.08843537  91.91156463] ; [302.91156463 203.08843537],0
v2,1,0.461404,0.542488,[123  98] ; [286 202],[127.48801128  93.51198872] ; [281.51198872 206.48801128],0
d2,1,0.462857,0.538977,[108 120] ; [254 251],[112.60027285 115.39972715] ; [249.39972715 255.60027285],0
b1,1,0.464481,0.535075,[ 76 153] ; [182 324],[ 80.38367347 148.61632653] ; [177.61632653 328.38367347],0
p11,1,0.516522,0.420833,[191  38] ; [412  94],[187.87346939  41.12653061] ; [415.12653061  90.87346939],0
