Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,28.000284,[18 34] ; [106  34],[33.58333333 18.41666667] ; [90.41666667 49.58333333],1
d3,1,0.0,26.469145,[22 30] ; [112  27],[36.48167539 15.51832461] ; [97.51832461 41.48167539],1
u1,1,0.000726,11.42225,[ 2 50] ; [ 36 104],[10.29166667 41.70833333] ; [ 27.70833333 112.29166667],1
a2,1,0.000977,10.870563,[ 4 48] ; [43 97],[12.72916667 39.27083333] ; [ 34.27083333 105.72916667],1
a3,1,0.006621,7.373107,[28 24] ; [104  36],[35.75 16.25] ; [96.25 43.75],0
d4,1,0.009063,6.810277,[37 15] ; [122  18],[43.0625  8.9375] ; [115.9375  24.0625],0
a5,1,0.028332,4.807749,[31 21] ; [106  34],[37.10416667 14.89583333] ; [99.89583333 40.10416667],0
b5,1,0.033099,4.540667,[25 27] ; [91 49],[31.41666667 20.58333333] ; [84.58333333 55.41666667],0
p2,1,0.039333,4.246408,[42 10] ; [128  12],[46.04166667  5.95833333] ; [123.95833333  16.04166667],0
n3,1,0.039609,4.234557,[9 7] ; [26  5],[11.91489362  4.08510638] ; [23.08510638  7.91489362],0
v2,1,0.046956,3.946965,[16 35] ; [66 73],[22.01052632 28.98947368] ; [59.98947368 79.01052632],0
b1,1,0.062293,3.475255,[29 23] ; [57 83],[23.29166667 28.70833333] ; [62.70833333 77.29166667],0
r1,1,0.07326,3.208433,[37 15] ; [116  24],[41.4375 10.5625] ; [111.5625  28.4375],0
p4,1,0.089858,2.876919,[36 16] ; [113  27],[40.35416667 11.64583333] ; [108.64583333  31.35416667],0
s5,1,0.096454,2.763226,[25 22] ; [53 82],[20.14285714 26.85714286] ; [57.85714286 77.14285714],0
u4,1,0.119948,2.418001,[ 2 50] ; [  1 139],[ 0.8125 51.1875] ; [  2.1875 137.8125],0
v1,1,0.140638,2.170969,[21 30] ; [74 65],[25.5 25.5] ; [69.5 69.5],0
n6,1,0.15367,2.035439,[41 11] ; [122  18],[44.14583333  7.85416667] ; [118.85416667  21.14583333],0
d1,1,0.169523,1.887154,[27 25] ; [88 52],[31.14583333 20.85416667] ; [83.85416667 56.14583333],0
r4,1,0.228875,1.447839,[44  8] ; [127  13],[46.3125  5.6875] ; [124.6875  15.3125],0
u3,1,0.26102,1.263337,[13 11] ; [24 11],[15.05084746  8.94915254] ; [21.94915254 13.05084746],0
d5,1,0.269629,1.218631,[39 13] ; [115  25],[41.70833333 10.29166667] ; [112.29166667  27.70833333],0
s2,1,0.31426,1.012688,[28 24] ; [86 53],[31.03664921 20.96335079] ; [82.96335079 56.03664921],0
p7,1,0.318064,0.99689,[45  7] ; [110  27],[42.64550265  9.35449735] ; [112.35449735  24.64550265],0
p9,1,0.330468,0.947063,[42 10] ; [121  19],[44.14583333  7.85416667] ; [118.85416667  21.14583333],0
r2,1,0.363582,0.825484,[48  4] ; [131   6],[49.24867725  2.75132275] ; [129.75132275   7.24867725],0
p10,1,0.392481,0.731241,[39 12] ; [114  25],[41.06842105  9.93157895] ; [111.93157895  27.06842105],0
p11,1,0.404368,0.695299,[43  9] ; [108  32],[40.89583333 11.10416667] ; [110.10416667  29.89583333],0
