Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,57.75889,[ 3 30] ; [107  28],[21.60714286 11.39285714] ; [88.39285714 46.60714286],1
r1,1,0.0,29.518409,[ 7 26] ; [97 37],[20.5508982 12.4491018] ; [83.4491018 50.5508982],1
r3,1,3e-06,21.828208,[16 17] ; [115  19],[25.88622754  7.11377246] ; [105.11377246  28.88622754],1
v4,1,4.8e-05,16.530557,[17 16] ; [113  21],[25.68862275  7.31137725] ; [104.31137725  29.68862275],1
a5,1,0.027028,4.889013,[12 21] ; [78 57],[17.67857143 15.32142857] ; [72.32142857 62.67857143],0
a4,1,0.029093,4.7621,[ 8 25] ; [60 73],[13.51807229 19.48192771] ; [54.48192771 78.51807229],0
d1,1,0.034054,4.491979,[ 8 25] ; [60 75],[13.35714286 19.64285714] ; [54.64285714 80.35714286],0
a7,1,0.034219,4.483721,[14 19] ; [84 50],[19.36526946 13.63473054] ; [78.63473054 55.36526946],0
v3,1,0.035003,4.445026,[ 3 30] ; [34 95],[ 7.53703704 25.46296296] ; [29.46296296 99.53703704],0
d4,1,0.043222,4.086687,[18 15] ; [96 36],[22.8 10.2] ; [91.2 40.8],0
b1,1,0.047945,3.911916,[21 12] ; [60 75],[15.91071429 17.08928571] ; [65.08928571 69.91071429],0
u3,1,0.063053,3.45519,[ 4 15] ; [24 29],[ 7.38888889 11.61111111] ; [20.61111111 32.38888889],0
a3,1,0.06526,3.39838,[14 18] ; [82 51],[18.61818182 13.38181818] ; [77.38181818 55.61818182],0
a8,1,0.068489,3.31887,[ 5 25] ; [  8 117],[ 2.51612903 27.48387097] ; [ 10.48387097 114.51612903],0
d2,1,0.071461,3.249144,[10 23] ; [63 69],[14.6 18.4] ; [58.4 73.6],0
n2,1,0.088029,2.910046,[7 9] ; [37 18],[9.91549296 6.08450704] ; [34.08450704 20.91549296],0
d3,1,0.102474,2.66661,[14 19] ; [78 56],[18.17964072 14.82035928] ; [73.82035928 60.17964072],0
a2,1,0.121978,2.39174,[ 3 30] ; [ 28 107],[ 6.08928571 26.91071429] ; [ 24.91071429 110.08928571],0
p12,1,0.124204,2.363485,[ 2 31] ; [  2 132],[ 0.79041916 32.20958084] ; [  3.20958084 130.79041916],0
v1,1,0.147041,2.102679,[ 7 26] ; [46 88],[10.47305389 22.52694611] ; [42.52694611 91.47305389],0
n1,1,0.17943,1.802341,[ 4 12] ; [24 31],[6.30985915 9.69014085] ; [21.69014085 33.30985915],0
s5,1,0.217677,1.519621,[ 3 30] ; [ 24 110],[ 5.33532934 27.66467066] ; [ 21.66467066 112.33532934],0
v2,1,0.243798,1.358498,[ 9 24] ; [50 81],[11.87195122 21.12804878] ; [47.12804878 83.87195122],0
s6,1,0.303822,1.057343,[10 23] ; [54 81],[12.57142857 20.42857143] ; [51.42857143 83.57142857],0
a6,1,0.313085,1.017616,[16 17] ; [78 56],[18.5748503 14.4251497] ; [75.4251497 58.5748503],0
p11,1,0.321254,0.983833,[12 21] ; [62 73],[14.53571429 18.46428571] ; [59.46428571 75.53571429],0
p9,1,0.332336,0.939775,[ 7 25] ; [40 91],[ 9.22699387 22.77300613] ; [37.77300613 93.22699387],0
n4,1,0.334207,0.932526,[17 16] ; [82 53],[19.44642857 13.55357143] ; [79.55357143 55.44642857],0
p2,1,0.335075,0.929186,[16 17] ; [78 57],[18.46428571 14.53571429] ; [75.53571429 59.46428571],0
d5,1,0.341152,0.906099,[19 14] ; [89 45],[21.34131737 11.65868263] ; [86.65868263 47.34131737],0
