Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,53.860268,[136  20] ; [27 41],[113.51785714  42.48214286] ; [49.48214286 18.51785714],1
s8,1,0.0,48.44592,[115  40] ; [17 52],[91.33928571 63.66071429] ; [40.66071429 28.33928571],1
s3,1,0.0,32.744866,[125  28] ; [29 38],[107.1  45.9] ; [46.9 20.1],1
s6,1,0.0,31.314824,[147   8] ; [44 22],[133.95927602  21.04072398] ; [57.04072398  8.95927602],1
a3,1,0.000883,11.057692,[134  22] ; [46 23],[124.8  31.2] ; [55.2 13.8],1
p9,1,0.007297,7.198417,[146  10] ; [54 12],[140.54054054  15.45945946] ; [59.45945946  6.54054054],0
v3,1,0.009659,6.696809,[83 73] ; [23 44],[74.15246637 81.84753363] ; [31.84753363 35.15246637],0
r3,1,0.011759,6.346882,[151   5] ; [60  8],[146.94642857   9.05357143] ; [64.05357143  3.94642857],0
p6,1,0.012935,6.177949,[86 69] ; [25 42],[77.5 77.5] ; [33.5 33.5],0
v2,1,0.031857,4.606189,[102  54] ; [33 33],[94.86486486 61.13513514] ; [40.13513514 25.86486486],0
u3,1,0.032498,4.572008,[18  5] ; [11 12],[14.5  8.5] ; [14.5  8.5],0
u1,1,0.051227,3.800845,[ 44 113] ; [11 58],[ 38.2079646 118.7920354] ; [16.7920354 52.2079646],0
a2,1,0.062161,3.478773,[ 51 106] ; [14 55],[ 45.15486726 111.84513274] ; [19.84513274 49.15486726],0
p4,1,0.065657,3.388389,[114  41] ; [41 26],[108.22072072  46.77927928] ; [46.77927928 20.22072072],0
p3,1,0.072917,3.216108,[98 58] ; [34 34],[91.92857143 64.07142857] ; [40.07142857 27.92857143],0
s4,1,0.101121,2.68777,[ 39 116] ; [10 56],[ 34.36651584 120.63348416] ; [14.63348416 51.36651584],0
p12,1,0.110253,2.55059,[ 24 133] ; [ 5 62],[ 20.32589286 136.67410714] ; [ 8.67410714 58.32589286],0
v4,1,0.125134,2.35185,[152   3] ; [65  4],[150.15625   4.84375] ; [66.84375  2.15625],0
s1,1,0.147533,2.09758,[  9 145] ; [ 1 67],[  6.93693694 147.06306306] ; [ 3.06306306 64.93693694],0
d4,1,0.149403,2.078332,[133  22] ; [63  5],[136.23318386  18.76681614] ; [59.76681614  8.23318386],0
p2,1,0.16097,1.965091,[140  17] ; [56 12],[136.76444444  20.23555556] ; [59.23555556  8.76444444],0
p7,1,0.177456,1.8188,[120  32] ; [48 20],[116.07272727  35.92727273] ; [51.92727273 16.07272727],0
b4,1,0.186434,1.745578,[90 67] ; [46 23],[94.47787611 62.52212389] ; [41.52212389 27.47787611],0
a5,1,0.189381,1.722426,[134  23] ; [54 15],[130.60176991  26.39823009] ; [57.39823009 11.60176991],0
d3,1,0.19456,1.682743,[115  41] ; [45 24],[110.93333333  45.06666667] ; [49.06666667 19.93333333],0
u2,1,0.225872,1.466667,[14  8] ; [10 12],[12. 10.] ; [12. 10.],0
r1,1,0.226219,1.464478,[140  16] ; [58 11],[137.28  18.72] ; [60.72  8.28],0
r2,1,0.231064,1.434301,[151   4] ; [65  4],[149.46428571   5.53571429] ; [66.53571429  2.46428571],0
n6,1,0.237274,1.396716,[145   9] ; [61  7],[142.9009009  11.0990991] ; [63.0990991  4.9009009],0
p5,1,0.259097,1.273577,[ 41 116] ; [13 55],[ 37.68 119.32] ; [16.32 51.68],0
b5,1,0.292475,1.108195,[87 70] ; [33 36],[83.36283186 73.63716814] ; [36.63716814 32.36283186],0
a7,1,0.304641,1.053765,[108  49] ; [42 26],[104.66666667  52.33333333] ; [45.33333333 22.66666667],0
r4,1,0.389362,0.740932,[150   7] ; [64  5],[148.66371681   8.33628319] ; [65.33628319  3.66371681],0
n3,1,0.403867,0.696783,[25  9] ; [7 1],[25.9047619  8.0952381] ; [6.0952381 1.9047619],0
p8,1,0.42701,0.630943,[97 57] ; [39 29],[94.34234234 59.65765766] ; [41.65765766 26.34234234],0
d2,1,0.467911,0.526906,[92 64] ; [36 31],[89.5426009 66.4573991] ; [38.4573991 28.5426009],0
p10,1,0.480502,0.497725,[141  16] ; [58  9],[139.47767857  17.52232143] ; [59.52232143  7.47767857],0
a1,1,0.547759,0.361347,[ 10 147] ; [ 3 66],[  9.03097345 147.96902655] ; [ 3.96902655 65.03097345],0
b3,1,0.576224,0.31238,[44 62] ; [20 23],[45.53020134 60.46979866] ; [18.46979866 24.53020134],0
b2,1,0.576224,0.31238,[44 62] ; [20 23],[45.53020134 60.46979866] ; [18.46979866 24.53020134],0
d1,1,0.582848,0.301652,[106  51] ; [44 25],[104.20353982  52.79646018] ; [45.79646018 23.20353982],0
p1,1,0.592436,0.286556,[ 19 138] ; [10 58],[ 20.23555556 136.76444444] ; [ 8.76444444 59.23555556],0
a6,1,0.705275,0.143042,[97 58] ; [45 24],[98.25892857 56.74107143] ; [43.74107143 25.25892857],0
d5,1,0.722968,0.125666,[132  23] ; [60  9],[132.85714286  22.14285714] ; [59.14285714  9.85714286],0
a8,1,0.750331,0.101253,[ 23 115] ; [10 57],[ 22.21463415 115.78536585] ; [10.78536585 56.21463415],0
a4,1,0.784897,0.074498,[85 72] ; [36 33],[84.05752212 72.94247788] ; [36.94247788 32.05752212],0
n1,1,0.839128,0.041213,[18 16] ; [4 3],[18.24390244 15.75609756] ; [3.75609756 3.24390244],0
n5,1,0.919728,0.010156,[143  12] ; [63  5],[143.1838565  11.8161435] ; [62.8161435  5.1838565],0
b1,1,0.929739,0.007775,[65 92] ; [29 40],[65.30088496 91.69911504] ; [28.69911504 40.30088496],0
v1,1,0.930951,0.007508,[100  56] ; [44 24],[100.28571429  55.71428571] ; [43.71428571 24.28571429],0
p11,1,0.935937,0.006461,[129  28] ; [57 12],[129.21238938  27.78761062] ; [56.78761062 12.21238938],0
n2,1,0.953923,0.003339,[30  4] ; [7 1],[29.95238095  4.04761905] ; [7.04761905 0.95238095],0
