Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,8e-06,19.87387,[34 30] ; [136  30],[47.30434783 16.69565217] ; [122.69565217  43.30434783],1
u3,1,0.268925,1.222222,[10  5] ; [20 20],[8.18181818 6.81818182] ; [21.81818182 18.18181818],0
a1,1,0.275804,1.187651,[ 3 61] ; [ 15 152],[ 4.98701299 59.01298701] ; [ 13.01298701 153.98701299],0
n2,1,0.289651,1.121245,[11  4] ; [20  3],[12.23684211  2.76315789] ; [18.76315789  4.23684211],0
a8,1,0.292162,1.109631,[12 46] ; [ 22 128],[ 9.48076923 48.51923077] ; [ 24.51923077 125.48076923],0
a5,1,0.30901,1.034904,[47 17] ; [133  34],[49.87012987 14.12987013] ; [130.12987013  36.87012987],0
s6,1,0.318967,0.993176,[41 22] ; [115  45],[44.07174888 18.92825112] ; [111.92825112  48.07174888],0
d5,1,0.404355,0.695338,[56  8] ; [137  28],[53.93886463 10.06113537] ; [139.06113537  25.93886463],0
v2,1,0.434486,0.610803,[49 14] ; [135  29],[51.0660793 11.9339207] ; [132.9339207  31.0660793],0
n4,1,0.435252,0.608767,[53 11] ; [145  22],[54.85714286  9.14285714] ; [143.14285714  23.85714286],0
r1,1,0.445587,0.581852,[53 11] ; [144  22],[54.8173913  9.1826087] ; [142.1826087  23.8173913],0
d2,1,0.472044,0.517188,[35 29] ; [82 84],[32.55652174 31.44347826] ; [84.44347826 81.55652174],0
a6,1,0.483572,0.490796,[45 19] ; [108  57],[42.75982533 21.24017467] ; [110.24017467  54.75982533],0
u2,1,0.488775,0.479223,[9 5] ; [22 19],[7.89090909 6.10909091] ; [23.10909091 17.89090909],0
s3,1,0.492921,0.470143,[36 26] ; [104  61],[38.23788546 23.76211454] ; [101.76211454  63.23788546],0
s7,1,0.493776,0.468288,[39 25] ; [102  53],[41.20547945 22.79452055] ; [99.79452055 55.20547945],0
n5,1,0.52344,0.40711,[53 11] ; [143  23],[54.53913043  9.46086957] ; [141.46086957  24.53913043],0
r2,1,0.523783,0.406438,[60  4] ; [158   7],[60.92576419  3.07423581] ; [157.07423581   7.92576419],0
a2,1,0.64441,0.213021,[18 46] ; [ 42 125],[16.62337662 47.37662338] ; [ 43.37662338 123.62337662],0
b5,1,0.649447,0.206597,[37 27] ; [91 76],[35.46320346 28.53679654] ; [92.53679654 74.46320346],0
n1,1,0.692108,0.156813,[ 5 10] ; [ 6 16],[ 4.45945946 10.54054054] ; [ 6.54054054 15.45945946],0
r3,1,0.692984,0.155873,[63  1] ; [162   4],[62.60869565  1.39130435] ; [162.39130435   3.60869565],0
b2,1,0.694691,0.154054,[18 29] ; [45 63],[19.10322581 27.89677419] ; [43.89677419 64.10322581],0
b3,1,0.694691,0.154054,[18 29] ; [45 63],[19.10322581 27.89677419] ; [43.89677419 64.10322581],0
n6,1,0.722209,0.126386,[58  6] ; [151  13],[58.66666667  5.33333333] ; [150.33333333  13.66666667],0
s4,1,0.731543,0.1177,[10 54] ; [ 23 143],[ 9.1826087 54.8173913] ; [ 23.8173913 142.1826087],0
b1,1,0.737676,0.11218,[23 41] ; [ 64 103],[24.1038961 39.8961039] ; [ 62.8961039 104.1038961],0
s1,1,0.740862,0.10937,[ 2 61] ; [  4 163],[ 1.64347826 61.35652174] ; [  4.35652174 162.64347826],0
b4,1,0.76303,0.090905,[35 29] ; [95 72],[36.01731602 27.98268398] ; [93.98268398 73.01731602],0
a4,1,0.793965,0.068207,[30 34] ; [81 85],[30.88695652 33.11304348] ; [80.11304348 85.88695652],0
d4,1,0.836655,0.042508,[54 10] ; [141  24],[54.49781659  9.50218341] ; [140.50218341  24.49781659],0
n3,1,0.939048,0.005847,[12  4] ; [17  6],[11.8974359  4.1025641] ; [17.1025641  5.8974359],0
s2,1,0.943846,0.004961,[36 27] ; [94 72],[35.76419214 27.23580786] ; [94.23580786 71.76419214],0
p10,1,0.961957,0.002275,[58  6] ; [151  16],[57.9047619  6.0952381] ; [151.0952381  15.9047619],0
a3,1,0.974622,0.001012,[49 15] ; [126  39],[48.90829694 15.09170306] ; [126.09170306  38.90829694],0
