Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,8e-06,19.87387,[34 30] ; [136  30],[47.30434783 16.69565217] ; [122.69565217  43.30434783],1
p5,1,0.00019,13.925541,[ 3 61] ; [ 45 122],[13.2987013 50.7012987] ; [ 34.7012987 132.2987013],1
s5,1,0.000195,13.877235,[15 48] ; [83 79],[27.44 35.56] ; [70.56 91.44],1
p6,1,0.000253,13.386403,[19 44] ; [95 71],[31.36244541 31.63755459] ; [82.63755459 83.36244541],1
p12,1,0.002335,9.265466,[ 1 63] ; [ 27 140],[ 7.75757576 56.24242424] ; [ 20.24242424 146.75757576],0
v1,1,0.012822,6.193556,[37 26] ; [126  41],[44.64782609 18.35217391] ; [118.35217391  48.64782609],0
p1,1,0.01947,5.45882,[ 3 61] ; [ 27 139],[ 8.34782609 55.65217391] ; [ 21.65217391 144.34782609],0
p9,1,0.023077,5.162734,[53 11] ; [155  12],[57.62770563  6.37229437] ; [150.37229437  16.62770563],0
p2,1,0.045603,3.996204,[55  9] ; [157  10],[58.73593074  5.26406926] ; [153.26406926  13.73593074],0
s8,1,0.064784,3.410457,[30 34] ; [99 65],[36.21052632 27.78947368] ; [92.78947368 71.21052632],0
u1,1,0.069062,3.305183,[18 46] ; [ 29 138],[13.02164502 50.97835498] ; [ 33.97835498 133.02164502],0
p11,1,0.078513,3.095417,[51 13] ; [148  19],[55.13419913  8.86580087] ; [143.86580087  23.13419913],0
v4,1,0.106335,2.607868,[61  3] ; [163   2],[62.60262009  1.39737991] ; [161.39737991   3.60262009],0
d1,1,0.125186,2.35121,[36 28] ; [112  55],[41.004329 22.995671] ; [106.995671  60.004329],0
p3,1,0.158312,1.990274,[41 23] ; [122  44],[45.35652174 18.64347826] ; [117.64347826  48.35652174],0
r4,1,0.177722,1.816575,[59  5] ; [161   6],[60.95238095  3.04761905] ; [159.04761905   7.95238095],0
d3,1,0.213967,1.544377,[43 21] ; [125  41],[46.74782609 17.25217391] ; [121.25217391  44.74782609],0
a7,1,0.222429,1.488633,[41 23] ; [120  46],[44.8 19.2] ; [116.2  49.8],0
