Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,96.592953,[279 135] ; [ 38 130],[225.49484536 188.50515464] ; [91.50515464 76.49484536],1
s3,1,0.0,91.561088,[293 119] ; [ 47 121],[241.51724138 170.48275862] ; [98.48275862 69.51724138],1
s7,1,0.0,74.486779,[266 133] ; [ 42 117],[220.23655914 178.76344086] ; [87.76344086 71.23655914],1
s8,1,0.0,58.97915,[248 166] ; [ 42 127],[205.9348199 208.0651801] ; [84.0651801 84.9348199],1
s5,1,0.0,55.985328,[187 220] ; [ 21 144],[148. 259.] ; [ 60. 105.],1
r4,1,3e-06,21.887117,[394  23] ; [139  30],[379.28498294  37.71501706] ; [153.71501706  15.28498294],1
p4,1,7.1e-05,15.776997,[296 119] ; [91 77],[275.48027444 139.51972556] ; [111.51972556  56.48027444],1
r1,1,0.000171,14.123902,[349  66] ; [119  50],[332.56849315  82.43150685] ; [135.43150685  33.56849315],1
p12,1,0.000301,13.066042,[ 54 362] ; [  5 162],[ 42.09948542 373.90051458] ; [ 16.90051458 150.09948542],1
s4,1,0.000359,12.731867,[ 81 330] ; [ 13 156],[ 66.61034483 344.38965517] ; [ 27.38965517 141.61034483],1
r2,1,0.000692,11.511497,[399  15] ; [148  18],[390.44482759  23.55517241] ; [156.55517241   9.44482759],1
v4,1,0.005271,7.784195,[405  11] ; [156  13],[398.93333333  17.06666667] ; [162.06666667   6.93333333],0
p5,1,0.005386,7.74503,[ 69 345] ; [ 13 154],[ 58.4302926 355.5697074] ; [ 23.5697074 143.4302926],0
p6,1,0.006143,7.507729,[186 228] ; [ 54 112],[171.31034483 242.68965517] ; [68.68965517 97.31034483],0
d3,1,0.008559,6.912631,[296 119] ; [101  67],[282.59862779 132.40137221] ; [114.40137221  53.59862779],0
u1,1,0.010358,6.572188,[ 93 324] ; [ 22 147],[ 81.83447099 335.16552901] ; [ 33.16552901 135.83447099],0
p7,1,0.014785,5.941932,[283 121] ; [100  68],[270.51048951 133.48951049] ; [112.48951049  55.51048951],0
d4,1,0.023112,5.160052,[349  65] ; [129  40],[339.4373928  74.5626072] ; [138.5626072  30.4373928],0
d5,1,0.023112,5.160052,[349  65] ; [129  40],[339.4373928  74.5626072] ; [138.5626072  30.4373928],0
d1,1,0.024151,5.08377,[264 153] ; [90 79],[251.90784983 165.09215017] ; [102.09215017  66.90784983],0
