Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.960201,[15 26] ; [98 13],[30.48026316 10.51973684] ; [82.51973684 28.48026316],1
r3,1,1e-06,23.893274,[21 20] ; [97 13],[32.0397351  8.9602649] ; [85.9602649 24.0397351],1
s6,1,2e-06,22.520564,[11 28] ; [78 31],[23.4527027 15.5472973] ; [65.5472973 43.4527027],1
v4,1,8e-06,19.83654,[24 17] ; [100  11],[33.44736842  7.55263158] ; [90.55263158 20.44736842],1
s8,1,3.2e-05,17.284652,[ 4 37] ; [51 59],[14.93377483 26.06622517] ; [40.06622517 69.93377483],1
a3,1,0.000208,13.761383,[19 22] ; [84 24],[28.34228188 12.65771812] ; [74.65771812 33.34228188],1
s7,1,0.000214,13.70557,[ 9 30] ; [58 42],[18.79856115 20.20143885] ; [48.20143885 51.79856115],1
d4,1,0.000438,12.363038,[22 19] ; [90 20],[30.41059603 10.58940397] ; [81.58940397 28.41059603],1
a5,1,0.000999,10.830055,[20 21] ; [85 26],[28.32236842 12.67763158] ; [76.67763158 34.32236842],1
a7,1,0.002129,9.434929,[19 22] ; [81 30],[26.97368421 14.02631579] ; [73.02631579 37.97368421],0
s2,1,0.003305,8.631176,[11 30] ; [59 51],[19.00662252 21.99337748] ; [50.99337748 59.00662252],0
u3,1,0.00757,7.132483,[ 4 18] ; [15 12],[ 8.53061224 13.46938776] ; [10.46938776 16.53061224],0
p2,1,0.008056,7.020903,[20 21] ; [79 31],[26.8807947 14.1192053] ; [72.1192053 37.8807947],0
r2,1,0.009691,6.690819,[30  8] ; [103   7],[34.14864865  3.85135135] ; [98.85135135 11.14864865],0
d5,1,0.011314,6.415245,[25 16] ; [89 21],[30.95364238 10.04635762] ; [83.04635762 26.95364238],0
p10,1,0.012303,6.266687,[15 25] ; [66 43],[21.74496644 18.25503356] ; [59.25503356 49.74496644],0
p6,1,0.014838,5.935631,[ 7 32] ; [43 66],[13.17567568 25.82432432] ; [36.82432432 72.17567568],0
d1,1,0.01604,5.798481,[15 26] ; [65 46],[21.57894737 19.42105263] ; [58.42105263 52.57894737],0
v2,1,0.02026,5.389366,[12 28] ; [56 53],[18.25503356 21.74496644] ; [49.74496644 59.25503356],0
n6,1,0.023701,5.116369,[25 16] ; [87 23],[30.41059603 10.58940397] ; [81.58940397 28.41059603],0
s5,1,0.023866,5.104368,[ 6 31] ; [38 67],[11.46478873 25.53521127] ; [32.53521127 72.46478873],0
p4,1,0.026102,4.949266,[12 28] ; [55 54],[17.98657718 22.01342282] ; [49.01342282 59.98657718],0
s3,1,0.035831,4.405142,[14 25] ; [61 49],[19.63087248 19.36912752] ; [55.36912752 54.63087248],0
v1,1,0.040969,4.177305,[12 29] ; [53 58],[17.53289474 23.46710526] ; [47.46710526 63.53289474],0
b2,1,0.047317,3.934081,[12 11] ; [18 44],[ 8.11764706 14.88235294] ; [21.88235294 40.11764706],0
b3,1,0.047317,3.934081,[12 11] ; [18 44],[ 8.11764706 14.88235294] ; [21.88235294 40.11764706],0
