Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,25.022742,[56 14] ; [25 41],[41.69117647 28.30882353] ; [39.30882353 26.69117647],1
d1,1,1.7e-05,18.459943,[56 17] ; [28 40],[43.4893617 29.5106383] ; [40.5106383 27.4893617],1
d2,1,3.3e-05,17.265544,[47 26] ; [20 48],[34.68794326 38.31205674] ; [32.31205674 35.68794326],1
s2,1,0.000403,12.516482,[61 11] ; [38 28],[51.65217391 20.34782609] ; [47.34782609 18.65217391],1
s6,1,0.001042,10.751414,[68  3] ; [49 15],[61.53333333  9.46666667] ; [55.46666667  8.53333333],0
u1,1,0.001524,10.048985,[22 51] ; [ 6 62],[14.4964539 58.5035461] ; [13.5035461 54.4964539],0
s3,1,0.005922,7.573982,[60 12] ; [42 25],[52.83453237 19.16546763] ; [49.16546763 17.83453237],0
p1,1,0.007407,7.171421,[12 61] ; [ 2 66],[ 7.24822695 65.75177305] ; [ 6.75177305 61.24822695],0
d5,1,0.00767,7.108958,[66  7] ; [49 18],[59.96428571 13.03571429] ; [55.03571429 11.96428571],0
s5,1,0.009533,6.720151,[45 23] ; [27 35],[37.66153846 30.33846154] ; [34.33846154 27.66153846],0
p5,1,0.012875,6.186243,[11 62] ; [ 2 66],[ 6.73049645 66.26950355] ; [ 6.26950355 61.73049645],0
p6,1,0.017699,5.625735,[38 34] ; [22 45],[31.07913669 40.92086331] ; [28.92086331 38.07913669],0
b1,1,0.020695,5.352301,[33 40] ; [18 50],[26.40425532 46.59574468] ; [24.59574468 43.40425532],0
p7,1,0.022549,5.202927,[52 19] ; [36 30],[45.60583942 25.39416058] ; [42.39416058 23.60583942],0
n4,1,0.037428,4.330829,[54 19] ; [39 29],[48.14893617 24.85106383] ; [44.85106383 23.14893617],0
a2,1,0.037623,4.321972,[20 53] ; [ 9 59],[15.0141844 57.9858156] ; [13.9858156 54.0141844],0
p10,1,0.040926,4.179087,[65  7] ; [52 15],[60.60431655 11.39568345] ; [56.39568345 10.60431655],0
