Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,60.396653,[373  97] ; [39 57],[342.12014134 127.87985866] ; [69.87985866 26.12014134],1
n4,1,0.0,47.906295,[387  84] ; [48 49],[360.71302817 110.28697183] ; [74.28697183 22.71302817],1
p10,1,0.0,28.208012,[396  69] ; [58 36],[377.65652952  87.34347048] ; [76.34347048 17.65652952],1
r4,1,0.0,26.418019,[440  32] ; [74 23],[426.37609842  45.62390158] ; [87.62390158  9.37609842],1
p11,1,0.0,26.237499,[378  94] ; [54 43],[358.35500879 113.64499121] ; [73.64499121 23.35500879],1
p9,1,8e-06,19.906304,[405  58] ; [65 29],[390.68222621  72.31777379] ; [79.31777379 14.68222621],1
r3,1,1.1e-05,19.36315,[457  12] ; [84 12],[449.07787611  19.92212389] ; [91.92212389  4.07787611],1
p4,1,4.5e-05,16.640498,[306 165] ; [41 55],[288.24867725 182.75132275] ; [58.75132275 37.24867725],1
s6,1,0.00011,14.949495,[327 135] ; [49 48],[310.7549195 151.2450805] ; [65.2450805 31.7549195],1
p6,1,0.000203,13.801018,[179 287] ; [17 76],[163.39177102 302.60822898] ; [32.60822898 60.39177102],1
v4,1,0.000218,13.671178,[452  16] ; [85 12],[444.80707965  23.19292035] ; [92.19292035  4.80707965],1
u1,1,0.000668,11.575514,[131 341] ; [11 86],[117.79261863 354.20738137] ; [24.20738137 72.79261863],1
p3,1,0.002109,9.452298,[250 221] ; [34 61],[236.33215548 234.66784452] ; [47.66784452 47.33215548],0
p7,1,0.003534,8.509215,[294 165] ; [44 48],[281.56442831 177.43557169] ; [56.43557169 35.56442831],0
p2,1,0.005036,7.866595,[406  64] ; [72 24],[396.92579505  73.07420495] ; [81.07420495 14.92579505],0
p8,1,0.005373,7.749371,[254 212] ; [36 57],[241.75313059 224.24686941] ; [48.24686941 44.75313059],0
s7,1,0.005504,7.705939,[221 227] ; [30 60],[209.01115242 238.98884758] ; [41.98884758 48.01115242],0
d1,1,0.005881,7.586283,[352 120] ; [59 38],[340.93497364 131.06502636] ; [70.06502636 26.93497364],0
s2,1,0.007145,7.236052,[245 221] ; [36 60],[233. 233.] ; [48. 48.],0
s5,1,0.012184,6.28387,[154 299] ; [19 73],[143.79633028 309.20366972] ; [29.20366972 62.79633028],0
d2,1,0.01814,5.582616,[261 210] ; [41 56],[250.42605634 220.57394366] ; [51.57394366 45.42605634],0
b1,1,0.018506,5.547632,[155 317] ; [44 53],[165.07557118 306.92442882] ; [33.92442882 63.07557118],0
v3,1,0.019807,5.428831,[183 269] ; [25 66],[173.14180479 278.85819521] ; [34.85819521 56.14180479],0
v1,1,0.021043,5.323201,[258 202] ; [40 53],[247.88426763 212.11573237] ; [50.11573237 42.88426763],0
r2,1,0.022135,5.235169,[446  18] ; [87  9],[441.62857143  22.37142857] ; [91.37142857  4.62857143],0
s8,1,0.023506,5.13069,[213 255] ; [32 65],[202.9380531 265.0619469] ; [42.0619469 54.9380531],0
p12,1,0.028401,4.803551,[ 41 431] ; [ 2 92],[ 35.85865724 436.14134276] ; [ 7.14134276 86.85865724],0
s3,1,0.03669,4.364767,[259 204] ; [42 53],[249.75448029 213.24551971] ; [51.24551971 43.75448029],0
a4,1,0.045525,3.999094,[237 234] ; [38 59],[228.03697183 242.96302817] ; [46.96302817 50.03697183],0
a2,1,0.050428,3.827165,[160 312] ; [23 74],[151.80316344 320.19683656] ; [31.19683656 65.80316344],0
p5,1,0.068656,3.314857,[ 54 414] ; [ 5 90],[ 49.04440497 418.95559503] ; [ 9.95559503 85.04440497],0
n2,1,0.080193,3.06099,[72 26] ; [17 13],[68.140625 29.859375] ; [20.859375  9.140625],0
b2,1,0.095976,2.771174,[104 182] ; [13 40],[ 98.7079646 187.2920354] ; [18.2920354 34.7079646],0
b3,1,0.095976,2.771174,[104 182] ; [13 40],[ 98.7079646 187.2920354] ; [18.2920354 34.7079646],0
u2,1,0.142862,2.146856,[67 52] ; [20  8],[70.42857143 48.57142857] ; [16.57142857 11.42857143],0
a6,1,0.156831,2.004517,[368 103] ; [82 15],[373.15140845  97.84859155] ; [76.84859155 20.15140845],0
u3,1,0.16657,1.913542,[72 46] ; [21  7],[75.16438356 42.83561644] ; [17.83561644 10.16438356],0
d4,1,0.171008,1.874083,[426  46] ; [83 14],[422.228471  49.771529] ; [86.771529 10.228471],0
a8,1,0.179448,1.802188,[ 65 350] ; [ 9 80],[ 60.93253968 354.06746032] ; [13.06746032 75.93253968],0
n3,1,0.181712,1.783566,[74 25] ; [18 11],[71.15625 27.84375] ; [20.84375  8.15625],0
v2,1,0.183076,1.772475,[273 179] ; [47 42],[267.35674677 184.64325323] ; [52.64325323 36.35674677],0
n1,1,0.207954,1.585616,[36 62] ; [ 7 22],[33.18110236 64.81889764] ; [ 9.81889764 19.18110236],0
a5,1,0.21642,1.52795,[368 104] ; [70 27],[363.33216169 108.66783831] ; [74.66783831 22.33216169],0
r1,1,0.24313,1.362353,[389  79] ; [75 21],[385.0212766  82.9787234] ; [78.9787234 17.0212766],0
a3,1,0.304872,1.052759,[353 117] ; [68 29],[348.97707231 121.02292769] ; [72.02292769 24.97707231],0
s4,1,0.315947,1.00565,[ 76 386] ; [12 85],[ 72.72987478 389.27012522] ; [15.27012522 81.72987478],0
d3,1,0.420686,0.648397,[390  82] ; [76 20],[387.23943662  84.76056338] ; [78.76056338 17.23943662],0
b4,1,0.573184,0.317383,[287 185] ; [56 41],[284.52724077 187.47275923] ; [58.47275923 38.52724077],0
p1,1,0.689235,0.159914,[ 40 429] ; [ 7 89],[ 39.01415929 429.98584071] ; [ 7.98584071 88.01415929],0
s1,1,0.831093,0.045497,[ 13 453] ; [ 3 91],[ 13.31428571 452.68571429] ; [ 2.68571429 91.31428571],0
a1,1,0.835018,0.043376,[ 22 450] ; [ 5 92],[ 22.39718805 449.60281195] ; [ 4.60281195 92.39718805],0
b5,1,0.922251,0.009525,[309 163] ; [63 34],[308.58347979 163.41652021] ; [63.41652021 33.58347979],0
