Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,60.725149,[105 179] ; [110  33],[142.99765808 141.00234192] ; [72.00234192 70.99765808],1
v1,1,0.0,25.509867,[108 180] ; [91 53],[132.66666667 155.33333333] ; [66.33333333 77.66666667],1
s7,1,0.000525,12.023391,[ 57 222] ; [49 86],[ 71.43478261 207.56521739] ; [ 34.56521739 100.43478261],1
s8,1,0.000674,11.558605,[ 54 238] ; [48 97],[ 68.15560641 223.84439359] ; [ 33.84439359 111.15560641],1
n4,1,0.000755,11.347925,[199  95] ; [121  25],[213.81818182  80.18181818] ; [106.18181818  39.81818182],1
n5,1,0.002608,9.063546,[186 105] ; [114  32],[199.77116705  91.22883295] ; [100.22883295  45.77116705],0
p3,1,0.004654,8.009277,[107 186] ; [73 71],[120.68649886 172.31350114] ; [59.31350114 84.68649886],0
r4,1,0.005732,7.632691,[225  69] ; [128  18],[235.86818182  58.13181818] ; [117.13181818  28.86818182],0
p6,1,0.007354,7.184466,[ 66 221] ; [50 92],[ 77.6037296 209.3962704] ; [ 38.3962704 103.6037296],0
v4,1,0.007368,7.180893,[251  41] ; [138   8],[259.33333333  32.66666667] ; [129.66666667  16.33333333],0
p10,1,0.011486,6.388489,[190  99] ; [111  32],[201.36342593  87.63657407] ; [99.63657407 43.36342593],0
p4,1,0.015962,5.807079,[129 164] ; [80 62],[140.77471264 152.22528736] ; [68.22528736 73.77471264],0
p7,1,0.017172,5.67875,[151 138] ; [92 51],[162.5625 126.4375] ; [80.4375 62.5625],0
n6,1,0.020985,5.328073,[216  77] ; [122  24],[225.58997722  67.41002278] ; [112.41002278  33.58997722],0
d3,1,0.023935,5.09934,[168 125] ; [100  46],[178.87015945 114.12984055] ; [89.12984055 56.87015945],0
d1,1,0.025968,4.95815,[134 160] ; [83 63],[144.99545455 149.00454545] ; [72.00454545 73.99545455],0
p11,1,0.033183,4.536299,[210  84] ; [118  28],[219.16363636  74.83636364] ; [108.83636364  37.16363636],0
p9,1,0.035374,4.427043,[207  80] ; [118  27],[215.91435185  71.08564815] ; [109.08564815  35.91435185],0
p8,1,0.048572,3.890094,[127 163] ; [76 65],[136.58932715 153.41067285] ; [66.41067285 74.58932715],0
r2,1,0.055387,3.670385,[251  38] ; [133  10],[256.88888889  32.11111111] ; [127.11111111  15.88888889],0
p5,1,0.058526,3.578677,[ 22 271] ; [ 19 126],[ 27.42694064 265.57305936] ; [ 13.57305936 131.42694064],0
p12,1,0.076211,3.143901,[  8 283] ; [  9 135],[ 11.37241379 279.62758621] ; [  5.62758621 138.37241379],0
r3,1,0.076247,3.143141,[254  39] ; [134  11],[259.55251142  33.44748858] ; [128.44748858  16.55251142],0
r1,1,0.083005,3.005058,[203  89] ; [113  33],[210.66666667  81.33333333] ; [105.33333333  40.66666667],0
d5,1,0.089471,2.88386,[216  78] ; [118  28],[223.17272727  70.82727273] ; [110.82727273  35.17272727],0
a1,1,0.102064,2.672986,[ 10 284] ; [ 10 136],[ 13.36363636 280.63636364] ; [  6.63636364 139.36363636],0
p1,1,0.102981,2.658756,[ 19 274] ; [ 16 130],[ 23.35990888 269.64009112] ; [ 11.64009112 134.35990888],0
a3,1,0.108944,2.569468,[180 111] ; [101  44],[187.54816514 103.45183486] ; [93.45183486 51.54816514],0
a7,1,0.171008,1.874088,[196  98] ; [106  39],[202.25056948  91.74943052] ; [99.74943052 45.25056948],0
s6,1,0.214148,1.543161,[112 178] ; [65 80],[118. 172.] ; [59. 86.],0
u4,1,0.216481,1.527546,[  1 293] ; [  2 144],[  2.00454545 291.99545455] ; [  0.99545455 145.00454545],0
p2,1,0.23616,1.403372,[219  74] ; [115  29],[223.94050343  69.05949657] ; [110.05949657  33.94050343],0
a8,1,0.240386,1.378328,[ 29 241] ; [ 19 109],[ 32.56281407 237.43718593] ; [ 15.43718593 112.56281407],0
n3,1,0.273162,1.2008,[63 33] ; [20  6],[65.31147541 30.68852459] ; [17.68852459  8.31147541],0
a2,1,0.324304,0.971511,[ 51 243] ; [ 31 115],[ 54.79090909 239.20909091] ; [ 27.20909091 118.79090909],0
b4,1,0.331982,0.941151,[167 127] ; [90 56],[171.72272727 122.27727273] ; [85.27727273 60.72272727],0
d2,1,0.343113,0.898765,[121 171] ; [67 78],[125.6201373 166.3798627] ; [62.3798627 82.6201373],0
a5,1,0.378563,0.775362,[191 103] ; [101  45],[195.10909091  98.89090909] ; [96.89090909 49.10909091],0
d4,1,0.38181,0.764865,[215  78] ; [112  33],[218.74657534  74.25342466] ; [108.25342466  36.74657534],0
b1,1,0.44099,0.593704,[122 172] ; [55 91],[118.26818182 175.73181818] ; [58.73181818 87.26818182],0
a6,1,0.499504,0.455991,[196  98] ; [102  44],[199.11818182  94.88181818] ; [98.88181818 47.11818182],0
s5,1,0.534989,0.384907,[ 51 238] ; [ 22 122],[ 48.72286374 240.27713626] ; [ 24.27713626 119.72286374],0
s1,1,0.548787,0.359495,[  9 283] ; [  3 141],[  8.03669725 283.96330275] ; [  3.96330275 140.03669725],0
b5,1,0.572721,0.31815,[173 121] ; [90 56],[175.73181818 118.26818182] ; [87.26818182 58.73181818],0
u2,1,0.57446,0.315276,[56 57] ; [24 20],[57.57961783 55.42038217] ; [22.42038217 21.57961783],0
u1,1,0.733316,0.116089,[ 33 261] ; [ 18 128],[ 34.07727273 259.92272727] ; [ 16.92272727 129.07727273],0
a4,1,0.761286,0.09229,[118 173] ; [61 84],[119.47018349 171.52981651] ; [59.52981651 85.47018349],0
n1,1,0.781122,0.077205,[36 63] ; [ 8 16],[35.41463415 63.58536585] ; [ 8.58536585 15.41463415],0
n2,1,0.899108,0.016075,[63 35] ; [17 10],[62.72 35.28] ; [17.28  9.72],0
b2,1,0.927778,0.008216,[ 61 103] ; [37 61],[ 61.34351145 102.65648855] ; [36.65648855 61.34351145],0
b3,1,0.927778,0.008216,[ 61 103] ; [37 61],[ 61.34351145 102.65648855] ; [36.65648855 61.34351145],0
s3,1,0.96995,0.001419,[ 68 222] ; [ 34 110],[ 68.15668203 221.84331797] ; [ 33.84331797 110.15668203],0
u3,1,0.978596,0.00072,[53 60] ; [21 24],[52.92405063 60.07594937] ; [21.07594937 23.92405063],0
