Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.005396,7.741687,[279  63] ; [4 5],[275.74358974  66.25641026] ; [7.25641026 1.74358974],0
d5,1,0.01864,5.534936,[264  75] ; [4 5],[261.06896552  77.93103448] ; [6.93103448 2.06896552],0
s1,1,0.025583,4.983997,[ 17 320] ; [2 7],[ 18.50578035 318.49421965] ; [0.49421965 8.50578035],0
p4,1,0.037626,4.321862,[194 146] ; [2 7],[190.94555874 149.05444126] ; [5.05444126 3.94555874],0
d2,1,0.038487,4.283378,[156 184] ; [1 8],[152.9512894 187.0487106] ; [4.0487106 4.9512894],0
d3,1,0.047999,3.910007,[222 118] ; [3 6],[219.19770774 120.80229226] ; [5.80229226 3.19770774],0
n1,1,0.067161,3.351086,[32 51] ; [4 1],[33.95454545 49.04545455] ; [2.04545455 2.95454545],0
d4,1,0.10695,2.598717,[266  74] ; [5 4],[264.01146132  75.98853868] ; [6.98853868 2.01146132],0
p7,1,0.110658,2.544797,[201 135] ; [3 6],[198.67826087 137.32173913] ; [5.32173913 3.67826087],0
s5,1,0.14549,2.118912,[107 223] ; [5 4],[109.02654867 220.97345133] ; [2.97345133 6.02654867],0
p11,1,0.15127,2.059395,[261  81] ; [5 4],[259.17948718  82.82051282] ; [6.82051282 2.17948718],0
b4,1,0.17939,1.802674,[189 153] ; [7 2],[190.97435897 151.02564103] ; [5.02564103 3.97435897],0
p10,1,0.19076,1.711736,[253  85] ; [5 4],[251.30835735  86.69164265] ; [6.69164265 2.30835735],0
u2,1,0.193626,1.689811,[67 49] ; [1 3],[65.73333333 50.26666667] ; [2.26666667 1.73333333],0
a1,1,0.198243,1.655275,[ 11 331] ; [1 8],[ 11.69230769 330.30769231] ; [0.30769231 8.69230769],0
a6,1,0.2232,1.483679,[219 122] ; [4 5],[217.26571429 123.73428571] ; [5.73428571 3.26571429],0
d1,1,0.245384,1.349394,[181 161] ; [3 6],[179.28205128 162.71794872] ; [4.71794872 4.28205128],0
p5,1,0.288512,1.126554,[ 37 302] ; [2 7],[ 37.99137931 301.00862069] ; [1.00862069 7.99137931],0
b5,1,0.342705,0.900288,[213 129] ; [7 2],[214.35897436 127.64102564] ; [5.64102564 3.35897436],0
b1,1,0.399552,0.709673,[142 200] ; [5 4],[143.23076923 198.76923077] ; [3.76923077 5.23076923],0
s7,1,0.405566,0.691761,[145 182] ; [2 5],[143.91916168 183.08083832] ; [3.08083832 3.91916168],0
p6,1,0.407413,0.686336,[121 219] ; [2 7],[119.82808023 220.17191977] ; [3.17191977 5.82808023],0
p8,1,0.429875,0.623161,[165 176] ; [5 3],[166.10315186 174.89684814] ; [3.89684814 4.10315186],0
s3,1,0.48791,0.481131,[191 150] ; [3 4],[190.09770115 150.90229885] ; [3.90229885 3.09770115],0
p3,1,0.502763,0.4491,[152 189] ; [3 6],[151.01428571 189.98571429] ; [3.98571429 5.01428571],0
a7,1,0.569914,0.322827,[235 106] ; [7 2],[235.77714286 105.22285714] ; [6.22285714 2.77714286],0
u3,1,0.57355,0.316779,[74 42] ; [2 2],[73.46666667 42.53333333] ; [2.53333333 1.46666667],0
n6,1,0.643293,0.214461,[284  58] ; [8 1],[284.51282051  57.48717949] ; [7.48717949 1.51282051],0
s6,1,0.648546,0.207738,[225 109] ; [6 2],[225.59649123 108.40350877] ; [5.40350877 2.59649123],0
n5,1,0.682408,0.167428,[244  97] ; [7 2],[244.54571429  96.45428571] ; [6.45428571 2.54571429],0
p9,1,0.75091,0.100768,[269  69] ; [6 2],[268.6416185  69.3583815] ; [6.3583815 1.6416185],0
v1,1,0.754633,0.097679,[132 204] ; [4 5],[132.45217391 203.54782609] ; [3.54782609 5.45217391],0
s2,1,0.815719,0.054315,[164 175] ; [4 5],[163.65517241 175.34482759] ; [4.34482759 4.65517241],0
v3,1,0.818215,0.052827,[ 64 270] ; [2 7],[ 64.26822157 269.73177843] ; [1.73177843 7.26822157],0
n4,1,0.82292,0.050082,[254  87] ; [7 2],[254.28857143  86.71142857] ; [6.71142857 2.28857143],0
a3,1,0.837268,0.042185,[225 116] ; [5 3],[224.7277937 116.2722063] ; [5.2722063 2.7277937],0
p1,1,0.837932,0.041836,[ 31 309] ; [1 8],[ 31.1747851 308.8252149] ; [0.8252149 8.1747851],0
s8,1,0.87868,0.0233,[137 204] ; [3 5],[136.79083095 204.20916905] ; [3.20916905 4.79083095],0
s4,1,0.883868,0.021336,[ 68 268] ; [2 7],[ 68.17391304 267.82608696] ; [1.82608696 7.17391304],0
r1,1,0.887218,0.020114,[271  69] ; [7 2],[270.83094556  69.16905444] ; [7.16905444 1.83094556],0
b2,1,0.896284,0.016993,[ 74 132] ; [2 4],[ 73.8490566 132.1509434] ; [2.1509434 3.8490566],0
b3,1,0.896284,0.016993,[ 74 132] ; [2 4],[ 73.8490566 132.1509434] ; [2.1509434 3.8490566],0
a5,1,0.940907,0.005495,[232 110] ; [6 3],[231.8974359 110.1025641] ; [6.1025641 2.8974359],0
