Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,25.17346,[20 17] ; [ 1 38],[10.22368421 26.77631579] ; [10.77631579 28.22368421],1
d4,1,1.6e-05,18.557432,[32  5] ; [15 24],[22.88157895 14.11842105] ; [24.11842105 14.88157895],1
d3,1,0.002839,8.908083,[22 15] ; [10 29],[15.57894737 21.42105263] ; [16.42105263 22.57894737],0
v2,1,0.004155,8.214896,[19 17] ; [ 7 28],[13.18309859 22.81690141] ; [12.81690141 22.18309859],0
a3,1,0.006931,7.290811,[20 17] ; [ 9 29],[14.30666667 22.69333333] ; [14.69333333 23.30666667],0
u3,1,0.016055,5.796834,[13  4] ; [12 18],[9.04255319 7.95744681] ; [15.95744681 14.04255319],0
a4,1,0.019656,5.44218,[ 9 28] ; [ 2 36],[ 5.42666667 31.57333333] ; [ 5.57333333 32.42666667],0
n5,1,0.028082,4.823022,[16 21] ; [26 12],[20.72 16.28] ; [21.28 16.72],0
u2,1,0.02812,4.820682,[13  4] ; [13 17],[9.40425532 7.59574468] ; [16.59574468 13.40425532],0
r1,1,0.0306,4.675244,[27 10] ; [19 20],[22.39473684 14.60526316] ; [23.60526316 15.39473684],0
v4,1,0.051472,3.792852,[31  6] ; [25 14],[27.26315789  9.73684211] ; [28.73684211 10.26315789],0
d2,1,0.052617,3.75603,[14 23] ; [ 7 32],[10.22368421 26.77631579] ; [10.77631579 28.22368421],0
a7,1,0.067167,3.350936,[22 15] ; [15 24],[18.01315789 18.98684211] ; [18.98684211 20.01315789],0
s7,1,0.101134,2.687562,[10 24] ; [ 5 32],[ 7.18309859 26.81690141] ; [ 7.81690141 29.18309859],0
b4,1,0.148751,2.085013,[25 12] ; [20 19],[21.90789474 15.09210526] ; [23.09210526 15.90789474],0
r4,1,0.18509,1.756277,[28  9] ; [24 15],[25.31578947 11.68421053] ; [26.68421053 12.31578947],0
n6,1,0.198534,1.653129,[27 10] ; [23 16],[24.34210526 12.65789474] ; [25.65789474 13.34210526],0
s1,1,0.204545,1.609622,[ 3 33] ; [ 7 31],[ 4.86486486 31.13513514] ; [ 5.13513514 32.86486486],0
v3,1,0.205344,1.603949,[12 23] ; [ 8 30],[ 9.5890411 25.4109589] ; [10.4109589 27.5890411],0
b5,1,0.21057,1.567502,[26 11] ; [22 17],[23.36842105 13.63157895] ; [24.63157895 14.36842105],0
s8,1,0.213366,1.548441,[10 27] ; [ 6 33],[ 7.78947368 29.21052632] ; [ 8.21052632 30.78947368],0
n4,1,0.260438,1.266427,[19 18] ; [25 14],[21.42105263 15.57894737] ; [22.57894737 16.42105263],0
n1,1,0.301941,1.065601,[4 7] ; [8 6],[5.28 5.72] ; [6.72 7.28],0
r2,1,0.307609,1.040916,[31  5] ; [30  9],[29.28  6.72] ; [31.72  7.28],0
s6,1,0.314547,1.011489,[18 18] ; [15 24],[15.84 20.16] ; [17.16 21.84],0
a1,1,0.330223,0.948025,[ 1 36] ; [ 3 36],[ 1.94736842 35.05263158] ; [ 2.05263158 36.94736842],0
p4,1,0.338891,0.914622,[10 26] ; [ 7 31],[ 8.27027027 27.72972973] ; [ 8.72972973 29.27027027],0
r3,1,0.341218,0.90585,[30  7] ; [28 11],[28.23684211  8.76315789] ; [29.76315789  9.23684211],0
p11,1,0.370482,0.802046,[19 18] ; [24 15],[20.93421053 16.06578947] ; [22.06578947 16.93421053],0
n2,1,0.382677,0.762085,[6 5] ; [10  4],[7.04 3.96] ; [8.96 5.04],0
p6,1,0.418286,0.655126,[ 5 31] ; [ 8 30],[ 6.32432432 29.67567568] ; [ 6.67567568 31.32432432],0
b3,1,0.419298,0.652281,[ 4 15] ; [ 8 17],[ 5.18181818 13.81818182] ; [ 6.81818182 18.18181818],0
b2,1,0.419298,0.652281,[ 4 15] ; [ 8 17],[ 5.18181818 13.81818182] ; [ 6.81818182 18.18181818],0
p8,1,0.452592,0.564153,[ 6 31] ; [ 9 30],[ 7.30263158 29.69736842] ; [ 7.69736842 31.30263158],0
s4,1,0.483264,0.491488,[ 8 29] ; [ 6 33],[ 6.81578947 30.18421053] ; [ 7.18421053 31.81578947],0
s5,1,0.5324,0.389808,[ 3 31] ; [ 5 32],[ 3.83098592 30.16901408] ; [ 4.16901408 32.83098592],0
v1,1,0.567311,0.327203,[11 26] ; [14 25],[12.17105263 24.82894737] ; [12.82894737 26.17105263],0
p10,1,0.567497,0.326888,[18 17] ; [17 21],[16.78082192 18.21917808] ; [18.21917808 19.78082192],0
a6,1,0.583057,0.301319,[12 25] ; [15 24],[13.14473684 23.85526316] ; [13.85526316 25.14473684],0
b1,1,0.658306,0.195587,[18 19] ; [17 22],[17.03947368 19.96052632] ; [17.96052632 21.03947368],0
a8,1,0.712528,0.135765,[ 2 33] ; [ 3 35],[ 2.39726027 32.60273973] ; [ 2.60273973 35.39726027],0
n3,1,0.742174,0.108225,[7 4] ; [8 6],[6.6 4.4] ; [8.4 5.6],0
s2,1,0.74395,0.106686,[13 24] ; [12 26],[12.33333333 24.66666667] ; [12.66666667 25.33333333],0
p9,1,0.803146,0.062139,[16 18] ; [19 19],[16.52777778 17.47222222] ; [18.47222222 19.52777778],0
s3,1,0.885358,0.020788,[14 22] ; [15 22],[14.30136986 21.69863014] ; [14.69863014 22.30136986],0
p3,1,0.905663,0.014045,[ 8 29] ; [ 8 31],[ 7.78947368 29.21052632] ; [ 8.21052632 30.78947368],0
p7,1,0.939684,0.005725,[12 23] ; [13 24],[12.15277778 22.84722222] ; [12.84722222 24.15277778],0
p5,1,0.969079,0.001503,[ 1 35] ; [ 1 37],[ 0.97297297 35.02702703] ; [ 1.02702703 36.97297297],0
