Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,3.4e-05,17.188844,[51 15] ; [10 20],[41.9375 24.0625] ; [19.0625 10.9375],1
s8,1,9e-05,15.341139,[45 23] ; [ 7 23],[36.08163265 31.91836735] ; [15.91836735 14.08163265],1
a3,1,0.00076,11.337346,[53 15] ; [13 17],[45.79591837 22.20408163] ; [20.20408163  9.79591837],1
p6,1,0.000762,11.331753,[33 34] ; [ 4 26],[25.55670103 41.44329897] ; [11.44329897 18.55670103],1
n5,1,0.001336,10.292163,[47 19] ; [11 19],[39.875 26.125] ; [18.125 11.875],0
r4,1,0.003149,8.719118,[63  5] ; [21  9],[58.28571429  9.71428571] ; [25.71428571  4.28571429],0
r1,1,0.006417,7.429384,[57 10] ; [18 12],[51.80412371 15.19587629] ; [23.19587629  6.80412371],0
v2,1,0.007688,7.10466,[42 24] ; [ 9 18],[36.19354839 29.80645161] ; [14.80645161 12.19354839],0
s5,1,0.010389,6.566876,[33 28] ; [ 7 21],[27.41573034 33.58426966] ; [12.58426966 15.41573034],0
u1,1,0.012878,6.185796,[20 48] ; [ 2 28],[15.26530612 52.73469388] ; [ 6.73469388 23.26530612],0
p9,1,0.018099,5.586563,[56 10] ; [19 11],[51.5625 14.4375] ; [23.4375  6.5625],0
v1,1,0.019994,5.412418,[40 28] ; [10 20],[34.69387755 33.30612245] ; [15.30612245 14.69387755],0
n1,1,0.028752,4.782418,[12 12] ; [1 9],[ 9.17647059 14.82352941] ; [3.82352941 6.17647059],0
d1,1,0.030769,4.665829,[41 27] ; [11 19],[36.08163265 31.91836735] ; [15.91836735 14.08163265],0
b3,1,0.048305,3.899339,[16 23] ; [ 1 10],[13.26 25.74] ; [3.74 7.26],0
b2,1,0.048305,3.899339,[16 23] ; [ 1 10],[13.26 25.74] ; [3.74 7.26],0
a4,1,0.06594,3.381311,[34 34] ; [ 9 21],[29.83673469 38.16326531] ; [13.16326531 16.83673469],0
a2,1,0.066247,3.373643,[21 47] ; [ 4 26],[17.34693878 50.65306122] ; [ 7.65306122 22.34693878],0
p1,1,0.070448,3.272555,[11 56] ; [ 1 29],[ 8.28865979 58.71134021] ; [ 3.71134021 26.28865979],0
d5,1,0.076081,3.146703,[55 12] ; [19 10],[51.64583333 15.35416667] ; [22.35416667  6.64583333],0
d2,1,0.096917,2.75556,[39 28] ; [12 18],[35.22680412 31.77319588] ; [15.77319588 14.22680412],0
s6,1,0.108308,2.578743,[58  7] ; [23  7],[55.42105263  9.57894737] ; [25.57894737  4.42105263],0
v4,1,0.113988,2.498039,[65  3] ; [26  4],[63.14285714  4.85714286] ; [27.85714286  2.14285714],0
d3,1,0.116816,2.459498,[50 17] ; [17 12],[46.76041667 20.23958333] ; [20.23958333  8.76041667],0
s3,1,0.117608,2.448891,[57 11] ; [21  9],[54.12244898 13.87755102] ; [23.87755102  6.12244898],0
p2,1,0.125921,2.342086,[55 13] ; [20 10],[52.04081633 15.95918367] ; [22.95918367  7.04081633],0
r2,1,0.148682,2.08572,[65  2] ; [27  3],[63.54639175  3.45360825] ; [28.45360825  1.54639175],0
s1,1,0.165018,1.927632,[ 8 57] ; [ 1 29],[ 6.15789474 58.84210526] ; [ 2.84210526 27.15789474],0
b1,1,0.199951,1.642732,[39 29] ; [13 17],[36.08163265 31.91836735] ; [15.91836735 14.08163265],0
n2,1,0.229948,1.441186,[17  7] ; [9 1],[18.35294118  5.64705882] ; [7.64705882 2.35294118],0
a5,1,0.236777,1.399683,[49 19] ; [18 12],[46.48979592 21.51020408] ; [20.51020408  9.48979592],0
a7,1,0.264855,1.243199,[52 16] ; [19 10],[49.77319588 18.22680412] ; [21.22680412  7.77319588],0
n6,1,0.291311,1.113553,[50 15] ; [20 10],[47.89473684 17.10526316] ; [22.10526316  7.89473684],0
b4,1,0.327883,0.957239,[39 29] ; [14 16],[36.7755102 31.2244898] ; [16.2244898 13.7755102],0
p3,1,0.385314,0.753679,[29 39] ; [10 20],[27.06122449 40.93877551] ; [11.93877551 18.06122449],0
a1,1,0.444292,0.585173,[ 5 63] ; [ 1 29],[ 4.16326531 63.83673469] ; [ 1.83673469 28.16326531],0
r3,1,0.478369,0.50258,[63  4] ; [27  3],[62.16494845  4.83505155] ; [27.83505155  2.16494845],0
v3,1,0.488822,0.479118,[25 40] ; [ 9 20],[23.5106383 41.4893617] ; [10.4893617 18.5106383],0
p10,1,0.526698,0.400759,[44 22] ; [18 12],[42.625 23.375] ; [19.375 10.625],0
p5,1,0.566592,0.328418,[ 7 61] ; [ 2 28],[ 6.24489796 61.75510204] ; [ 2.75510204 27.24489796],0
a6,1,0.693745,0.155061,[43 24] ; [18 12],[42.13402062 24.86597938] ; [18.86597938 11.13402062],0
u3,1,0.712547,0.135747,[9 6] ; [8 7],[8.5 6.5] ; [8.5 6.5],0
p8,1,0.71282,0.135476,[22 45] ; [11 19],[22.79381443 44.20618557] ; [10.20618557 19.79381443],0
n3,1,0.763331,0.090667,[18  6] ; [7 3],[17.64705882  6.35294118] ; [7.35294118 2.64705882],0
p7,1,0.868717,0.02732,[34 32] ; [16 14],[34.375 31.625] ; [15.625 14.375],0
s4,1,0.896444,0.01694,[19 49] ; [ 8 22],[18.73469388 49.26530612] ; [ 8.26530612 21.73469388],0
p4,1,0.921348,0.009749,[37 31] ; [16 14],[36.7755102 31.2244898] ; [16.2244898 13.7755102],0
d4,1,0.945406,0.004689,[54 13] ; [24  6],[53.87628866 13.12371134] ; [24.12371134  5.87628866],0
b5,1,0.962255,0.00224,[45 23] ; [20 10],[45.10204082 22.89795918] ; [19.89795918 10.10204082],0
u2,1,1.0,0.0,[7 7] ; [8 8],[7. 7.] ; [8. 8.],0
