Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,35.753215,[238  43] ; [17 22],[223.921875  57.078125] ; [31.078125  7.921875],1
n5,1,0.0,34.640647,[240  40] ; [18 21],[226.45768025  53.54231975] ; [31.54231975  7.45768025],1
r4,1,6e-06,20.399624,[272   9] ; [31  8],[266.071875  14.928125] ; [36.928125  2.071875],1
p9,1,8e-06,19.984689,[259  21] ; [27 12],[251.03448276  28.96551724] ; [34.96551724  4.03448276],1
r2,1,2.5e-05,17.77748,[269   8] ; [31  7],[263.80952381  13.19047619] ; [36.19047619  1.80952381],1
s7,1,0.00321,8.684211,[180  90] ; [16 22],[171.81818182  98.18181818] ; [24.18181818 13.81818182],0
a3,1,0.004126,8.227513,[211  68] ; [21 18],[203.54716981  75.45283019] ; [28.45283019 10.54716981],0
p10,1,0.004891,7.919396,[251  28] ; [29 10],[245.66037736  33.33962264] ; [34.33962264  4.66037736],0
p11,1,0.006704,7.350608,[247  34] ; [28 11],[241.484375  39.515625] ; [33.515625  5.484375],0
d4,1,0.008904,6.841886,[245  35] ; [28 11],[239.62382445  40.37617555] ; [33.37617555  5.62382445],0
s5,1,0.008988,6.825129,[137 134] ; [11 28],[129.38064516 141.61935484] ; [18.61935484 20.38064516],0
a4,1,0.023345,5.142633,[125 154] ; [10 29],[118.44339623 160.55660377] ; [16.55660377 22.44339623],0
u1,1,0.030014,4.70849,[ 54 227] ; [ 2 37],[ 49.175 231.825] ; [ 6.825 32.175],0
b1,1,0.030996,4.653203,[101 180] ; [21 18],[107.13125 173.86875] ; [14.86875 24.13125],0
p5,1,0.033162,4.537415,[ 63 218] ; [ 3 36],[ 57.95625 223.04375] ; [ 8.04375 30.95625],0
p6,1,0.037111,4.345307,[153 126] ; [14 24],[146.98107256 132.01892744] ; [20.01892744 17.98107256],0
u2,1,0.040652,4.190476,[40 30] ; [15  3],[43.75 26.25] ; [11.25  6.75],0
s2,1,0.044167,4.050169,[190  91] ; [20 19],[184.40625  96.59375] ; [25.59375 13.40625],0
p12,1,0.049948,3.84321,[ 38 243] ; [ 1 38],[ 34.246875 246.753125] ; [ 4.753125 34.246875],0
p3,1,0.061592,3.493994,[187  94] ; [20 19],[181.771875  99.228125] ; [25.228125 13.771875],0
a5,1,0.083824,2.989154,[222  59] ; [26 13],[217.775  63.225] ; [30.225  8.775],0
d1,1,0.086473,2.938832,[177 104] ; [19 20],[172.1125 108.8875] ; [23.8875 15.1125],0
b5,1,0.118091,2.442455,[150 131] ; [26 13],[154.55 126.45] ; [21.45 17.55],0
v1,1,0.122509,2.384944,[172 106] ; [18 19],[167.68253968 110.31746032] ; [22.31746032 14.68253968],0
a7,1,0.147721,2.095631,[210  70] ; [25 14],[206.26959248  73.73040752] ; [28.73040752 10.26959248],0
b2,1,0.149468,2.077673,[ 65 102] ; [ 6 19],[ 61.75520833 105.24479167] ; [ 9.24479167 15.75520833],0
b3,1,0.149468,2.077673,[ 65 102] ; [ 6 19],[ 61.75520833 105.24479167] ; [ 9.24479167 15.75520833],0
v3,1,0.15153,2.056784,[121 155] ; [12 26],[116.9044586 159.0955414] ; [16.0955414 21.9044586],0
d2,1,0.154194,2.030265,[135 146] ; [14 25],[130.840625 150.159375] ; [18.159375 20.840625],0
u3,1,0.160032,1.973922,[40 29] ; [13  4],[42.52325581 26.47674419] ; [10.47674419  6.52325581],0
p1,1,0.192554,1.697967,[ 34 245] ; [ 2 37],[ 31.58490566 247.41509434] ; [ 4.41509434 34.58490566],0
a8,1,0.21964,1.506721,[ 43 216] ; [ 3 32],[ 40.52380952 218.47619048] ; [ 5.47619048 29.52380952],0
p4,1,0.226954,1.459852,[219  62] ; [27 12],[216.01875  64.98125] ; [29.98125  9.01875],0
p2,1,0.255233,1.294432,[259  21] ; [34  5],[257.17868339  22.82131661] ; [35.82131661  3.17868339],0
a6,1,0.264627,1.244387,[183  97] ; [29 10],[186.0815047  93.9184953] ; [25.9184953 13.0815047],0
n1,1,0.265482,1.239946,[19 27] ; [5 3],[20.44444444 25.55555556] ; [3.55555556 4.44444444],0
b4,1,0.272359,1.204825,[163 118] ; [19 20],[159.81875 121.18125] ; [22.18125 16.81875],0
v2,1,0.299014,1.078584,[158 116] ; [18 19],[155.06109325 118.93890675] ; [20.93890675 16.06109325],0
a2,1,0.316773,1.002224,[ 63 218] ; [ 6 33],[ 60.590625 220.409375] ; [ 8.409375 30.590625],0
v4,1,0.422429,0.643549,[273   8] ; [36  2],[272.19122257   8.80877743] ; [36.80877743  1.19122257],0
d5,1,0.466591,0.530037,[229  51] ; [30  9],[227.3354232  52.6645768] ; [31.6645768  7.3354232],0
s3,1,0.558384,0.34251,[198  80] ; [26 13],[196.44164038  81.55835962] ; [27.55835962 11.44164038],0
s8,1,0.649948,0.205966,[168 111] ; [22 17],[166.69811321 112.30188679] ; [23.30188679 15.69811321],0
d3,1,0.695103,0.153616,[203  78] ; [27 12],[201.96875  79.03125] ; [28.03125 10.96875],0
r1,1,0.714226,0.134092,[237  44] ; [32  7],[236.215625  44.784375] ; [32.784375  6.215625],0
r3,1,0.746694,0.10433,[270  10] ; [38  1],[270.34482759   9.65517241] ; [37.65517241  1.34482759],0
s1,1,0.749364,0.102066,[ 10 271] ; [ 1 38],[  9.659375 271.340625] ; [ 1.340625 37.659375],0
a1,1,0.757439,0.095386,[ 18 263] ; [ 2 37],[ 17.5625 263.4375] ; [ 2.4375 36.5625],0
p7,1,0.913156,0.011894,[234  43] ; [31  6],[233.77388535  43.22611465] ; [31.22611465  5.77388535],0
n3,1,0.915841,0.011167,[29 16] ; [5 3],[28.86792453 16.13207547] ; [5.13207547 2.86792453],0
s4,1,0.951162,0.003751,[ 58 219] ; [ 8 31],[ 57.85443038 219.14556962] ; [ 8.14556962 30.85443038],0
