Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.00021,13.741384,[77  9] ; [13 10],[71.00917431 14.99082569] ; [18.99082569  4.00917431],1
p10,1,0.000406,12.506437,[71 13] ; [12 12],[64.55555556 19.44444444] ; [18.44444444  5.55555556],1
n4,1,0.016059,5.796382,[62 24] ; [11 13],[57.07272727 28.92727273] ; [15.92727273  8.07272727],0
p1,1,0.01936,5.468718,[ 3 83] ; [ 4 20],[ 5.47272727 80.52727273] ; [ 1.52727273 22.47272727],0
n5,1,0.024314,5.072083,[63 22] ; [12 12],[58.48623853 26.51376147] ; [16.51376147  7.48623853],0
v4,1,0.047893,3.913724,[79  6] ; [19  5],[76.42201835  8.57798165] ; [21.57798165  2.42201835],0
b4,1,0.059604,3.548375,[50 36] ; [19  5],[53.94545455 32.05454545] ; [15.05454545  8.94545455],0
p11,1,0.064769,3.410853,[72 14] ; [16  8],[68.8 17.2] ; [19.2  4.8],0
a6,1,0.080479,3.055196,[53 33] ; [10 14],[49.25454545 36.74545455] ; [13.74545455 10.25454545],0
p4,1,0.080479,3.055196,[53 33] ; [10 14],[49.25454545 36.74545455] ; [13.74545455 10.25454545],0
p7,1,0.112727,2.515561,[53 30] ; [11 13],[49.64485981 33.35514019] ; [14.35514019  9.64485981],0
s4,1,0.161398,1.961077,[20 66] ; [ 9 15],[22.67272727 63.32727273] ; [ 6.32727273 17.67272727],0
s1,1,0.164465,1.932682,[ 2 84] ; [ 2 22],[ 3.12727273 82.87272727] ; [ 0.87272727 23.12727273],0
p3,1,0.166011,1.918605,[46 40] ; [ 9 15],[43. 43.] ; [12. 12.],0
a7,1,0.215461,1.534351,[55 31] ; [12 12],[52.38181818 33.61818182] ; [14.61818182  9.38181818],0
r3,1,0.218236,1.515935,[79  7] ; [20  4],[77.4  8.6] ; [21.6  2.4],0
v1,1,0.219702,1.506314,[45 39] ; [ 9 14],[42.39252336 41.60747664] ; [11.60747664 11.39252336],0
n3,1,0.242166,1.367938,[20 10] ; [3 4],[18.64864865 11.35135135] ; [4.35135135 2.64864865],0
s3,1,0.258072,1.27907,[54 32] ; [12 12],[51.6 34.4] ; [14.4  9.6],0
s5,1,0.276843,1.182524,[29 53] ; [11 12],[31.23809524 50.76190476] ; [ 8.76190476 14.23809524],0
p8,1,0.279344,1.170279,[42 42] ; [ 9 15],[39.66666667 44.33333333] ; [11.33333333 12.66666667],0
b1,1,0.305624,1.049493,[33 53] ; [12 12],[35.18181818 50.81818182] ; [ 9.81818182 14.18181818],0
v3,1,0.31628,1.004266,[30 55] ; [ 5 16],[28.06603774 56.93396226] ; [ 6.93396226 14.06603774],0
u4,1,0.330115,0.948446,[ 1 85] ; [ 1 23],[ 1.56363636 84.43636364] ; [ 0.43636364 23.56363636],0
b5,1,0.352974,0.862735,[52 34] ; [17  7],[53.94545455 32.05454545] ; [15.05454545  8.94545455],0
b3,1,0.385092,0.754385,[13 40] ; [ 6 11],[14.38571429 38.61428571] ; [ 4.61428571 12.38571429],0
b2,1,0.385092,0.754385,[13 40] ; [ 6 11],[14.38571429 38.61428571] ; [ 4.61428571 12.38571429],0
p12,1,0.416996,0.658765,[ 8 78] ; [ 1 23],[ 7.03636364 78.96363636] ; [ 1.96363636 22.03636364],0
p5,1,0.427223,0.63036,[13 73] ; [ 2 21],[11.83486239 74.16513761] ; [ 3.16513761 19.83486239],0
a4,1,0.429403,0.624438,[25 61] ; [ 9 15],[26.58181818 59.41818182] ; [ 7.41818182 16.58181818],0
r2,1,0.468393,0.525763,[67 15] ; [18  6],[65.75471698 16.24528302] ; [19.24528302  4.75471698],0
n6,1,0.48858,0.479651,[70 16] ; [18  6],[68.8 17.2] ; [19.2  4.8],0
d2,1,0.509429,0.435239,[33 53] ; [11 13],[34.4 51.6] ; [ 9.6 14.4],0
s2,1,0.513271,0.427393,[51 35] ; [16  8],[52.38181818 33.61818182] ; [14.61818182  9.38181818],0
p6,1,0.594343,0.283613,[30 54] ; [10 14],[31.11111111 52.88888889] ; [ 8.88888889 15.11111111],0
d3,1,0.614626,0.253493,[55 31] ; [14 10],[53.94545455 32.05454545] ; [15.05454545  8.94545455],0
v2,1,0.662031,0.191065,[40 45] ; [11 10],[40.89622642 44.10377358] ; [10.10377358 10.89622642],0
s7,1,0.667653,0.184359,[42 41] ; [10 12],[41.1047619 41.8952381] ; [10.8952381 11.1047619],0
d1,1,0.686199,0.163231,[39 47] ; [12 12],[39.87272727 46.12727273] ; [11.12727273 12.87272727],0
a1,1,0.758228,0.094746,[ 9 77] ; [ 2 22],[ 8.6 77.4] ; [ 2.4 21.6],0
a2,1,0.758228,0.094746,[ 9 77] ; [ 2 22],[ 8.6 77.4] ; [ 2.4 21.6],0
a5,1,0.769929,0.085538,[53 33] ; [14 10],[52.38181818 33.61818182] ; [14.61818182  9.38181818],0
n2,1,0.771159,0.084599,[23  7] ; [5 2],[22.7027027  7.2972973] ; [5.2972973 1.7027027],0
d4,1,0.805963,0.060338,[70 16] ; [19  5],[69.58181818 16.41818182] ; [19.41818182  4.58181818],0
s8,1,0.825829,0.048424,[38 48] ; [10 14],[37.52727273 48.47272727] ; [10.47272727 13.52727273],0
a3,1,0.85049,0.03553,[52 34] ; [14 10],[51.6 34.4] ; [14.4  9.6],0
r4,1,0.887687,0.019947,[56 30] ; [16  8],[56.29090909 29.70909091] ; [15.70909091  8.29090909],0
n1,1,0.889735,0.019221,[12 18] ; [3 4],[12.16216216 17.83783784] ; [2.83783784 4.16216216],0
u2,1,0.891717,0.018532,[19 14] ; [6 4],[19.18604651 13.81395349] ; [5.81395349 4.18604651],0
d5,1,0.903462,0.014711,[62 24] ; [17  7],[61.76363636 24.23636364] ; [17.23636364  6.76363636],0
u3,1,0.93308,0.007051,[16 17] ; [5 5],[16.11627907 16.88372093] ; [4.88372093 5.11627907],0
