Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,38.085613,[48  6] ; [ 5 21],[35.775 18.225] ; [17.225  8.775],1
r1,1,0.002482,9.154105,[43 11] ; [12 14],[37.125 16.875] ; [17.875  8.125],0
s7,1,0.002575,9.08621,[31 20] ; [ 6 19],[24.82894737 26.17105263] ; [12.17105263 12.82894737],0
s6,1,0.002852,8.899865,[45  8] ; [14 12],[39.58227848 13.41772152] ; [19.41772152  6.58227848],0
s8,1,0.012896,6.183255,[26 28] ; [ 5 21],[20.925 33.075] ; [10.075 15.925],0
r2,1,0.017557,5.63987,[52  1] ; [21  4],[49.6025641  3.3974359] ; [23.3974359  1.6025641],0
n3,1,0.020292,5.38657,[17  3] ; [5 6],[14.19354839  5.80645161] ; [7.80645161 3.19354839],0
p9,1,0.022587,5.2,[44  8] ; [16 10],[40. 12.] ; [20.  6.],0
a4,1,0.024125,5.085614,[29 25] ; [ 7 19],[24.3 29.7] ; [11.7 14.3],0
a5,1,0.028687,4.786325,[42 12] ; [14 12],[37.8 16.2] ; [18.2  7.8],0
r4,1,0.030206,4.697525,[48  6] ; [18  8],[44.55  9.45] ; [21.45  4.55],0
s5,1,0.044408,4.040985,[27 22] ; [ 8 18],[22.86666667 26.13333333] ; [12.13333333 13.86666667],0
r3,1,0.047157,3.939764,[50  4] ; [20  6],[47.25  6.75] ; [22.75  3.25],0
a2,1,0.05618,3.646724,[14 40] ; [ 2 24],[10.8 43.2] ; [ 5.2 20.8],0
p3,1,0.078701,3.091533,[21 33] ; [ 5 21],[17.55 36.45] ; [ 8.45 17.55],0
p4,1,0.131896,2.270049,[24 30] ; [ 7 19],[20.925 33.075] ; [10.075 15.925],0
d5,1,0.137307,2.207884,[43 11] ; [16  9],[40.32911392 13.67088608] ; [18.67088608  6.32911392],0
a6,1,0.151809,2.053983,[36 18] ; [13 13],[33.075 20.925] ; [15.925 10.075],0
d1,1,0.152078,2.051282,[30 24] ; [10 16],[27. 27.] ; [13. 13.],0
v4,1,0.152961,2.042476,[50  3] ; [22  4],[48.30379747  4.69620253] ; [23.69620253  2.30379747],0
a1,1,0.197794,1.658588,[ 1 53] ; [ 2 24],[ 2.025 51.975] ; [ 0.975 25.025],0
a3,1,0.238008,1.392355,[42 12] ; [17  9],[39.825 14.175] ; [19.175  6.825],0
n2,1,0.243751,1.358766,[15  5] ; [6 5],[13.5483871  6.4516129] ; [7.4516129 3.5483871],0
u1,1,0.251505,1.314924,[12 42] ; [ 3 23],[10.125 43.875] ; [ 4.875 21.125],0
p11,1,0.269778,1.217877,[32 22] ; [12 14],[29.7 24.3] ; [14.3 11.7],0
p7,1,0.280128,1.16647,[23 30] ; [ 8 18],[20.79746835 32.20253165] ; [10.20253165 15.79746835],0
p1,1,0.281441,1.160118,[ 6 48] ; [ 1 25],[ 4.725 49.275] ; [ 2.275 23.725],0
p2,1,0.345579,0.889624,[35 19] ; [14 12],[33.075 20.925] ; [15.925 10.075],0
u3,1,0.349575,0.875,[9 3] ; [5 4],[8. 4.] ; [6. 3.],0
p10,1,0.361597,0.832339,[38 15] ; [16 10],[36.2278481 16.7721519] ; [17.7721519  8.2278481],0
v1,1,0.388211,0.744539,[22 32] ; [ 8 18],[20.25 33.75] ; [ 9.75 16.25],0
d2,1,0.41468,0.665343,[26 28] ; [10 16],[24.3 29.7] ; [11.7 14.3],0
n4,1,0.434259,0.611405,[32 22] ; [13 13],[30.375 23.625] ; [14.625 11.375],0
n1,1,0.47183,0.517688,[ 6 14] ; [2 9],[ 5.16129032 14.83870968] ; [2.83870968 8.16129032],0
d3,1,0.603641,0.26954,[38 16] ; [19  6],[38.96202532 15.03797468] ; [18.03797468  6.96202532],0
v2,1,0.629939,0.232143,[25 27] ; [11 15],[24. 28.] ; [12. 14.],0
p6,1,0.63307,0.22792,[10 44] ; [ 6 20],[10.8 43.2] ; [ 5.2 20.8],0
b5,1,0.652265,0.203056,[38 16] ; [17  9],[37.125 16.875] ; [17.875  8.125],0
b1,1,0.695626,0.153062,[19 35] ; [ 8 18],[18.225 35.775] ; [ 8.775 17.225],0
b3,1,0.698384,0.150159,[ 6 22] ; [ 4 11],[ 6.51162791 21.48837209] ; [ 3.48837209 11.51162791],0
b2,1,0.698384,0.150159,[ 6 22] ; [ 4 11],[ 6.51162791 21.48837209] ; [ 3.48837209 11.51162791],0
b4,1,0.725178,0.123585,[31 23] ; [16 10],[31.725 22.275] ; [15.275 10.725],0
s1,1,0.742476,0.107962,[ 3 51] ; [ 1 25],[ 2.7 51.3] ; [ 1.3 24.7],0
a7,1,0.831277,0.045396,[38 16] ; [17  8],[37.59493671 16.40506329] ; [17.40506329  7.59493671],0
v3,1,0.887215,0.020116,[13 40] ; [ 6 20],[12.74683544 40.25316456] ; [ 6.25316456 19.74683544],0
u2,1,0.898708,0.016204,[5 7] ; [4 5],[5.14285714 6.85714286] ; [3.85714286 5.14285714],0
n6,1,0.921803,0.009636,[41 13] ; [20  6],[41.175 12.825] ; [19.825  6.175],0
d4,1,0.931669,0.007352,[42 12] ; [20  6],[41.85 12.15] ; [20.15  5.85],0
n5,1,0.99045,0.000143,[29 25] ; [14 12],[29.025 24.975] ; [13.975 12.025],0
