Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.940676,[ 91 158] ; [48 21],[108.83962264 140.16037736] ; [30.16037736 38.83962264],1
s4,1,0.277693,1.178347,[ 39 209] ; [ 7 60],[ 36.21587302 211.78412698] ; [ 9.78412698 57.21587302],0
r3,1,0.297678,1.084566,[237  10] ; [68  1],[238.40189873   8.59810127] ; [66.59810127  2.40189873],0
d5,1,0.302027,1.065221,[192  58] ; [57 12],[195.14106583  54.85893417] ; [53.85893417 15.14106583],0
a1,1,0.315506,1.007484,[  8 242] ; [ 4 65],[  9.40438871 240.59561129] ; [ 2.59561129 66.40438871],0
n3,1,0.332611,0.938704,[54 14] ; [16  7],[52.30769231 15.69230769] ; [17.69230769  5.30769231],0
u3,1,0.333778,0.934183,[41 32] ; [13  6],[42.84782609 30.15217391] ; [11.15217391  7.84782609],0
b4,1,0.359279,0.84041,[160  90] ; [40 29],[156.73981191  93.26018809] ; [43.26018809 25.73981191],0
p12,1,0.393814,0.727132,[ 18 231] ; [ 3 66],[ 16.44339623 232.55660377] ; [ 4.55660377 64.44339623],0
r4,1,0.447757,0.576322,[216  34] ; [62  7],[217.86833856  32.13166144] ; [60.13166144  8.86833856],0
a8,1,0.467725,0.527346,[ 30 199] ; [ 6 56],[ 28.32989691 200.67010309] ; [ 7.67010309 54.32989691],0
r1,1,0.477168,0.505328,[190  58] ; [50 19],[187.76025237  60.23974763] ; [52.23974763 16.76025237],0
v2,1,0.491872,0.47243,[123 113] ; [37 28],[125.44850498 110.55149502] ; [34.55149502 30.44850498],0
s3,1,0.52279,0.408386,[134 112] ; [40 28],[136.31847134 109.68152866] ; [37.68152866 30.31847134],0
s1,1,0.53654,0.38199,[  7 240] ; [ 1 66],[  6.29299363 240.70700637] ; [ 1.70700637 65.29299363],0
p10,1,0.560408,0.338999,[194  56] ; [55 13],[195.75471698  54.24528302] ; [53.24528302 14.75471698],0
v3,1,0.599257,0.276119,[ 84 154] ; [21 45],[ 82.20394737 155.79605263] ; [22.79605263 43.20394737],0
d1,1,0.624105,0.24014,[133 117] ; [39 30],[134.79623824 115.20376176] ; [37.20376176 31.79623824],0
b5,1,0.632887,0.228166,[160  90] ; [42 27],[158.30721003  91.69278997] ; [43.69278997 25.30721003],0
n1,1,0.668139,0.183786,[24 43] ; [ 9 13],[24.84269663 42.15730337] ; [ 8.15730337 13.84269663],0
d2,1,0.668978,0.1828,[115 133] ; [34 35],[116.56782334 131.43217666] ; [32.43217666 36.56782334],0
a5,1,0.677722,0.172702,[171  79] ; [49 20],[172.4137931  77.5862069] ; [47.5862069 21.4137931],0
n5,1,0.744201,0.106469,[174  73] ; [50 19],[175.08860759  71.91139241] ; [48.91139241 20.08860759],0
p5,1,0.749161,0.102237,[ 13 232] ; [ 3 66],[ 12.48407643 232.51592357] ; [ 3.51592357 65.48407643],0
a7,1,0.772888,0.08329,[165  84] ; [47 22],[166.  83.] ; [46. 23.],0
a3,1,0.787107,0.072938,[177  73] ; [50 19],[177.89968652  72.10031348] ; [49.10031348 19.89968652],0
a6,1,0.813002,0.055958,[174  76] ; [47 22],[173.19749216  76.80250784] ; [47.80250784 21.19749216],0
d3,1,0.820494,0.051488,[163  87] ; [46 23],[163.79310345  86.20689655] ; [45.20689655 23.79310345],0
b1,1,0.883592,0.021438,[ 81 169] ; [23 46],[ 81.50470219 168.49529781] ; [22.49529781 46.50470219],0
d4,1,0.972072,0.001226,[198  51] ; [55 14],[198.10377358  50.89622642] ; [54.89622642 14.10377358],0
