Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.940676,[ 91 158] ; [48 21],[108.83962264 140.16037736] ; [30.16037736 38.83962264],1
p7,1,1.6e-05,18.642914,[ 87 158] ; [44 24],[102.5399361 142.4600639] ; [28.4600639 39.5399361],1
s7,1,0.00104,10.754678,[ 92 150] ; [41 27],[103.82580645 138.17419355] ; [29.17419355 38.82580645],0
b3,1,0.004061,8.256375,[ 52 104] ; [29 23],[60.75 95.25] ; [20.25 31.75],0
b2,1,0.004061,8.256375,[ 52 104] ; [29 23],[60.75 95.25] ; [20.25 31.75],0
p2,1,0.004196,8.19709,[179  71] ; [61  8],[188.08777429  61.91222571] ; [51.91222571 17.08777429],0
s8,1,0.007601,7.125245,[ 83 167] ; [35 34],[ 92.47648903 157.52351097] ; [25.52351097 43.47648903],0
p1,1,0.028097,4.822114,[  9 240] ; [ 7 62],[ 12.52830189 236.47169811] ; [ 3.47169811 65.52830189],0
s2,1,0.056485,3.637687,[109 137] ; [39 29],[115.94904459 130.05095541] ; [32.05095541 35.94904459],0
n2,1,0.057505,3.607908,[54 13] ; [14  9],[50.62222222 16.37777778] ; [17.37777778  5.62222222],0
a4,1,0.062774,3.462537,[108 142] ; [38 30],[114.77987421 135.22012579] ; [31.22012579 36.77987421],0
n4,1,0.072312,3.229747,[184  66] ; [58 11],[189.65517241  60.34482759] ; [52.34482759 16.65517241],0
u1,1,0.080536,3.054046,[ 42 208] ; [18 51],[ 47.02194357 202.97805643] ; [12.97805643 56.02194357],0
p3,1,0.087213,2.925073,[ 81 169] ; [30 39],[ 86.99059561 163.00940439] ; [24.00940439 44.99059561],0
v1,1,0.137044,2.210839,[107 131] ; [37 30],[112.36721311 125.63278689] ; [31.63278689 35.36721311],0
s6,1,0.153625,2.035886,[146 103] ; [47 22],[151.12264151  97.87735849] ; [41.87735849 27.12264151],0
v4,1,0.157532,1.997762,[228  19] ; [67  2],[230.58544304  16.41455696] ; [64.41455696  4.58544304],0
p9,1,0.183328,1.770433,[199  50] ; [60  9],[202.80188679  46.19811321] ; [56.19811321 12.80188679],0
n6,1,0.201361,1.632478,[204  45] ; [61  8],[207.5  41.5] ; [57.5 11.5],0
u2,1,0.205613,1.602053,[41 30] ; [14  5],[43.38888889 27.61111111] ; [11.61111111  7.38888889],0
s5,1,0.215032,1.537218,[ 59 184] ; [21 45],[ 62.91262136 180.08737864] ; [17.08737864 48.91262136],0
a2,1,0.233718,1.41809,[ 52 198] ; [19 50],[ 55.64263323 194.35736677] ; [15.35736677 53.64263323],0
r2,1,0.246459,1.343264,[225  21] ; [66  3],[227.25714286  18.74285714] ; [63.74285714  5.25714286],0
