Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,54.631493,[415  20] ; [8 8],[407.99334812  27.00665188] ; [15.00665188  0.99334812],1
r2,1,0.0,42.973128,[415  15] ; [9 6],[409.70786517  20.29213483] ; [14.29213483  0.70786517],1
r1,1,0.000163,14.214915,[369  64] ; [8 8],[363.56570156  69.43429844] ; [13.43429844  2.56570156],1
r3,1,0.000244,13.46062,[423  11] ; [13  3],[420.49777778  13.50222222] ; [15.50222222  0.49777778],1
p2,1,0.000934,10.9546,[398  36] ; [10  5],[394.36971047  39.63028953] ; [13.63028953  1.36971047],1
p8,1,0.026219,4.94153,[300 129] ; [7 9],[295.96179775 133.03820225] ; [11.03820225  4.96179775],0
s1,1,0.038961,4.262585,[ 13 417] ; [ 2 14],[ 14.46188341 415.53811659] ; [ 0.53811659 15.46188341],0
a7,1,0.051645,3.787219,[314 120] ; [8 8],[310.55111111 123.44888889] ; [11.44888889  4.55111111],0
d3,1,0.058733,3.572794,[311 122] ; [8 8],[307.6325167 125.3674833] ; [11.3674833  4.6325167],0
s2,1,0.06983,3.28702,[235 198] ; [ 5 11],[231.44766147 201.55233853] ; [8.55233853 7.44766147],0
p11,1,0.076867,3.12994,[370  65] ; [11  5],[367.48337029  67.51662971] ; [13.51662971  2.48337029],0
v3,1,0.094153,2.801887,[196 228] ; [ 4 12],[192.72727273 231.27272727] ; [7.27272727 8.72727273],0
d1,1,0.100597,2.696061,[278 157] ; [7 9],[274.88913525 160.11086475] ; [10.11086475  5.88913525],0
p5,1,0.104922,2.629095,[ 69 364] ; [ 5 11],[ 71.36302895 361.63697105] ; [ 2.63697105 13.36302895],0
s7,1,0.115949,2.471204,[238 177] ; [ 6 10],[234.94199536 180.05800464] ; [9.05800464 6.94199536],0
a8,1,0.127709,2.320134,[ 70 323] ; [ 5 10],[ 72.24264706 320.75735294] ; [ 2.75735294 12.24264706],0
b5,1,0.142992,2.14546,[246 189] ; [12  4],[248.84700665 186.15299335] ; [9.15299335 6.84700665],0
n2,1,0.160677,1.967839,[59 15] ; [2 2],[57.87179487 16.12820513] ; [3.12820513 0.87179487],0
u1,1,0.167618,1.90412,[ 88 347] ; [ 1 15],[ 85.84257206 349.15742794] ; [ 3.15742794 12.84257206],0
v1,1,0.181738,1.783354,[258 169] ; [7 9],[255.42889391 171.57110609] ; [9.57110609 6.42889391],0
a4,1,0.211585,1.560545,[204 229] ; [ 5 11],[201.55233853 231.44766147] ; [7.44766147 8.55233853],0
a3,1,0.237223,1.397023,[327 106] ; [10  6],[324.99109131 108.00890869] ; [12.00890869  3.99109131],0
d5,1,0.237969,1.392588,[370  62] ; [12  4],[368.35714286  63.64285714] ; [13.64285714  2.35714286],0
s6,1,0.258071,1.279078,[303 123] ; [8 6],[301.10454545 124.89545455] ; [9.89545455 4.10454545],0
b4,1,0.282979,1.152729,[240 195] ; [11  5],[242.09534368 192.90465632] ; [8.90465632 7.09534368],0
u2,1,0.306902,1.043961,[58 48] ; [2 4],[56.78571429 49.21428571] ; [3.21428571 2.78571429],0
s5,1,0.307401,1.041809,[169 256] ; [ 4 11],[167.10227273 257.89772727] ; [5.89772727 9.10227273],0
