Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,49.657993,[246  44] ; [14 25],[229.17933131  60.82066869] ; [30.82066869  8.17933131],1
n4,1,4e-06,21.368453,[248  43] ; [22 18],[237.37160121  53.62839879] ; [32.62839879  7.37160121],1
p4,1,0.000291,13.126175,[249  42] ; [25 15],[240.88821752  50.11178248] ; [33.11178248  6.88821752],1
p10,1,0.000514,12.063803,[258  30] ; [28 12],[251.12195122  36.87804878] ; [34.87804878  5.12195122],1
p11,1,0.000694,11.506128,[246  45] ; [25 15],[238.25075529  52.74924471] ; [32.74924471  7.25075529],1
s7,1,0.002751,8.96539,[154 116] ; [11 25],[145.58823529 124.41176471] ; [19.41176471 16.58823529],0
b1,1,0.00732,7.192651,[110 181] ; [24 16],[117.80664653 173.19335347] ; [16.19335347 23.80664653],0
p6,1,0.008837,6.855449,[149 137] ; [12 28],[141.24539877 144.75460123] ; [19.75460123 20.24539877],0
s5,1,0.018006,5.595565,[108 170] ; [ 7 30],[101.49206349 176.50793651] ; [13.50793651 23.49206349],0
r3,1,0.022619,5.197562,[280   8] ; [36  4],[277.46341463  10.53658537] ; [38.53658537  1.46341463],0
u1,1,0.023512,5.130308,[ 86 205] ; [ 5 35],[ 80.00302115 210.99697885] ; [10.99697885 29.00302115],0
v1,1,0.029685,4.727416,[181 101] ; [18 21],[174.82242991 107.17757009] ; [24.17757009 14.82242991],0
p9,1,0.032139,4.591043,[263  26] ; [32  8],[259.1337386  29.8662614] ; [35.8662614  4.1337386],0
p8,1,0.033233,4.533742,[194  95] ; [20 20],[187.98176292 101.01823708] ; [26.01823708 13.98176292],0
v3,1,0.044064,4.054106,[129 150] ; [11 27],[123.21766562 155.78233438] ; [16.78233438 21.21766562],0
p12,1,0.052128,3.771649,[ 38 253] ; [ 1 39],[ 34.28700906 256.71299094] ; [ 4.71299094 35.28700906],0
s6,1,0.058866,3.569054,[204  79] ; [23 17],[198.88854489  84.11145511] ; [28.11145511 11.88854489],0
p5,1,0.071633,3.245208,[ 55 233] ; [ 3 37],[ 50.92682927 237.07317073] ; [ 7.07317073 32.92682927],0
s3,1,0.100078,2.704305,[168 118] ; [18 22],[163.17791411 122.82208589] ; [22.82208589 17.17791411],0
u3,1,0.100336,2.700188,[48 27] ; [9 1],[50.29411765 24.70588235] ; [6.70588235 3.29411765],0
b4,1,0.107861,2.585287,[177 114] ; [19 21],[172.3141994 118.6858006] ; [23.6858006 16.3141994],0
s2,1,0.14105,2.166463,[157 129] ; [17 23],[152.65030675 133.34969325] ; [21.34969325 18.65030675],0
n1,1,0.145817,2.115474,[19 25] ; [1 6],[17.25490196 26.74509804] ; [2.74509804 4.25490196],0
a8,1,0.167112,1.908658,[ 36 219] ; [ 2 33],[ 33.4137931 221.5862069] ; [ 4.5862069 30.4137931],0
v4,1,0.179214,1.80413,[284   5] ; [38  2],[282.85106383   6.14893617] ; [39.14893617  0.85106383],0
b3,1,0.203095,1.619975,[ 72 109] ; [ 6 17],[ 69.20588235 111.79411765] ; [ 8.79411765 14.20588235],0
b2,1,0.203095,1.619975,[ 72 109] ; [ 6 17],[ 69.20588235 111.79411765] ; [ 8.79411765 14.20588235],0
d1,1,0.234293,1.414605,[195  96] ; [23 17],[191.65558912  99.34441088] ; [26.34441088 13.65558912],0
a2,1,0.238444,1.38977,[100 191] ; [10 30],[ 96.70694864 194.29305136] ; [13.29305136 26.70694864],0
s8,1,0.297595,1.084941,[140 147] ; [16 24],[136.91743119 150.08256881] ; [19.08256881 20.91743119],0
r4,1,0.311748,1.023257,[274  17] ; [36  4],[272.53776435  18.46223565] ; [37.46223565  2.53776435],0
r2,1,0.353665,0.860262,[280   7] ; [38  2],[279.10091743   7.89908257] ; [38.89908257  1.10091743],0
d2,1,0.368555,0.80853,[153 138] ; [18 22],[150.33534743 140.66465257] ; [20.66465257 19.33534743],0
