Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,47.568381,[342  65] ; [32 36],[320.45894737  86.54105263] ; [53.54105263 14.45894737],1
n4,1,0.0,44.014723,[350  57] ; [36 33],[330.04621849  76.95378151] ; [55.95378151 13.04621849],1
p10,1,2.1e-05,18.085591,[347  53] ; [45 23],[335.04273504  64.95726496] ; [56.95726496 11.04273504],1
p6,1,0.000722,11.430563,[167 235] ; [13 53],[154.61538462 247.38461538] ; [25.38461538 40.61538462],1
r4,1,0.001771,9.773376,[382  26] ; [57 12],[375.49685535  32.50314465] ; [63.50314465  5.49685535],0
s7,1,0.002587,9.078154,[241 147] ; [29 39],[229.73684211 158.26315789] ; [40.26315789 27.73684211],0
v3,1,0.005533,7.696337,[183 213] ; [17 45],[172.92576419 223.07423581] ; [27.07423581 34.92576419],0
p11,1,0.007514,7.145853,[330  78] ; [46 23],[321.61006289  86.38993711] ; [54.38993711 14.61006289],0
p9,1,0.010524,6.54402,[358  44] ; [53 15],[351.53617021  50.46382979] ; [59.46382979  8.53617021],0
a4,1,0.014214,6.011315,[187 217] ; [21 48],[177.65750529 226.34249471] ; [30.34249471 38.65750529],0
u1,1,0.015906,5.813201,[ 86 322] ; [ 6 63],[ 78.6918239 329.3081761] ; [13.3081761 55.6918239],0
p3,1,0.018636,5.535386,[221 185] ; [27 42],[211.97473684 194.02526316] ; [36.02526316 32.97473684],0
s5,1,0.025526,4.987839,[162 236] ; [17 48],[153.87041037 244.12958963] ; [25.12958963 39.87041037],0
p5,1,0.027156,4.880875,[ 66 338] ; [ 4 63],[ 60.04246285 343.95753715] ; [ 9.95753715 57.04246285],0
a3,1,0.030212,4.697172,[298 107] ; [42 27],[290.50632911 114.49367089] ; [49.49367089 19.50632911],0
d5,1,0.040215,4.208807,[341  66] ; [50 18],[335.02526316  71.97473684] ; [55.97473684 12.02526316],0
r2,1,0.043369,4.080967,[385  18] ; [60  7],[381.56382979  21.43617021] ; [63.43617021  3.56382979],0
b1,1,0.053131,3.739794,[151 257] ; [34 35],[158.23899371 249.76100629] ; [26.76100629 42.23899371],0
u2,1,0.059329,3.556057,[66 42] ; [21  5],[70.11940299 37.88059701] ; [16.88059701  9.11940299],0
s2,1,0.07211,3.234328,[258 148] ; [36 33],[251.29263158 154.70736842] ; [42.70736842 26.29263158],0
p12,1,0.074235,3.186807,[ 47 358] ; [ 3 65],[ 42.81183932 362.18816068] ; [ 7.18816068 60.81183932],0
p4,1,0.074779,3.174878,[268 137] ; [38 31],[261.4556962 143.5443038] ; [44.5443038 24.4556962],0
p2,1,0.090419,2.86689,[348  56] ; [54 15],[343.35729387  60.64270613] ; [58.64270613 10.35729387],0
s8,1,0.096117,2.76882,[232 174] ; [32 37],[225.65052632 180.34947368] ; [38.34947368 30.65052632],0
d2,1,0.120291,2.413533,[203 204] ; [27 41],[197.07368421 209.92631579] ; [32.92631579 35.07368421],0
v4,1,0.163339,1.943037,[392  15] ; [63  5],[389.86315789  17.13684211] ; [65.13684211  2.86315789],0
p8,1,0.167782,1.902649,[219 182] ; [31 37],[213.75266525 187.24733475] ; [36.24733475 31.75266525],0
b3,1,0.171427,1.870421,[103 157] ; [12 30],[ 99.00662252 160.99337748] ; [15.99337748 26.00662252],0
b2,1,0.171427,1.870421,[103 157] ; [12 30],[ 99.00662252 160.99337748] ; [15.99337748 26.00662252],0
p1,1,0.184408,1.761734,[ 37 367] ; [ 3 66],[ 34.16490486 369.83509514] ; [ 5.83509514 63.16490486],0
u3,1,0.19266,1.69716,[64 44] ; [19  7],[66.89552239 41.10447761] ; [16.10447761  9.89552239],0
b5,1,0.203418,1.617666,[245 163] ; [47 22],[249.76100629 158.23899371] ; [42.23899371 26.76100629],0
d4,1,0.244649,1.353604,[345  61] ; [54 14],[341.75949367  64.24050633] ; [57.24050633 10.75949367],0
a7,1,0.275537,1.188972,[302 104] ; [47 22],[298.30315789 107.69684211] ; [50.69684211 18.30315789],0
b4,1,0.296813,1.088459,[246 162] ; [37 32],[242.06289308 165.93710692] ; [40.93710692 28.06289308],0
p7,1,0.315991,1.005469,[260 135] ; [38 26],[256.44880174 138.55119826] ; [41.55119826 22.44880174],0
r3,1,0.340208,0.909646,[394  14] ; [65  4],[392.60377358  15.39622642] ; [66.39622642  2.60377358],0
r1,1,0.407442,0.686253,[339  67] ; [54 14],[336.62025316  69.37974684] ; [56.37974684 11.62025316],0
a2,1,0.453951,0.560767,[106 302] ; [15 54],[103.49685535 304.50314465] ; [17.50314465 51.49685535],0
n1,1,0.455273,0.55749,[36 42] ; [ 9 15],[34.41176471 43.58823529] ; [10.58823529 13.41176471],0
v1,1,0.505204,0.443987,[238 156] ; [37 29],[235.54347826 158.45652174] ; [39.45652174 26.54347826],0
d1,1,0.508129,0.437919,[242 166] ; [38 31],[239.49685535 168.50314465] ; [40.50314465 28.49685535],0
v2,1,0.529378,0.395586,[239 155] ; [35 27],[236.74561404 157.25438596] ; [37.25438596 24.74561404],0
a5,1,0.537351,0.380471,[309  98] ; [50 19],[306.96008403 100.03991597] ; [52.03991597 16.96008403],0
n2,1,0.570172,0.322395,[58 21] ; [19  5],[59.05825243 19.94174757] ; [17.94174757  6.05825243],0
s3,1,0.591774,0.287582,[272 128] ; [44 24],[270.08547009 129.91452991] ; [45.91452991 22.08547009],0
d3,1,0.723825,0.124857,[284 123] ; [46 22],[282.75789474 124.24210526] ; [47.24210526 20.75789474],0
a8,1,0.74918,0.102221,[ 65 306] ; [10 53],[ 64.11290323 306.88709677] ; [10.88709677 52.11290323],0
s1,1,0.789954,0.070953,[ 15 386] ; [ 3 65],[ 15.3901919 385.6098081] ; [ 2.6098081 65.3901919],0
n3,1,0.789987,0.070931,[53 25] ; [17  7],[53.52941176 24.47058824] ; [16.47058824  7.52941176],0
a1,1,0.915419,0.01128,[ 25 383] ; [ 4 65],[ 24.80503145 383.19496855] ; [ 4.19496855 64.80503145],0
a6,1,0.97928,0.000674,[274 132] ; [46 22],[274.092827 131.907173] ; [45.907173 22.092827],0
