Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,23.87397,[63 23] ; [13 32],[49.89312977 36.10687023] ; [26.10687023 18.89312977],1
d3,1,0.000412,12.4772,[60 26] ; [17 28],[50.54961832 35.45038168] ; [26.45038168 18.54961832],1
b5,1,0.00178,9.763483,[57 29] ; [17 28],[48.58015267 37.41984733] ; [25.41984733 19.58015267],0
d4,1,0.002037,9.515859,[72 14] ; [26 18],[64.83076923 21.16923077] ; [33.16923077 10.83076923],0
a2,1,0.00204,9.513406,[23 63] ; [ 2 43],[16.41221374 69.58778626] ; [ 8.58778626 36.41221374],0
s1,1,0.01191,6.324216,[ 3 83] ; [ 7 37],[ 6.61538462 79.38461538] ; [ 3.38461538 40.61538462],0
u1,1,0.018025,5.593686,[17 69] ; [ 2 43],[12.47328244 73.52671756] ; [ 6.52671756 38.47328244],0
d1,1,0.037774,4.315188,[47 39] ; [16 29],[41.35877863 44.64122137] ; [21.64122137 23.35877863],0
d5,1,0.038502,4.282686,[68 18] ; [28 17],[63.02290076 22.97709924] ; [32.97709924 12.02290076],0
p8,1,0.08092,3.046331,[32 54] ; [10 35],[27.57251908 58.42748092] ; [14.42748092 30.57251908],0
p2,1,0.119747,2.42063,[56 30] ; [23 22],[51.86259542 34.13740458] ; [27.13740458 17.86259542],0
s6,1,0.123164,2.376617,[45 40] ; [17 27],[40.85271318 44.14728682] ; [21.14728682 22.85271318],0
p4,1,0.157162,2.001327,[38 47] ; [14 30],[34.26356589 50.73643411] ; [17.73643411 26.26356589],0
a3,1,0.161765,1.957647,[56 29] ; [24 21],[52.30769231 32.69230769] ; [27.69230769 17.30769231],0
r3,1,0.192001,1.702199,[79  7] ; [38  7],[76.80916031  9.19083969] ; [40.19083969  4.80916031],0
r4,1,0.196278,1.669855,[76 10] ; [36  9],[73.52671756 12.47328244] ; [38.47328244  6.52671756],0
s5,1,0.245282,1.349976,[14 71] ; [11 33],[16.47286822 68.52713178] ; [ 8.52713178 35.47286822],0
a1,1,0.250536,1.320311,[ 6 80] ; [ 1 44],[ 4.59541985 81.40458015] ; [ 2.40458015 42.59541985],0
r2,1,0.261168,1.262553,[81  5] ; [39  5],[79.38461538  6.61538462] ; [40.61538462  3.38461538],0
v3,1,0.26794,1.227262,[26 59] ; [17 25],[28.77952756 56.22047244] ; [14.22047244 27.77952756],0
u3,1,0.303762,1.057604,[20 10] ; [11 10],[18.23529412 11.76470588] ; [12.76470588  8.23529412],0
n5,1,0.304093,1.056156,[52 34] ; [23 22],[49.23664122 36.76335878] ; [25.76335878 19.23664122],0
b4,1,0.324699,0.969924,[59 27] ; [27 18],[56.45801527 29.54198473] ; [29.54198473 15.45801527],0
n6,1,0.324699,0.969924,[59 27] ; [27 18],[56.45801527 29.54198473] ; [29.54198473 15.45801527],0
a5,1,0.337561,0.919672,[57 29] ; [26 19],[54.48854962 31.51145038] ; [28.51145038 16.48854962],0
v4,1,0.344971,0.891869,[77  9] ; [36  7],[75.33333333 10.66666667] ; [37.66666667  5.33333333],0
n4,1,0.36671,0.814784,[62 24] ; [29 16],[59.74045802 26.25954198] ; [31.25954198 13.74045802],0
p7,1,0.36759,0.811795,[35 49] ; [22 22],[37.40625 46.59375] ; [19.59375 24.40625],0
v2,1,0.386436,0.750128,[38 46] ; [16 27],[35.71653543 48.28346457] ; [18.28346457 24.71653543],0
n1,1,0.39329,0.728745,[14 16] ; [ 5 10],[12.66666667 17.33333333] ; [6.33333333 8.66666667],0
p5,1,0.408616,0.682825,[ 3 83] ; [ 3 42],[ 3.9389313 82.0610687] ; [ 2.0610687 42.9389313],0
n3,1,0.424415,0.638058,[20 10] ; [7 6],[18.8372093 11.1627907] ; [8.1627907 4.8372093],0
s8,1,0.535266,0.384385,[19 66] ; [12 32],[20.42635659 64.57364341] ; [10.57364341 33.42635659],0
d2,1,0.545606,0.365248,[43 43] ; [20 25],[41.35877863 44.64122137] ; [21.64122137 23.35877863],0
b2,1,0.559808,0.340037,[16 37] ; [ 7 22],[14.86585366 38.13414634] ; [ 8.13414634 20.86585366],0
b3,1,0.559808,0.340037,[16 37] ; [ 7 22],[14.86585366 38.13414634] ; [ 8.13414634 20.86585366],0
a4,1,0.58827,0.293053,[31 55] ; [18 26],[32.41538462 53.58461538] ; [16.58461538 27.41538462],0
p10,1,0.596387,0.280479,[25 60] ; [11 33],[23.72093023 61.27906977] ; [12.27906977 31.72093023],0
s2,1,0.645106,0.212126,[29 55] ; [17 27],[30.1875 53.8125] ; [15.8125 28.1875],0
p6,1,0.720649,0.127872,[15 69] ; [ 9 35],[15.75 68.25] ; [ 8.25 35.75],0
u2,1,0.728826,0.120192,[15 15] ; [11  9],[15.6 14.4] ; [10.4  9.6],0
a8,1,0.73194,0.117338,[ 9 67] ; [ 4 37],[ 8.44444444 67.55555556] ; [ 4.55555556 36.44444444],0
b1,1,0.739173,0.110855,[49 37] ; [27 18],[49.89312977 36.10687023] ; [26.10687023 18.89312977],0
p1,1,0.749489,0.101961,[ 7 78] ; [ 3 42],[ 6.53846154 78.46153846] ; [ 3.46153846 41.53846154],0
v1,1,0.754865,0.097488,[32 54] ; [18 27],[32.82442748 53.17557252] ; [17.17557252 27.82442748],0
s4,1,0.77844,0.079159,[10 74] ; [ 6 38],[10.5 73.5] ; [ 5.5 38.5],0
p11,1,0.813339,0.055753,[44 42] ; [24 21],[44.64122137 41.35877863] ; [23.35877863 21.64122137],0
p3,1,0.831897,0.045058,[28 57] ; [14 31],[27.46153846 57.53846154] ; [14.53846154 30.46153846],0
s3,1,0.84246,0.039501,[40 45] ; [22 23],[40.53846154 44.46153846] ; [21.46153846 23.53846154],0
s7,1,0.929634,0.007798,[26 54] ; [13 28],[25.78512397 54.21487603] ; [13.21487603 27.78512397],0
n2,1,1.0,0.0,[20 10] ; [10  5],[20. 10.] ; [10.  5.],0
