Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6e-06,20.451205,[49  5] ; [23 23],[38.88 15.12] ; [33.12 12.88],1
p10,1,0.002725,8.983333,[43 11] ; [23 22],[36. 18.] ; [30. 15.],0
p11,1,0.005877,7.587504,[43 12] ; [24 22],[36.48514851 18.51485149] ; [30.51485149 15.48514851],0
b1,1,0.007544,7.138533,[20 35] ; [29 17],[26.68316832 28.31683168] ; [22.31683168 23.68316832],0
b3,1,0.038448,4.285108,[ 7 28] ; [12 15],[10.72580645 24.27419355] ; [ 8.27419355 18.72580645],0
b2,1,0.038448,4.285108,[ 7 28] ; [12 15],[10.72580645 24.27419355] ; [ 8.27419355 18.72580645],0
s2,1,0.042779,4.104126,[20 35] ; [26 20],[25.04950495 29.95049505] ; [20.95049505 25.04950495],0
r4,1,0.075052,3.168919,[50  5] ; [36 10],[46.83168317  8.16831683] ; [39.16831683  6.83168317],0
s8,1,0.078338,3.09905,[18 37] ; [23 23],[22.32673267 32.67326733] ; [18.67326733 27.32673267],0
r1,1,0.081311,3.038503,[44 11] ; [29 16],[40.15 14.85] ; [32.85 12.15],0
n6,1,0.091237,2.852418,[36 18] ; [23 23],[31.86 22.14] ; [27.14 18.86],0
d3,1,0.093995,2.80458,[43 12] ; [29 17],[39.20792079 15.79207921] ; [32.79207921 13.20792079],0
p12,1,0.143047,2.144876,[ 5 50] ; [ 1 45],[ 3.26732673 51.73267327] ; [ 2.73267327 43.26732673],0
p9,1,0.196923,1.665052,[43 12] ; [30 15],[40.15 14.85] ; [32.85 12.15],0
u1,1,0.201822,1.629138,[ 4 51] ; [ 7 39],[ 5.99009901 49.00990099] ; [ 5.00990099 40.99009901],0
n4,1,0.221155,1.496862,[22 33] ; [24 22],[25.04950495 29.95049505] ; [20.95049505 25.04950495],0
d2,1,0.328962,0.952981,[21 34] ; [22 24],[23.41584158 31.58415842] ; [19.58415842 26.41584158],0
d5,1,0.331352,0.943608,[44 11] ; [33 13],[41.93069307 13.06930693] ; [35.06930693 10.93069307],0
s4,1,0.337796,0.918779,[10 45] ; [12 34],[11.98019802 43.01980198] ; [10.01980198 35.98019802],0
s7,1,0.401036,0.705219,[20 33] ; [19 22],[21.9893617 31.0106383] ; [17.0106383 23.9893617],0
p4,1,0.401274,0.704505,[39 16] ; [29 17],[37.02970297 17.97029703] ; [30.97029703 15.02970297],0
u2,1,0.457868,0.551102,[13  6] ; [9 7],[11.94285714  7.05714286] ; [10.05714286  5.94285714],0
p6,1,0.467846,0.527059,[23 28] ; [17 28],[21.25 29.75] ; [18.75 26.25],0
a4,1,0.484997,0.487606,[19 36] ; [19 27],[20.69306931 34.30693069] ; [17.30693069 28.69306931],0
a2,1,0.491186,0.473927,[ 9 46] ; [10 36],[10.34653465 44.65346535] ; [ 8.65346535 37.34653465],0
s6,1,0.503415,0.447729,[37 18] ; [28 18],[35.3960396 19.6039604] ; [29.6039604 16.3960396],0
s1,1,0.505579,0.443206,[ 2 53] ; [ 3 43],[ 2.72277228 52.27722772] ; [ 2.27722772 43.72277228],0
a8,1,0.50778,0.43864,[ 1 48] ; [ 2 43],[ 1.56382979 47.43617021] ; [ 1.43617021 43.56382979],0
v2,1,0.520179,0.413539,[28 26] ; [19 23],[26.4375 27.5625] ; [20.5625 21.4375],0
v4,1,0.523014,0.407946,[52  3] ; [42  4],[51.18811881  3.81188119] ; [42.81188119  3.18811881],0
p2,1,0.528503,0.39727,[46  8] ; [37  9],[44.82  9.18] ; [38.18  7.82],0
v3,1,0.581254,0.304212,[17 36] ; [11 30],[15.78723404 37.21276596] ; [12.21276596 28.78723404],0
a5,1,0.596541,0.280245,[42 13] ; [33 13],[40.84158416 14.15841584] ; [34.15841584 11.84158416],0
a6,1,0.618822,0.247526,[32 23] ; [29 17],[33.21782178 21.78217822] ; [27.78217822 18.21782178],0
n3,1,0.624073,0.240184,[7 2] ; [12  2],[7.43478261 1.56521739] ; [11.56521739  2.43478261],0
a7,1,0.627908,0.234908,[37 18] ; [33 13],[38.11881188 16.88118812] ; [31.88118812 14.11881188],0
p5,1,0.63398,0.226702,[ 5 50] ; [ 3 43],[ 4.35643564 50.64356436] ; [ 3.64356436 42.35643564],0
s3,1,0.735122,0.114461,[27 26] ; [25 21],[27.83838384 25.16161616] ; [24.16161616 21.83838384],0
p1,1,0.770228,0.085309,[ 8 45] ; [ 6 40],[ 7.49494949 45.50505051] ; [ 6.50505051 39.49494949],0
