Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,6e-06,20.358665,[51 27] ; [13 39],[38.4 39.6] ; [25.6 26.4],1
p3,1,0.0001,15.132553,[54 25] ; [18 35],[43.09090909 35.90909091] ; [28.90909091 24.09090909],1
d3,1,0.000571,11.868669,[48 31] ; [16 37],[38.3030303 40.6969697] ; [25.6969697 27.3030303],1
s6,1,0.002472,9.161393,[72  5] ; [38 13],[66.171875 10.828125] ; [43.828125  7.171875],0
p5,1,0.003254,8.659539,[15 63] ; [ 1 51],[ 9.6 68.4] ; [ 6.4 45.6],0
p7,1,0.006768,7.333593,[59 18] ; [28 24],[51.93023256 25.06976744] ; [35.06976744 16.93023256],0
p6,1,0.020238,5.391288,[38 39] ; [15 37],[31.63565891 45.36434109] ; [21.36434109 30.63565891],0
p9,1,0.036164,4.389339,[68 11] ; [37 15],[63.32061069 15.67938931] ; [41.67938931 10.32061069],0
p2,1,0.036286,4.383607,[64 14] ; [35 18],[58.94656489 19.05343511] ; [40.05343511 12.94656489],0
s7,1,0.038473,4.284,[62 13] ; [34 17],[57.14285714 17.85714286] ; [38.85714286 12.14285714],0
s1,1,0.039948,4.220101,[ 2 76] ; [ 6 47],[ 4.76335878 73.23664122] ; [ 3.23664122 49.76335878],0
u1,1,0.09276,2.82582,[ 3 76] ; [ 6 47],[ 5.38636364 73.61363636] ; [ 3.61363636 49.38636364],0
d1,1,0.094451,2.79682,[46 33] ; [23 30],[41.29545455 37.70454545] ; [27.70454545 25.29545455],0
r2,1,0.124775,2.356339,[67 11] ; [50  3],[69.66412214  8.33587786] ; [47.33587786  5.66412214],0
n5,1,0.188888,1.726268,[64 15] ; [37 15],[60.90839695 18.09160305] ; [40.09160305 11.90839695],0
s8,1,0.193543,1.690443,[59 20] ; [34 19],[55.65909091 23.34090909] ; [37.34090909 15.65909091],0
n1,1,0.193748,1.688889,[12  7] ; [ 8 11],[10.  9.] ; [10.  9.],0
d5,1,0.24598,1.345989,[64 14] ; [39 14],[61.32824427 16.67175573] ; [41.67175573 11.32824427],0
r1,1,0.258876,1.27476,[54 25] ; [41 12],[56.85606061 22.14393939] ; [38.14393939 14.85606061],0
d4,1,0.268178,1.226041,[65 13] ; [40 13],[62.51908397 15.48091603] ; [42.48091603 10.51908397],0
p10,1,0.284447,1.145718,[64 15] ; [38 14],[61.51145038 17.48854962] ; [40.48854962 11.51145038],0
r3,1,0.328772,0.95373,[75  4] ; [48  5],[73.61363636  5.38636364] ; [49.38636364  3.61363636],0
a6,1,0.357421,0.846935,[30 49] ; [16 37],[27.53030303 51.46969697] ; [18.46969697 34.53030303],0
b1,1,0.374659,0.788154,[42 37] ; [24 29],[39.5 39.5] ; [26.5 26.5],0
v1,1,0.383087,0.760772,[46 31] ; [35 17],[48.34883721 28.65116279] ; [32.65116279 19.34883721],0
v3,1,0.400551,0.706671,[38 40] ; [21 30],[35.6744186 42.3255814] ; [23.3255814 27.6744186],0
n2,1,0.407818,0.685154,[16  4] ; [13  6],[14.87179487  5.12820513] ; [14.12820513  4.87179487],0
u2,1,0.410727,0.676695,[11  7] ; [5 6],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
n4,1,0.411456,0.674589,[64 15] ; [39 13],[62.11450382 16.88549618] ; [40.88549618 11.11450382],0
s4,1,0.434275,0.611364,[18 61] ; [15 37],[19.90076336 59.09923664] ; [13.09923664 38.90076336],0
s3,1,0.487944,0.481056,[69 10] ; [44  9],[67.62878788 11.37121212] ; [45.37121212  7.62878788],0
b5,1,0.5402,0.37517,[33 46] ; [25 28],[34.71212121 44.28787879] ; [23.28787879 29.71212121],0
p11,1,0.544464,0.367329,[59 20] ; [42 11],[60.4469697 18.5530303] ; [40.5530303 12.4469697],0
n6,1,0.586837,0.295311,[65 14] ; [40 11],[63.80769231 15.19230769] ; [41.19230769  9.80769231],0
b4,1,0.594263,0.283735,[38 41] ; [28 25],[39.5 39.5] ; [26.5 26.5],0
v2,1,0.638882,0.220207,[40 36] ; [29 22],[41.29133858 34.70866142] ; [27.70866142 23.29133858],0
a2,1,0.641951,0.2162,[ 7 72] ; [ 6 47],[ 7.78030303 71.21969697] ; [ 5.21969697 47.78030303],0
a1,1,0.641951,0.2162,[ 7 72] ; [ 6 47],[ 7.78030303 71.21969697] ; [ 5.21969697 47.78030303],0
u3,1,0.668129,0.183799,[10  8] ; [7 4],[10.55172414  7.44827586] ; [6.44827586 4.55172414],0
s5,1,0.670609,0.18089,[37 37] ; [24 28],[35.82539683 38.17460317] ; [25.17460317 26.82539683],0
v4,1,0.724258,0.124449,[72  6] ; [48  5],[71.45038168  6.54961832] ; [48.54961832  4.45038168],0
d2,1,0.748835,0.102512,[38 41] ; [27 26],[38.90151515 40.09848485] ; [26.09848485 26.90151515],0
r4,1,0.769558,0.085821,[64 15] ; [44  9],[64.63636364 14.36363636] ; [43.36363636  9.63636364],0
a5,1,0.770942,0.084764,[57 22] ; [37 16],[56.25757576 22.74242424] ; [37.74242424 15.25757576],0
a3,1,0.782437,0.076256,[61 18] ; [42 11],[61.64393939 17.35606061] ; [41.35606061 11.64393939],0
p1,1,0.800661,0.063752,[ 5 73] ; [ 4 49],[ 5.35877863 72.64122137] ; [ 3.64122137 49.35877863],0
a4,1,0.802238,0.062726,[37 42] ; [26 27],[37.70454545 41.29545455] ; [25.29545455 27.70454545],0
a8,1,0.902925,0.014876,[10 67] ; [ 6 43],[ 9.77777778 67.22222222] ; [ 6.22222222 42.77777778],0
b3,1,0.969097,0.001501,[23 33] ; [17 24],[23.09278351 32.90721649] ; [16.90721649 24.09278351],0
b2,1,0.969097,0.001501,[23 33] ; [17 24],[23.09278351 32.90721649] ; [16.90721649 24.09278351],0
n3,1,1.0,0.0,[12  8] ; [12  8],[12.  8.] ; [12.  8.],0
p12,1,1.0,0.0,[ 6 72] ; [ 4 48],[ 6. 72.] ; [ 4. 48.],0
