Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,6e-06,20.466156,[70  9] ; [34 28],[58.26950355 20.73049645] ; [45.73049645 16.26950355],1
s2,1,1.5e-05,18.791279,[48 31] ; [15 47],[35.29787234 43.70212766] ; [27.70212766 34.29787234],1
s3,1,1.7e-05,18.478432,[59 21] ; [23 38],[46.5248227 33.4751773] ; [35.4751773 25.5248227],1
s5,1,3.8e-05,16.973523,[31 48] ; [ 5 55],[20.46043165 58.53956835] ; [15.53956835 44.46043165],1
s7,1,8.7e-05,15.391689,[48 30] ; [16 42],[36.70588235 41.29411765] ; [27.29411765 30.70588235],1
s8,1,0.001081,10.683336,[38 42] ; [13 49],[28.73239437 51.26760563] ; [22.26760563 39.73239437],0
p9,1,0.003632,8.459006,[72  8] ; [44 18],[65.35211268 14.64788732] ; [50.64788732 11.35211268],0
n5,1,0.004019,8.275034,[61 19] ; [33 29],[52.95774648 27.04225352] ; [41.04225352 20.95774648],0
r4,1,0.004425,8.100747,[69 11] ; [41 21],[61.97183099 18.02816901] ; [48.02816901 13.97183099],0
r3,1,0.028852,4.776447,[75  5] ; [50 11],[70.92198582  9.07801418] ; [54.07801418  6.92198582],0
a6,1,0.032173,4.589274,[53 27] ; [30 32],[46.76056338 33.23943662] ; [36.23943662 25.76056338],0
p5,1,0.032931,4.549346,[13 67] ; [ 3 59],[ 9.01408451 70.98591549] ; [ 6.98591549 55.01408451],0
d4,1,0.040647,4.19068,[48 32] ; [26 35],[41.9858156 38.0141844] ; [32.0141844 28.9858156],0
p8,1,0.063527,3.442838,[48 32] ; [27 34],[42.55319149 37.44680851] ; [32.44680851 28.55319149],0
u2,1,0.063684,3.438745,[23 14] ; [10 16],[19.38095238 17.61904762] ; [13.61904762 12.38095238],0
p11,1,0.063958,3.431662,[65 15] ; [42 20],[60.28169014 19.71830986] ; [46.71830986 15.28169014],0
r2,1,0.070084,3.281052,[72  7] ; [50 12],[68.35460993 10.64539007] ; [53.64539007  8.35460993],0
p4,1,0.072102,3.234512,[47 33] ; [27 35],[41.69014085 38.30985915] ; [32.30985915 29.69014085],0
v4,1,0.080273,3.059364,[76  3] ; [54  7],[73.35714286  5.64285714] ; [56.64285714  4.35714286],0
n4,1,0.089153,2.889608,[55 25] ; [34 28],[50.14084507 29.85915493] ; [38.85915493 23.14084507],0
p3,1,0.123339,2.374403,[36 44] ; [20 42],[31.54929577 48.45070423] ; [24.45070423 37.54929577],0
v1,1,0.171982,1.865577,[39 39] ; [23 37],[35.04347826 42.95652174] ; [26.95652174 33.04347826],0
