Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.011645,6.364079,[2 9] ; [34 23],[5.82352941 5.17647059] ; [30.17647059 26.82352941],0
p2,1,0.021152,5.314195,[9 2] ; [25 32],[5.5 5.5] ; [28.5 28.5],0
a3,1,0.022878,5.177751,[3 8] ; [36 20],[6.40298507 4.59701493] ; [32.59701493 23.40298507],0
p3,1,0.023489,5.13199,[6 5] ; [12 44],[2.95522388 8.04477612] ; [15.04477612 40.95522388],0
v2,1,0.049532,3.85723,[ 1 10] ; [22 33],[3.83333333 7.16666667] ; [19.16666667 35.83333333],0
s3,1,0.054219,3.705946,[8 3] ; [23 33],[5.08955224 5.91044776] ; [25.91044776 30.08955224],0
s6,1,0.06354,3.442475,[6 5] ; [15 42],[3.39705882 7.60294118] ; [17.60294118 39.39705882],0
p10,1,0.075315,3.163211,[4 7] ; [ 8 49],[1.94117647 9.05882353] ; [10.05882353 46.94117647],0
a5,1,0.098294,2.733014,[4 7] ; [36 21],[6.47058824 4.52941176] ; [33.52941176 23.47058824],0
r1,1,0.112591,2.517471,[5 6] ; [40 17],[7.27941176 3.72058824] ; [37.72058824 19.27941176],0
s2,1,0.119046,2.429828,[5 6] ; [13 44],[2.91176471 8.08823529] ; [15.08823529 41.91176471],0
s8,1,0.133461,2.251777,[3 8] ; [ 6 51],[1.45588235 9.54411765] ; [ 7.54411765 49.45588235],0
s5,1,0.140926,2.167824,[3 8] ; [ 6 50],[1.47761194 9.52238806] ; [ 7.52238806 48.47761194],0
b3,1,0.174125,1.847068,[1 8] ; [12 23],[2.65909091 6.34090909] ; [10.34090909 24.65909091],0
b2,1,0.174125,1.847068,[1 8] ; [12 23],[2.65909091 6.34090909] ; [10.34090909 24.65909091],0
u3,1,0.185116,1.756067,[6 2] ; [10 11],[4.4137931 3.5862069] ; [11.5862069  9.4137931],0
n5,1,0.194571,1.682664,[2 9] ; [22 35],[3.88235294 7.11764706] ; [20.11764706 36.88235294],0
r2,1,0.1949,1.680186,[6 4] ; [45 12],[7.6119403 2.3880597] ; [43.3880597 13.6119403],0
p4,1,0.202147,1.626794,[5 6] ; [15 42],[3.23529412 7.76470588] ; [16.76470588 40.23529412],0
s7,1,0.207157,1.591182,[3 6] ; [ 8 43],[1.65 7.35] ; [ 9.35 41.65],0
u2,1,0.268994,1.221872,[6 2] ; [11 10],[4.68965517 3.31034483] ; [12.31034483  8.68965517],0
p7,1,0.271909,1.20709,[6 5] ; [21 36],[4.36764706 6.63235294] ; [22.63235294 34.36764706],0
a6,1,0.271909,1.20709,[5 6] ; [36 21],[6.63235294 4.36764706] ; [34.36764706 22.63235294],0
p6,1,0.301151,1.069091,[3 8] ; [ 8 47],[1.83333333 9.16666667] ; [ 9.16666667 45.83333333],0
b4,1,0.325097,0.96833,[5 6] ; [35 22],[6.47058824 4.52941176] ; [33.52941176 23.47058824],0
a4,1,0.41382,0.6678,[3 8] ; [23 34],[4.20588235 6.79411765] ; [21.79411765 35.20588235],0
p8,1,0.436958,0.604257,[4 7] ; [14 42],[2.95522388 8.04477612] ; [15.04477612 40.95522388],0
r4,1,0.446785,0.578796,[5 6] ; [33 24],[6.14705882 4.85294118] ; [31.85294118 25.14705882],0
r3,1,0.58047,0.305476,[7 4] ; [41 16],[7.76470588 3.23529412] ; [40.23529412 16.76470588],0
d1,1,0.590474,0.289605,[5 6] ; [21 36],[4.20588235 6.79411765] ; [21.79411765 35.20588235],0
v3,1,0.611753,0.25763,[3 8] ; [11 43],[2.36923077 8.63076923] ; [11.63076923 42.36923077],0
b5,1,0.645342,0.211824,[4 7] ; [25 32],[4.69117647 6.30882353] ; [24.30882353 32.69117647],0
d2,1,0.662796,0.190145,[6 5] ; [27 30],[5.33823529 5.66176471] ; [27.66176471 29.33823529],0
n4,1,0.662796,0.190145,[5 6] ; [30 27],[5.66176471 5.33823529] ; [29.33823529 27.66176471],0
d5,1,0.694038,0.154749,[8 3] ; [38 19],[7.44117647 3.55882353] ; [38.55882353 18.44117647],0
b1,1,0.723149,0.125496,[7 4] ; [33 24],[6.47058824 4.52941176] ; [33.52941176 23.47058824],0
d4,1,0.78522,0.074269,[7 4] ; [38 18],[7.3880597 3.6119403] ; [37.6119403 18.3880597],0
n3,1,0.790848,0.070336,[3 3] ; [14 11],[3.29032258 2.70967742] ; [13.70967742 11.29032258],0
v4,1,0.808197,0.058929,[7 3] ; [37 19],[6.66666667 3.33333333] ; [37.33333333 18.66666667],0
p1,1,0.822155,0.050524,[ 1 10] ; [ 4 52],[ 0.82089552 10.17910448] ; [ 4.17910448 51.82089552],0
v1,1,0.864962,0.028921,[3 8] ; [17 40],[3.23529412 7.76470588] ; [16.76470588 40.23529412],0
d3,1,0.907309,0.013557,[6 5] ; [30 27],[5.82352941 5.17647059] ; [30.17647059 26.82352941],0
n2,1,0.934568,0.00674,[3 3] ; [14 13],[3.09090909 2.90909091] ; [13.90909091 13.09090909],0
p11,1,0.935384,0.006573,[4 7] ; [20 37],[3.88235294 7.11764706] ; [20.11764706 36.88235294],0
n1,1,0.949972,0.003937,[2 4] ; [ 8 17],[1.93548387 4.06451613] ; [ 8.06451613 16.93548387],0
s1,1,0.986246,0.000297,[ 1 10] ; [ 5 51],[ 0.98507463 10.01492537] ; [ 5.01492537 50.98507463],0
